,Australia,Canada,Chile,China,CongoDRC,India,Indonesia,Japan,Kazakhstan,South Korea,Mexico,Peru,Poland,Russia,USA,Zambia,World
2006,4.930601647,4.104618076,29.56986035,10.10159199,0.017641382,1.970746852,4.129659789,4.44168183,3.311546146,1.582849338,2.435270886,5.857381405,3.648428865,5.253352822,7.731650533,3.137613034,7.775505054
2007,4.955135657,3.862917037,29.99147412,10.93901601,0.012976385,2.23135947,4.201208484,4.36594893,2.96615946,1.593860294,2.329466864,6.06489773,3.357261087,5.127271216,7.559537964,2.783082269,7.658427022
2008,5.147401176,3.83595743,28.73219186,11.95871423,0.053425727,2.017823435,3.491283435,4.172929264,2.968614588,1.540024031,1.770409587,6.538587814,3.205872225,5.073553197,8.18925072,2.863043908,8.440917383
2009,4.794172062,2.951004595,28.9444565,12.50163289,0.215164721,2.189523114,4.933604631,3.947087626,2.72030201,1.393978332,1.580749442,6.317754315,3.110165675,4.860450016,7.295539495,3.396293797,8.848120783
2010,4.733414633,3.0169198,28.70263281,13.32211619,1.732894808,2.086286234,4.309116706,4.020257397,2.478608054,1.358997924,1.564882501,6.066544207,3.076338432,4.667110102,6.864108628,4.349770481,7.650001094
2011,5.154264292,3.066374133,27.47780761,14.58465228,2.550036843,1.955058758,2.969923521,3.309135947,2.592559311,1.359459295,2.664193033,5.905929427,3.116858881,4.673428856,6.592170289,4.17414823,7.853999289
2012,4.900564601,2.974975912,26.41876663,16.49513468,2.868581455,2.004385423,1.938413246,3.77845675,2.57686192,1.418238701,2.559808542,5.783691655,2.976357563,5.17222594,6.445710765,4.138599814,7.549226401
2013,4.738019794,2.958506022,25.65709977,17.15913052,4.231788126,1.827026252,2.359793302,3.438459735,2.422582337,1.356779417,2.440628641,5.753443567,2.765393583,4.680590809,6.384860739,4.159056067,7.666841322
2014,4.547784052,3.115692904,24.65893402,19.28440846,4.515802644,1.92670455,0.591948962,3.253074619,0.643809481,1.247736531,2.625963024,5.554724592,1.227189123,4.216553236,6.56517419,3.69453378,12.32996583
2015,4.332980362,3.027534081,23.95893074,19.34360586,4.362839407,1.940847513,0.487690777,2.953345533,0.868618905,1.256784141,2.847858501,6.478972371,1.212799658,4.046983072,6.494886432,3.760022805,12.62529984
2016,4.461631474,3.23423268,24.18101774,21.60470113,3.95469667,1.920286391,3.194296523,2.974879258,2.668707275,1.286412311,3.548425004,9.038636623,2.561965616,4.050070164,7.192090001,4.127951146,0
2017,3.605855679,0.699761635,21.66136245,20.39273557,4.337773335,1.938447075,2.556513274,2.708962906,0.93831444,1.202605978,3.191765355,8.529120565,1.05740937,3.96766821,5.714602206,4.04224909,13.45485286
2018,3.692734509,0.62914489,22.18559286,20.98872212,4.806537041,1.159332883,2.524086627,2.73999958,2.77587193,1.177273252,3.171243123,8.323958572,1.012861646,4.120779097,5.560968714,4.151880978,10.97901217
2019,3.844858908,2.406013433,21.57810245,22.50026995,5.182391634,0.874937043,0.394534146,2.608676922,2.743957242,1.151663571,3.068067499,8.31443988,2.338388207,4.320261503,5.51555721,3.553870352,9.604010046
2020,3.621775405,2.400533861,21.36015199,22.70072759,6.262697989,0.621655541,2.151062175,2.73472915,2.65515484,1.098299336,3.074577644,7.333924,2.184045486,4.25558753,4.933552781,3.88768458,8.723840099
2021,4.441672542,2.988231466,30.50056945,10.3639026,9.317208092,0,4.08373556,0,3.443787624,0,3.980693096,12.47898476,2.12050545,4.87553555,6.83876566,4.566408157,0
2022,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2023,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2024,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2025,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2026,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2027,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2028,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2029,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2030,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2031,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2032,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2033,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2034,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2035,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2036,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2037,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2038,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2039,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2040,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2041,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2042,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2043,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2044,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2045,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2046,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2047,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2048,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2049,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
2050,4.471982759,2.855603448,28.01724138,10.23706897,11.85344828,0,4.956896552,0,3.125,0,3.987068966,11.85344828,2.101293103,5.387931034,7.004310345,4.148706897,0
