,Argentina,Australia,Bolivia,Canada,Chile,China,India,Indonesia,Kazakhstan,Mexico,Morocco,Peru,Poland,Russia,Sweden,USA,World
2000,0.749918487,11.6563417,2.282360613,6.781871536,7.124225628,10.30322791,0.554287577,1.402021519,3.684382132,13.46592762,1.173785458,16.04173459,7.140528203,4.93968047,1.532442126,6.553635474,4.613628953
2001,0.749918487,11.6563417,2.282360613,6.781871536,7.124225628,10.30322791,0.554287577,1.402021519,3.684382132,13.46592762,1.173785458,16.04173459,7.140528203,4.93968047,1.532442126,6.553635474,4.613628953
2002,0.749918487,11.6563417,2.282360613,6.781871536,7.124225628,10.30322791,0.554287577,1.402021519,3.684382132,13.46592762,1.173785458,16.04173459,7.140528203,4.93968047,1.532442126,6.553635474,4.613628953
2003,0.749918487,11.6563417,2.282360613,6.781871536,7.124225628,10.30322791,0.554287577,1.402021519,3.684382132,13.46592762,1.173785458,16.04173459,7.140528203,4.93968047,1.532442126,6.553635474,4.613628953
2004,0.749918487,11.6563417,2.282360613,6.781871536,7.124225628,10.30322791,0.554287577,1.402021519,3.684382132,13.46592762,1.173785458,16.04173459,7.140528203,4.93968047,1.532442126,6.553635474,4.613628953
2005,0.938379731,12.10509853,2.001876759,5.348764467,6.928370347,10.57241164,0.516108852,1.548326556,4.08195183,14.56052549,1.235533312,16.0462934,6.334063184,5.08289021,1.423209259,6.130747576,5.145448858
2006,1.057542768,8.646967341,2.363919129,4.852255054,8.00933126,11.80404355,0.917573872,1.228615863,3.981337481,14.85225505,1.181959565,17.27838258,6.298600311,4.867807154,1.33748056,5.707620529,5.614307932
2007,1.216216216,9.069069069,2.537537538,4.009009009,9.354354354,11.90690691,0.855855856,1.291291291,3.423423423,15.13513514,1.036036036,16.90690691,5.945945946,4.399399399,1.411411411,6.081081081,5.42042042
2008,1.566388523,9.061630801,5.240813936,3.147416191,6.602254428,12.41399502,0.995461865,1.171131606,2.957107305,15.23935002,1.141853316,17.31810862,5.709266579,5.328648807,1.229688186,5.270092227,5.606792563
2009,2.507353971,7.33996358,5.9672223,2.731474996,5.855161787,12.15856563,0.868468973,1.078582435,2.759490125,16.01064575,1.246673204,17.31334921,5.490965121,5.911192044,1.218658075,5.631040762,5.911192044
2010,3.092508664,8.05118635,5.465209278,2.452679286,5.465209278,12.60997067,1.093041856,0.893095175,2.346041056,18.90162623,1.319648094,15.59584111,5.011996801,4.905358571,1.226339643,5.43854972,6.131698214
2011,2.993377483,7.350993377,5.165562914,2.476821192,5.417218543,13.58940397,0.993377483,0.794701987,2.331125828,20.34437086,1.059602649,14.54304636,5.40397351,5.099337748,1.205298013,4.768211921,6.463576159
2012,3.066633014,7.004038364,5.010095911,2.688036345,4.66935891,14.2730944,1.501766784,0.567895003,2.208480565,21.74406865,0.946491671,14.12165573,5.212014134,5.678950025,1.236749117,4.30338213,5.767289248
2013,3.146439555,7.002602318,4.897090135,2.353915306,4.44759877,13.96971848,1.265673054,0.92264017,2.519517388,22.13153537,0.87532529,14.54932576,4.589543411,5.251951739,1.277501774,3.974449965,6.825171516
2014,3.355628614,6.733930393,4.886067339,1.723160639,5.690964743,13.49053395,0.952272985,0.793560821,2.051921551,21.01802517,0.884253486,14.28409477,4.353247931,5.226164834,1.439746061,4.296565015,8.819861694
2015,4.057971014,5.128205128,4.682274247,1.32664437,5.362318841,13.27759197,1.337792642,1.10367893,1.794871795,21.41583055,1.003344482,15.11705686,4.370122631,5.696767001,1.761426979,3.901895206,8.662207358
2016,3.546020454,5.06891952,4.835482437,1.289461983,5.180080036,13.48377056,1.556247221,1.20053357,1.934192975,19.3752779,1.111605158,16.92974655,4.546465096,5.180080036,1.823032459,4.112939084,8.826144953
2017,3.381194998,4.168596572,4.458082446,1.470588235,4.678091709,13.47846225,1.956924502,1.157943492,2.188513201,21.65354331,1.192681797,17.94812413,4.828624363,4.863362668,1.794812413,3.844372395,6.936081519
2018,3.637433785,4.743967039,4.508534432,1.389052384,4.708652148,13.01942319,2.495585639,1.212477928,2.330782813,22.89582107,0.824014126,17.24543849,4.814596822,5.07357269,1.765744556,3.507945851,5.826957034
2019,3.938233182,5.099353603,4.440986354,1.615992339,4.572659804,13.34689969,2.441943979,0.909743835,2.034953316,22.48024898,0.95762509,16.1718937,4.836006703,5.350730189,1.723725162,3.758678477,6.320325593
