Year,Si_gpercell
1995,13.256584821428572
1996,14.057178571428572
1997,14.856108750000004
1998,15.650880000000003
1999,16.438996964285717
2000,17.217964285714285
2001,16.97867949857142
2002,16.733920896000008
2003,16.483652544857147
2004,16.227838512
2005,13.629890250000003
2006,10.989600768
2007,10.521843476399999
2008,10.045785628800001
2009,10.1238108552
2010,10.20213792
2011,10.20213792
2012,10.20213792
2013,10.20213792
2014,10.20213792
2015,10.20213792
2016,10.225484073444349
2017,10.277241091043216
2018,10.097915352941412
2019,9.987314807126573
2020,9.726092502153309
2021,9.510849228516022
2022,9.287214485796833
2023,9.136578884203113
2024,9.024584086497248
2025,8.985138888638069
2026,8.925689179452087
2027,8.846818764182004
2028,8.776379657174589
2029,8.70577030375073
2030,8.634988555972999
