Country,Australia,Canada,Chile,China,Congo,India,Indonesia,Japan,Kazakhstan,SouthKorea,Mexico,Peru,Poland,Russia,USA,Zambia,Global
1998,2.3832284094283356,5.684662357353232,19.860425216606316,9.16483578141275,0.42506564972841404,1.1292046826493802,0.0,12.596637736895493,3.679011614258316,3.577531825484885,4.388864913392301,4.143885676231685,4.659574086002088,5.754672226258898,19.394150936241843,3.158248888056045,0.0
1999,3.4493692686960142,5.343367622971059,20.87473400406846,8.59445151303563,0.3274504178739929,2.206799464895244,1.1418746234849724,12.805248008836415,3.8659266833526806,4.207808259662959,3.755992728846601,4.088283517467788,4.7393720472608765,6.095614974983704,15.032478731978333,3.4712281325852876,0.0
2000,5.432815525794272,4.949079558561732,29.564117510283683,6.523903777532455,0.07529002112664547,0.8913237382597855,5.500952408221906,4.7610498144420585,3.5489504132583836,1.582673353343122,3.037033985080515,4.151539720947569,3.9428551598487953,4.966311968446659,11.585547898482506,2.3253071638467184,7.16124798252319
2001,5.62152682766145,4.9015404980287824,29.43480570863679,6.722984110307517,0.07204067620483004,1.0318157325154358,5.642569905827409,4.494739480739612,3.670787198744469,1.5056106921242849,2.9310484163892827,4.849370693436071,3.900654046560812,5.126197175421437,10.511449035676963,2.5305068318493125,7.052352969875544
2002,5.866549820551004,4.526054317074407,28.680217369166698,7.006453011835297,0.01904925124842455,1.2808380997723867,6.154534832792243,4.379651764968259,3.8538489539420198,1.494653223280151,2.8351569478439953,5.495851841804047,4.124399765258378,5.560280197948183,8.88897454806952,2.7794870729516576,7.053998981493328
2003,5.509206630995146,4.126459576086047,30.6494390164654,7.7503644790377395,0.015169853523414104,1.3316492263507693,5.447322126459002,4.517437060580109,3.792495269185702,1.580110559399852,2.613559444907052,5.454256559112544,4.209619820244354,5.5150442759334775,8.28729942753672,2.584191698348709,6.61637497583399
2004,5.351611535010104,4.080093875163563,30.98724955341875,7.991295067176709,0.03764541311071506,1.368013934913634,4.412680562965962,4.218008174094958,3.547802180265993,1.5010202365344378,2.860070858397824,6.057384223073314,4.204292864597743,5.229372756006338,8.045923050302866,3.033359622731215,7.074176092235877
2005,5.401512232072908,3.938166546519088,29.766476332053877,9.048764549418202,0.01797112174221802,1.6099065176128282,5.466451239333517,4.187259482588779,3.061630154325522,1.5638009584725567,2.9861111575241557,5.767244623828156,4.0572771787805655,5.213736621740925,7.610476049600007,2.9357941741298297,7.367421060256881
2006,4.930601646936252,4.104618075758915,29.569860347755583,10.101591993112338,0.017641382448535792,1.9707468524093594,4.129659788691251,4.441681830241615,3.3115461458702597,1.5828493375959314,2.4352708855224234,5.857381405443004,3.648428864867482,5.253352821677687,7.731650533326029,3.137613034223013,7.775505054120307
2007,4.955135656891612,3.8629170368576897,29.991474119777422,10.939016010998015,0.012976384866492842,2.2313594704603266,4.201208483610868,4.365948930455142,2.9661594601023706,1.5938602938213082,2.3294668637988267,6.064897730063659,3.357261087248204,5.127271216127407,7.559537964344663,2.7830822686985597,7.65842702187743
2008,5.147401175608551,3.835957429887176,28.732191856062393,11.958714225817262,0.0534257273360339,2.017823434533411,3.4912834347926003,4.1729292643066,2.9686145877919494,1.540024030574589,1.7704095871199876,6.538587813604595,3.205872224629657,5.073553196843381,8.189250720109186,2.8630439079492374,8.44091738303338
