MineProduction_[kg],Argentina,Australia,Bolivia,Canada,Chile,China,India,Indonesia,Kazakhstan,Mexico,Morocco,Peru,Poland,Russia,Sweden,USA,World
2004,0.7499184871209651,11.656341701988914,2.2823606129768508,6.781871535702641,7.124225627649168,10.303227910009783,0.5542875774372351,1.4020215194000651,3.6843821323769155,13.465927616563416,1.17378545810238,16.041734594065865,7.140528203456147,4.939680469514183,1.5324421258558854,6.553635474404958,4.613628953374633
2005,0.9383797309978105,12.105098529871755,2.001876759461996,5.34876446668752,6.9283703472005,10.572411635908663,0.5161088520487958,1.5483265561463873,4.0819518298404756,14.56052549264936,1.2355333124804506,16.046293400062556,6.334063184235221,5.082890209571473,1.4232092586800125,6.130747575852362,5.14544885830466
2006,1.0575427682737168,8.64696734059098,2.3639191290824257,4.852255054432349,8.009331259720062,11.804043545878693,0.917573872472784,1.2286158631415243,3.981337480559876,14.852255054432348,1.1819595645412129,17.278382581648522,6.298600311041991,4.867807153965786,1.3374805598755832,5.707620528771385,5.614307931570762
2007,1.216216216216216,9.06906906906907,2.537537537537537,4.009009009009009,9.354354354354355,11.906906906906906,0.855855855855856,1.2912912912912913,3.423423423423424,15.135135135135137,1.0360360360360361,16.906906906906908,5.9459459459459465,4.3993993993994,1.4114114114114114,6.081081081081082,5.42042042042042
2008,1.566388522910262,9.061630800761236,5.24081393646611,3.1474161908944516,6.602254428341385,12.413995022690674,0.9954618650270823,1.1711316059142145,2.957107304933392,15.239350021958717,1.1418533157663593,17.31810862245645,5.709266578831796,5.328648806909675,1.2296881862099256,5.270092226613966,5.606792563314302
2009,2.5073539711444175,7.33996358033338,5.967222300042023,2.731474996498109,5.855161787365177,12.158565625437735,0.8684689732455526,1.078582434514638,2.7594901246673205,16.0106457487043,1.2466732035299062,17.313349208572628,5.49096512116543,5.911192043703601,1.2186580753606946,5.631040762011487,5.9111920437036
2010,3.0925086643561714,8.051186350306585,5.465209277525993,2.4526792855238604,5.465209277525993,12.609970674486803,1.0930418555051984,0.8930951746201014,2.346041055718475,18.90162623300453,1.3196480938416422,15.59584110903759,5.0119968008531055,4.905358571047721,1.2263396427619302,5.438549720074646,6.131698213809651
2011,2.9933774834437084,7.3509933774834435,5.1655629139072845,2.47682119205298,5.417218543046358,13.589403973509931,0.9933774834437087,0.7947019867549668,2.33112582781457,20.344370860927153,1.0596026490066226,14.543046357615891,5.403973509933775,5.099337748344371,1.205298013245033,4.768211920529802,6.463576158940397
2012,3.06663301362948,7.004038364462392,5.010095911155983,2.6880363452801617,4.669358909641595,14.27309439676931,1.5017667844522968,0.5678950025239777,2.208480565371025,21.74406865219586,0.9464916708732963,14.12165572942958,5.212014134275619,5.678950025239778,1.2367491166077738,4.303382130237254,5.767289247854619
2013,3.1464395552401228,7.002602318429147,4.897090134847409,2.353915306363851,4.447598769813106,13.969718476460846,1.265673054175538,0.9226401703335699,2.5195173882185946,22.131535367873195,0.8753252898036433,14.549325762952448,4.589543411402886,5.25195173882186,1.27750177430802,3.9744499645138402,6.82517151644192
2014,3.3556286135358806,6.733930393379435,4.886067339303934,1.7231606393832897,5.690964743226392,13.490533953066548,0.9522729849223446,0.7935608207686206,2.0519215508445754,21.018025167214603,0.8842534859993197,14.284094773835164,4.353247931073574,5.226164833919056,1.439746060537354,4.296565015304387,8.819861693685523
2015,4.057971014492753,5.128205128205128,4.682274247491638,1.3266443701226311,5.362318840579712,13.277591973244146,1.3377926421404682,1.1036789297658862,1.7948717948717952,21.41583054626533,1.0033444816053512,15.117056856187292,4.370122630992196,5.696767001114828,1.7614269788182833,3.901895206243032,8.662207357859533
2016,3.5460204535349047,5.068919519786573,4.835482436638506,1.2894619831036016,5.180080035571365,13.483770564695421,1.5562472209871054,1.200533570475767,1.934192974655402,19.375277901289465,1.1116051578479325,16.92974655402401,4.546465095598044,5.180080035571365,1.823032458870609,4.11293908403735,8.826144953312582
2017,3.381194997684113,4.168596572487263,4.458082445576657,1.4705882352941175,4.678091709124595,13.478462251042151,1.956924502084298,1.1579434923575729,2.1885132005558123,21.653543307086615,1.1926817971283001,17.948124131542382,4.8286243631310795,4.863362667901806,1.794812413154238,3.844372394627142,6.936081519221863
2018,3.6374337845791644,4.743967039434961,4.508534432018835,1.3890523837551505,4.7086521483225425,13.019423190111832,2.4955856386109474,1.2124779281930547,2.330782813419659,22.895821071218364,0.8240141259564451,17.245438493231312,4.8145968216598,5.0735726898175395,1.7657445556209534,3.507945850500295,5.826957033549147
2019,3.9382331817093608,5.0993536030644,4.4409863538424705,1.6159923389992819,4.572659803686856,13.346899688771845,2.441943978932248,0.9097438352884843,2.0349533157768733,22.480248982523342,0.9576250897773522,16.171893703615034,4.836006703375628,5.350730189130956,1.723725161599234,3.758678477376107,6.320325592530525
2020,3.0639601685178093,5.489595301927742,3.8171837099451036,1.2000510660028088,6.051321332822673,13.979318268862507,2.757564151666028,1.1234520617898636,2.2213711221754115,23.005234265287886,1.1617515638963358,12.970764713392061,5.03000127665007,5.374696795608324,1.7107110940891104,4.04698072258394,6.9960423847823305
2021,3.3720087019579403,5.172830553541213,5.015711868503747,1.0998307952622672,4.979453710418177,13.64515349286923,2.6831036983321246,1.2327773749093547,1.8129079042784626,23.688663282571913,0.96688421561518,13.959390862944163,5.0761421319796955,4.713560551124003,1.6799613246313756,3.9400531786318598,6.961566352429297
2022,3.759581457598248,4.684268159143448,4.708602019710427,1.0585229346635843,5.09794378878209,13.602628056941235,2.713225453218153,1.3870300523178005,1.8007056819564424,24.236525124711036,0.9733544226791581,13.018615403333738,5.158778440199538,5.000608346514175,1.8007056819564424,3.9420854118505897,7.056819564423895
