year,e_mat_extraction,e_mat_MFG,e_mat_MFG_fuelfraction,e_mat_MFGScrap_LQ,e_mat_MFGScrap_HQ,e_mat_Landfill,e_mat_Landfill_fuelfraction,e_mat_EoL_ReMFG_clean,e_mat_Recycled_LQ,e_mat_Recycled_HQ,e_mat_Recycled_HQ_fuelfraction
year,kWh/kg,kWh/kg,%,kWh/kg,kWh/kg,kWh/kg,%,kWh/kg,kWh/kg,kWh/kg,%
1995,2.237268,60,26.5,,,,,,,,
1996,2.237268,60.74,26.43299309,,,,,,,,
1997,2.237268,61.48,26.36759922,,,,,,,,
1998,2.237268,62.22,26.30376085,,,,,,,,
1999,2.237268,62.96,26.24142313,,,,,,,,
2000,2.237268,63.7,26.18053375,,,,,,,,
2001,2.237268,64.75333333,26.09626274,,,,,,,,
2002,2.237268,65.80666667,26.01468949,,,,,,,,
2003,2.237268,66.86,25.93568651,,,,,,,,
2004,2.237268,65.20371875,26.06106103,,,,,,,,
2005,2.237268,63.5474375,26.192971,,,,,,,,
2006,2.237268,61.89115625,26.3319411,,,,,,,,
2007,2.237268,60.234875,26.47855374,,,,,,,,
2008,2.237268,58.57859375,26.63345719,,,,,,,,
2009,2.237268,56.9223125,26.79737515,,,,,,,,
2010,2.237268,55.26603125,26.97111811,,,,,,,,
2011,2.237268,53.60975,27.1555967,,,,,,,,
2012,2.237268,49.33834966,27.68850909,,,,,,,,
2013,2.237268,45.06694932,28.32243928,,,,,,,,
2014,2.237268,40.79554898,29.08911777,,,,,,,,
2015,2.237268,36.52414863,30.0351182,,,,,,,,
2016,2.237268,32.25274829,31.23168621,,,,,,,,
2017,2.237268,27.98134795,32.79357051,,,,,,,,
2018,2.237268,23.70994761,34.91820874,,,,,,,,
2019,2.237268,23.37968281,35.11481938,,,,,,,,
2020,2.237268,23.04941801,35.31706431,,,,,,,,
2021,2.237268,22.7191532,35.52518926,,,,,,,,
2022,2.237268,22.3888884,35.73945442,,,,,,,,
2023,2.237268,22.3888884,35.73945442,,,,,,,,
2024,2.237268,22.3888884,35.73945442,,,,,,,,
2025,2.237268,22.3888884,35.73945442,,,,,,,,
2026,2.237268,22.3888884,35.73945442,,,,,,,,
2027,2.237268,22.3888884,35.73945442,,,,,,,,
2028,2.237268,22.3888884,35.73945442,,,,,,,,
2029,2.237268,22.3888884,35.73945442,,,,,,,,
2030,2.237268,22.3888884,35.73945442,,,,,,,,
2031,2.237268,22.3888884,35.73945442,,,,,,,,
2032,2.237268,22.3888884,35.73945442,,,,,,,,
2033,2.237268,22.3888884,35.73945442,,,,,,,,
2034,2.237268,22.3888884,35.73945442,,,,,,,,
2035,2.237268,22.3888884,35.73945442,,,,,,,,
2036,2.237268,22.3888884,35.73945442,,,,,,,,
2037,2.237268,22.3888884,35.73945442,,,,,,,,
2038,2.237268,22.3888884,35.73945442,,,,,,,,
2039,2.237268,22.3888884,35.73945442,,,,,,,,
2040,2.237268,22.3888884,35.73945442,,,,,,,,
2041,2.237268,22.3888884,35.73945442,,,,,,,,
2042,2.237268,22.3888884,35.73945442,,,,,,,,
2043,2.237268,22.3888884,35.73945442,,,,,,,,
2044,2.237268,22.3888884,35.73945442,,,,,,,,
2045,2.237268,22.3888884,35.73945442,,,,,,,,
2046,2.237268,22.3888884,35.73945442,,,,,,,,
2047,2.237268,22.3888884,35.73945442,,,,,,,,
2048,2.237268,22.3888884,35.73945442,,,,,,,,
2049,2.237268,22.3888884,35.73945442,,,,,,,,
2050,2.237268,22.3888884,35.73945442,,,,,,,,
