year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_EOL_collected_Recycled,mat_EOL_Recycling_eff,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%
1995,99,846,99,0,0,0,0,0,0,0,0
1996,99,846,99,0,0,0,0,0,0,0,0
1997,99,846,99,0,0,0,0,0,0,0,0
1998,99,846,99,0,0,0,0,0,0,0,0
1999,99,846,99,0,0,0,0,0,0,0,0
2000,99,846,99,0,0,0,0,0,0,0,0
2001,99,846,99,0,0,0,0,0,0,0,0
2002,99,846,99,0,0,0,0,0,0,0,0
2003,99,846,99,0,0,0,0,0,0,0,0
2004,99,846,99,0,0,0,0,0,0,0,0
2005,99,846,99,0,0,0,0,0,0,0,0
2006,99,846,99,0,0,0,0,0,0,0,0
2007,99,846,99,0,0,0,0,0,0,0,0
2008,99,846,99,0,0,0,0,0,0,0,0
2009,99,846,99,0,0,0,0,0,0,0,0
2010,99,846,99,0,0,0,0,0,0,0,0
2011,99,846,99,0,0,0,0,0,0,0,0
2012,99,846,99,0,0,0,0,0,0,0,0
2013,99,846,99,0,0,0,0,0,0,0,0
2014,99,848.09,99,0,0,0,0,0,0,0,0
2015,99,850.28,99,0,0,0,0,0,0,0,0
2016,99,852.81,99,0,0,0,0,0,0,0,0
2017,99,847.99,99,0,0,0,0,0,0,0,0
2018,99,848.955,99,0,0,0,0,0,0,0,0
2019,99,851.31,99,0,0,0,0,0,0,0,0
2020,99,849.445,99,0,0,0,0,0,0,0,0
2021,99,849.145,99,0,0,0,0,0,0,0,0
2022,99,839.244375,99,0,0,0,0,0,0,0,0
2023,99,829.235,99,0,0,0,0,0,0,0,0
2024,99,801.36775,99,0,0,0,0,0,0,0,0
2025,99,773.917,99,0,0,0,0,0,0,0,0
2026,99,752.614,99,0,0,0,0,0,0,0,0
2027,99,731.4683333,99,0,0,0,0,0,0,0,0
2028,99,710.48,99,0,0,0,0,0,0,0,0
2029,99,710.3586667,99,0,0,0,0,0,0,0,0
2030,99,710.2373333,99,0,0,0,0,0,0,0,0
2031,99,710.116,99,0,0,0,0,0,0,0,0
2032,99,710.116,99,0,0,0,0,0,0,0,0
2033,99,710.116,99,0,0,0,0,0,0,0,0
2034,99,710.116,99,0,0,0,0,0,0,0,0
2035,99,710.116,99,0,0,0,0,0,0,0,0
2036,99,710.116,99,0,0,0,0,0,0,0,0
2037,99,710.116,99,0,0,0,0,0,0,0,0
2038,99,710.116,99,0,0,0,0,0,0,0,0
2039,99,710.116,99,0,0,0,0,0,0,0,0
2040,99,710.116,99,0,0,0,0,0,0,0,0
2041,99,710.116,99,0,0,0,0,0,0,0,0
2042,99,710.116,99,0,0,0,0,0,0,0,0
2043,99,710.116,99,0,0,0,0,0,0,0,0
2044,99,710.116,99,0,0,0,0,0,0,0,0
2045,99,710.116,99,0,0,0,0,0,0,0,0
2046,99,710.116,99,0,0,0,0,0,0,0,0
2047,99,710.116,99,0,0,0,0,0,0,0,0
2048,99,710.116,99,0,0,0,0,0,0,0,0
2049,99,710.116,99,0,0,0,0,0,0,0,0
2050,99,710.116,99,0,0,0,0,0,0,0,0
