year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_PG3_ReMFG_target,mat_ReMFG_yield,mat_PG4_Recycling_target,mat_Recycling_yield,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%,%,%
1995,99,388.1,95.3,0,0,0,0,0,0,0,0,0,0
1996,99,388.1,95.37,0,0,0,0,0,0,0,0,0,0
1997,99,388.1,95.44,0,0,0,0,0,0,0,0,0,0
1998,99,388.1,95.51,0,0,0,0,0,0,0,0,0,0
1999,99,388.1,95.58,0,0,0,0,0,0,0,0,0,0
2000,99,388.1,95.65,0,0,0,0,0,0,0,0,0,0
2001,99,388.1,95.72,0,0,0,0,0,0,0,0,0,0
2002,99,388.1,95.79,0,0,0,0,0,0,0,0,0,0
2003,99,388.1,95.86,0,0,0,0,0,0,0,0,0,0
2004,99,388.1,95.93,0,0,0,0,0,0,0,0,0,0
2005,99,388.1,96,0,0,0,0,0,0,0,0,0,0
2006,99,388.1,96.5,0,0,0,0,0,0,0,0,0,0
2007,99,388.1,97,0,0,0,0,0,0,0,0,0,0
2008,99,388.1,97.5,0,0,0,0,0,0,0,0,0,0
2009,99,388.1,98,0,0,0,0,0,0,0,0,0,0
2010,99,388.1,98.5,0,0,0,0,0,0,0,0,0,0
2011,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2012,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2013,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2014,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2015,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2016,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2017,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2018,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2019,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2020,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2021,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2022,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2023,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2024,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2025,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2026,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2027,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2028,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2029,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2030,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2031,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2032,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2033,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2034,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2035,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2036,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2037,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2038,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2039,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2040,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2041,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2042,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2043,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2044,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2045,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2046,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2047,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2048,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2049,99,388.1,99,0,0,0,0,0,0,0,0,0,0
2050,99,388.1,99,0,0,0,0,0,0,0,0,0,0
