year,e_mat_extraction,e_mat_MFG,e_mat_MFG_fuelfraction,e_mat_MFGScrap_LQ,e_mat_MFGScrap_HQ,e_mat_Landfill,e_mat_Landfill_fuelfraction,e_mat_EoL_ReMFG_clean,e_mat_Recycled_LQ,e_mat_Recycled_HQ,e_mat_Recycled_HQ_fuelfraction
year,kWh/kg,kWh/kg,%,kWh/kg,kWh/kg,kWh/kg,%,kWh/kg,kWh/kg,kWh/kg,%
1995,,2.322377942,51.92976595,,,,,,,,
1996,,2.322377942,51.92976595,,,,,,,,
1997,,2.322377942,51.92976595,,,,,,,,
1998,,2.322377942,51.92976595,,,,,,,,
1999,,2.322377942,51.92976595,,,,,,,,
2000,,2.322377942,51.92976595,,,,,,,,
2001,,2.41608593,51.25075402,,,,,,,,
2002,,2.509793919,50.47964229,,,,,,,,
2003,,2.603501908,49.62637562,,,,,,,,
2004,,2.697209897,48.69951684,,,,,,,,
2005,,2.790917886,47.70647873,,,,,,,,
2006,,2.884625874,46.65371087,,,,,,,,
2007,,2.978333863,45.54685114,,,,,,,,
2008,,3.072041852,44.39084949,,,,,,,,
2009,,3.165749841,43.19006983,,,,,,,,
2010,,3.259457829,41.94837419,,,,,,,,
2011,,3.353165818,40.6691929,,,,,,,,
2012,,3.446873807,39.35558326,,,,,,,,
2013,,3.540581796,38.0102789,,,,,,,,
2014,,3.634289785,36.6357315,,,,,,,,
2015,,3.727997773,35.23414625,,,,,,,,
2016,,3.821705762,33.80751205,,,,,,,,
2017,,3.915413751,32.3576274,,,,,,,,
2018,,4.00912174,30.88612263,,,,,,,,
2019,,4.102829729,29.39447916,,,,,,,,
2020,,4.102829729,29.39447916,,,,,,,,
2021,,4.102829729,29.39447916,,,,,,,,
2022,,4.102829729,29.39447916,,,,,,,,
2023,,4.102829729,29.39447916,,,,,,,,
2024,,4.102829729,29.39447916,,,,,,,,
2025,,4.102829729,29.39447916,,,,,,,,
2026,,4.102829729,29.39447916,,,,,,,,
2027,,4.102829729,29.39447916,,,,,,,,
2028,,4.102829729,29.39447916,,,,,,,,
2029,,4.102829729,29.39447916,,,,,,,,
2030,,4.102829729,29.39447916,,,,,,,,
2031,,4.102829729,29.39447916,,,,,,,,
2032,,4.102829729,29.39447916,,,,,,,,
2033,,4.102829729,29.39447916,,,,,,,,
2034,,4.102829729,29.39447916,,,,,,,,
2035,,4.102829729,29.39447916,,,,,,,,
2036,,4.102829729,29.39447916,,,,,,,,
2037,,4.102829729,29.39447916,,,,,,,,
2038,,4.102829729,29.39447916,,,,,,,,
2039,,4.102829729,29.39447916,,,,,,,,
2040,,4.102829729,29.39447916,,,,,,,,
2041,,4.102829729,29.39447916,,,,,,,,
2042,,4.102829729,29.39447916,,,,,,,,
2043,,4.102829729,29.39447916,,,,,,,,
2044,,4.102829729,29.39447916,,,,,,,,
2045,,4.102829729,29.39447916,,,,,,,,
2046,,4.102829729,29.39447916,,,,,,,,
2047,,4.102829729,29.39447916,,,,,,,,
2048,,4.102829729,29.39447916,,,,,,,,
2049,,4.102829729,29.39447916,,,,,,,,
2050,,4.102829729,29.39447916,,,,,,,,
