year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_PG3_ReMFG_target,mat_ReMFG_yield,mat_PG4_Recycling_target,mat_Recycling_yield,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%,%,%
1995,100,0,,,,,,,,,,,
1996,100,0,,,,,,,,,,,
1997,100,0,,,,,,,,,,,
1998,100,0,,,,,,,,,,,
1999,100,0,,,,,,,,,,,
2000,100,0,,,,,,,,,,,
2001,100,0,,,,,,,,,,,
2002,100,0,,,,,,,,,,,
2003,100,0,,,,,,,,,,,
2004,100,9.33032236,,,,,,,,,,,
2005,100,9.33032236,,,,,,,,,,,
2006,100,9.33032236,,,,,,,,,,,
2007,100,9.33032236,,,,,,,,,,,
2008,100,9.33032236,,,,,,,,,,,
2009,100,9.33032236,,,,,,,,,,,
2010,100,9.33032236,,,,,,,,,,,
2011,100,9.33032236,,,,,,,,,,,
2012,100,9.33032236,,,,,,,,,,,
2013,100,9.33032236,,,,,,,,,,,
2014,100,9.33032236,,,,,,,,,,,
2015,100,9.33032236,,,,,,,,,,,
2016,100,9.33032236,,,,,,,,,,,
2017,100,9.33032236,,,,,,,,,,,
2018,100,9.33032236,,,,,,,,,,,
2019,100,9.33032236,,,,,,,,,,,
2020,100,9.33032236,,,,,,,,,,,
2021,100,9.33032236,,,,,,,,,,,
2022,100,9.33032236,,,,,,,,,,,
2023,100,9.33032236,,,,,,,,,,,
2024,100,9.33032236,,,,,,,,,,,
2025,100,9.33032236,,,,,,,,,,,
2026,100,6.220214907,,,,,,,,,,,
2027,100,6.220214907,,,,,,,,,,,
2028,100,6.220214907,,,,,,,,,,,
2029,100,6.220214907,,,,,,,,,,,
2030,100,6.220214907,,,,,,,,,,,
2031,100,6.220214907,,,,,,,,,,,
2032,100,6.220214907,,,,,,,,,,,
2033,100,6.220214907,,,,,,,,,,,
2034,100,6.220214907,,,,,,,,,,,
2035,100,6.220214907,,,,,,,,,,,
2036,100,6.220214907,,,,,,,,,,,
2037,100,6.220214907,,,,,,,,,,,
2038,100,6.220214907,,,,,,,,,,,
2039,100,6.220214907,,,,,,,,,,,
2040,100,6.220214907,,,,,,,,,,,
2041,100,6.220214907,,,,,,,,,,,
2042,100,6.220214907,,,,,,,,,,,
2043,100,6.220214907,,,,,,,,,,,
2044,100,6.220214907,,,,,,,,,,,
2045,100,6.220214907,,,,,,,,,,,
2046,100,6.220214907,,,,,,,,,,,
2047,100,6.220214907,,,,,,,,,,,
2048,100,6.220214907,,,,,,,,,,,
2049,100,6.220214907,,,,,,,,,,,
2050,100,6.220214907,,,,,,,,,,,
