year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_EOL_collected_Recycled,mat_EOL_Recycling_eff,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%
1995,99.9,8000,100,0,0,0,0,0,0,0,0
1996,99.9,8000,100,0,0,0,0,0,0,0,0
1997,99.9,8000,100,0,0,0,0,0,0,0,0
1998,99.9,8000,100,0,0,0,0,0,0,0,0
1999,99.9,8000,100,0,0,0,0,0,0,0,0
2000,99.9,8000,100,0,0,0,0,0,0,0,0
2001,99.9,8000,100,0,0,0,0,0,0,0,0
2002,99.9,8000,100,0,0,0,0,0,0,0,0
2003,99.9,8000,100,0,0,0,0,0,0,0,0
2004,99.9,8000,100,0,0,0,0,0,0,0,0
2005,99.9,8000,100,0,0,0,0,0,0,0,0
2006,99.9,8000,100,0,0,0,0,0,0,0,0
2007,99.9,8000,100,0,0,0,0,0,0,0,0
2008,99.9,8000,100,0,0,0,0,0,0,0,0
2009,99.9,8000,100,0,0,0,0,0,0,0,0
2010,99.9,8000,100,0,0,0,0,0,0,0,0
2011,99.9,8000,100,0,0,0,0,0,0,0,0
2012,99.9,8000,100,0,0,0,0,0,0,0,0
2013,99.9,8160,100,0,0,0,0,0,0,0,0
2014,99.9,8320,100,0,0,0,0,0,0,0,0
2015,99.9,8280,100,0,0,0,0,0,0,0,0
2016,99.9,8240,100,0,0,0,0,0,0,0,0
2017,99.9,8225,100,0,0,0,0,0,0,0,0
2018,99.9,8750,100,0,0,0,0,0,0,0,0
2019,99.9,8800,100,0,0,0,0,0,0,0,0
2020,99.9,8800,100,0,0,0,0,0,0,0,0
2021,99.9,8800,100,0,0,0,0,0,0,0,0
2022,99.9,8800,100,0,0,0,0,0,0,0,0
2023,99.9,8800,100,0,0,0,0,0,0,0,0
2024,99.9,8800,100,0,0,0,0,0,0,0,0
2025,99.9,8800,100,0,0,0,0,0,0,0,0
2026,99.9,8800,100,0,0,0,0,0,0,0,0
2027,99.9,8800,100,0,0,0,0,0,0,0,0
2028,99.9,8875,100,0,0,0,0,0,0,0,0
2029,99.9,8875,100,0,0,0,0,0,0,0,0
2030,99.9,8875,100,0,0,0,0,0,0,0,0
2031,99.9,8875,100,0,0,0,0,0,0,0,0
2032,99.9,8875,100,0,0,0,0,0,0,0,0
2033,99.9,8875,100,0,0,0,0,0,0,0,0
2034,99.9,8875,100,0,0,0,0,0,0,0,0
2035,99.9,8875,100,0,0,0,0,0,0,0,0
2036,99.9,8875,100,0,0,0,0,0,0,0,0
2037,99.9,8875,100,0,0,0,0,0,0,0,0
2038,99.9,8875,100,0,0,0,0,0,0,0,0
2039,99.9,8875,100,0,0,0,0,0,0,0,0
2040,99.9,8875,100,0,0,0,0,0,0,0,0
2041,99.9,8875,100,0,0,0,0,0,0,0,0
2042,99.9,8875,100,0,0,0,0,0,0,0,0
2043,99.9,8875,100,0,0,0,0,0,0,0,0
2044,99.9,8875,100,0,0,0,0,0,0,0,0
2045,99.9,8875,100,0,0,0,0,0,0,0,0
2046,99.9,8875,83,80,50,20,10,100,40,15,8
2047,99.9,8875,83,80,50,20,10,100,40,15,8
2048,99.9,8875,83,80,50,20,10,100,40,15,8
2049,99.9,8875,83,80,50,20,10,100,40,15,8
2050,99.9,8875,83,80,50,20,10,100,40,15,8
