year,e_mat_extraction,e_mat_MFG,e_mat_MFG_fuelfraction,e_mat_MFGScrap_LQ,e_mat_MFGScrap_HQ,e_mat_Landfill,e_mat_Landfill_fuelfraction,e_mat_EoL_ReMFG_clean,e_mat_Recycled_LQ,e_mat_Recycled_HQ,e_mat_Recycled_HQ_fuelfraction
year,kWh/kg,kWh/kg,%,kWh/kg,kWh/kg,kWh/kg,%,kWh/kg,kWh/kg,kWh/kg,%
1995,,12.01529486,73.70391669,,,,,,,,
1996,,12.01529486,73.70391669,,,,,,,,
1997,,12.01529486,73.70391669,,,,,,,,
1998,,12.01529486,73.70391669,,,,,,,,
1999,,12.01529486,73.70391669,,,,,,,,
2000,,12.01529486,73.70391669,,,,,,,,
2001,,12.01529486,73.70391669,,,,,,,,
2002,,12.01529486,73.70391669,,,,,,,,
2003,,12.01529486,73.70391669,,,,,,,,
2004,,12.01529486,73.70391669,,,,,,,,
2005,,12.01529486,73.70391669,,,,,,,,
2006,,12.01529486,73.70391669,,,,,,,,
2007,,12.01529486,73.70391669,,,,,,,,
2008,,12.01529486,73.70391669,,,,,,,,
2009,,12.01529486,73.70391669,,,,,,,,
2010,,12.01529486,73.70391669,,,,,,,,
2011,,12.01529486,73.70391669,,,,,,,,
2012,,12.01529486,73.70391669,,,,,,,,
2013,,12.01529486,73.70391669,,,,,,,,
2014,,12.01529486,73.70391669,,,,,,,,
2015,,12.01529486,73.70391669,,,,,,,,
2016,,12.01529486,73.70391669,,,,,,,,
2017,,12.01529486,73.70391669,,,,,,,,
2018,,12.01529486,73.70391669,,,,,,,,
2019,,12.01529486,73.70391669,,,,,,,,
2020,,12.01529486,73.70391669,,,,,,,,
2021,,12.01529486,73.70391669,,,,,,,,
2022,,12.01529486,73.70391669,,,,,,,,
2023,,12.01529486,73.70391669,,,,,,,,
2024,,12.01529486,73.70391669,,,,,,,,
2025,,12.01529486,73.70391669,,,,,,,,
2026,,12.01529486,73.70391669,,,,,,,,
2027,,12.01529486,73.70391669,,,,,,,,
2028,,12.01529486,73.70391669,,,,,,,,
2029,,12.01529486,73.70391669,,,,,,,,
2030,,12.01529486,73.70391669,,,,,,,,
2031,,12.01529486,73.70391669,,,,,,,,
2032,,12.01529486,73.70391669,,,,,,,,
2033,,12.01529486,73.70391669,,,,,,,,
2034,,12.01529486,73.70391669,,,,,,,,
2035,,12.01529486,73.70391669,,,,,,,,
2036,,12.01529486,73.70391669,,,,,,,,
2037,,12.01529486,73.70391669,,,,,,,,
2038,,12.01529486,73.70391669,,,,,,,,
2039,,12.01529486,73.70391669,,,,,,,,
2040,,12.01529486,73.70391669,,,,,,,,
2041,,12.01529486,73.70391669,,,,,,,,
2042,,12.01529486,73.70391669,,,,,,,,
2043,,12.01529486,73.70391669,,,,,,,,
2044,,12.01529486,73.70391669,,,,,,,,
2045,,12.01529486,73.70391669,,,,,,,,
2046,,12.01529486,73.70391669,,,,,,,,
2047,,12.01529486,73.70391669,,,,,,,,
2048,,12.01529486,73.70391669,,,,,,,,
2049,,12.01529486,73.70391669,,,,,,,,
2050,,12.01529486,73.70391669,,,,,,,,
