year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,,7,19,23,1,25,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2004,,7.666666667,19,23,1,25,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2005,,8.333333333,19,24,1,25,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2006,,9,20,25,1,25,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2007,,9.84375,20,25,1,25,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2008,,10.265625,21,26,1,25,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2009,,10.546875,24,29,1,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2010,,12.5,25,30,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2011,,12.8,25,30,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2012,,15.3,25,30,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2013,,16.1,28,33,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2014,,17.5,28,33,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2015,,18.6,28,33,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2016,,18.7,28,33,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2017,,18.8,28,33,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2018,,18.9,28,33,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2019,,19,28,33,0.3,,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2020,,19.06666667,33,38,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2021,,19.13333333,33,38,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2022,,19.2,33,38,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2023,,19.3,33,38,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2024,,21.65,33,38,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2025,,24,33,38,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2026,,24.2,33,38,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2027,,24.4,40,44,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2028,,24.6,40,44,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2029,,24.8,40,44,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2030,,25,40,44,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2031,,25.2,40,44,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2032,,25.4,40,44,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2033,,25.6,40,44,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
2034,,25.8,40,44,0.3,35,98,100,0,100,0,0,0,0,100,0,100,2,0,0,40
