year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,12.5,12.5,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,9.667666667,12.7,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,11.622,12.88,19,23,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,11.781,13.06,19,23,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,16.88466667,13.24,19,23,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,20.92666667,13.42,19,23,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,27.985,13.6,19,23,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,42.476,13.72222222,19,23,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,59.745,13.84444444,19,23,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,94.752,13.96666667,19,23,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,96.40847411,14.08888889,19,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,97.86096663,14.21111111,20,25,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,322.4847986,14.33333333,20,25,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,312.3182233,14.45555556,21,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,427.3506905,14.57777778,24,29,0.75,21.6,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,822.991246,14.7,25,30,0.75,22.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,2139.992039,15.1,25,30,0.75,23,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,3444.579071,15.4,25,30,0.75,23.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,4395.160625,16,28,33,0.75,24.2,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,3359.898582,16.3,28,33,0.75,26,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,7175.384168,17,28,33,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,12757.06429,17.5,28,33,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,10280.61615,17.7,28,33,0.75,29.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,9308.764457,18.4,28,33,0.75,31,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,10612.96192,19.2,28,33,0.75,32.4,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,15667.38003,20,33,38,0.75,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,18315.53544,20.9,33,38,0.75,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,16704.29676,21.1,33,38,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,32358.14892,21.86075153,33,38,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,16634.43,22.31841513,33,38,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,18114.89427,22.64893163,33,38,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,19727.11986,22.90866717,33,38,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,21482.83353,23.1230961,40,44,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,23394.80571,23.3059583,40,44,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,25476.94342,23.46552924,40,44,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,27744.39138,23.6071874,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,30213.64222,23.73462942,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,32902.65637,23.85050733,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,35830.99279,23.9567895,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,39019.95115,24.05497781,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,42492.7268,24.14624472,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,46274.57949,24.23152341,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,50393.01706,24.31156892,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,54877.99558,24.38700095,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,59762.13719,24.4583345,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,65080.9674,24.52600228,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
