year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,12.5,12.5,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,9.667666667,12.7,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,11.622,12.88,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,11.781,13.06,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,16.88466667,13.24,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,20.92666667,13.42,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,27.985,13.6,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,42.476,13.72222222,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,59.745,13.84444444,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,94.752,13.96666667,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,96.58117322,14.08888889,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,98.21307161,14.21111111,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,324.2327484,14.33333333,24,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,314.5851087,14.45555556,24,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,431.2448039,14.57777778,24,26,0.75,21.6,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,719.8444376,14.7,25,27,0.75,22.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,1781.377078,15.1,26.5,29,0.75,23,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,3064.162281,15.4,25,30,0.75,23.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,4037.449113,16,27.6,30.2,0.75,24.2,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,3722.199485,16.3,29.5,32,0.75,26,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,6834.328813,17,32.4,35,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,12897.66595,17.5,32.4,35,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,9784.506215,17.7,32.6,35,0.75,29.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,9352.529448,18.4,33.8,36,0.75,31,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,10949.78234,19.2,35,37,0.75,32.4,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,14903.79,20,39,42,0.75,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,16455.56,20.9,39,42,0.75,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,15227.23,21.1,39,42,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,15224.02,21.86075153,39,42,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,16634.43,22.31841513,39,42,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,18114.89427,22.64893163,39,42,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,19727.11986,22.90866717,39,42,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,21482.83353,23.1230961,41,44,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,23394.80571,23.3059583,41,44,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,25476.94342,23.46552924,41,44,0.6,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,27744.39138,23.6071874,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,30213.64222,23.73462942,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,32902.65637,23.85050733,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,35830.99279,23.9567895,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,39019.95115,24.05497781,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,42492.7268,24.14624472,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,46274.57949,24.23152341,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,50393.01706,24.31156892,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,54877.99558,24.38700095,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,59762.13719,24.4583345,41,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
