year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_EOL_collected_Recycled,mat_EOL_Recycling_eff,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%
2009,100,25.6,80,95,97,100,21.9,0,97,80,21.9
2010,100,12.32741617,80,95,97,100,21.1,0,97,80,21.1
2011,100,10.27284681,80,95,97,100,23.07,0,97,80,23.07
2012,100,8.218277449,80,95,97,100,21.34,0,97,80,21.34
2013,100,5.752794214,80,95,97,100,18.62,0,97,80,18.62
2014,100,5.341880342,80,95,97,100,16.43,0,97,80,16.43
2015,100,4.520052597,80,95,97,100,15.67,0,97,80,15.67
2016,100,4.099757009,80,95,97,100,15.54,0,97,80,15.54
2017,100,4.079110301,80,95,97,100,16.25,0,97,80,16.25
2018,100,4.312833823,80,95,97,100,16.49,0,97,80,16.49
2019,100,4.14730981,80,95,97,100,16.61,0,97,80,16.61
2020,100,3.594965445,80,95,97,100,16.61,0,97,80,16.61
2021,100,3.341278869,80,95,97,100,16.61,0,97,80,16.61
2022,100,3.093634022,80,95,97,100,16.61,0,97,80,16.61
2023,100,2.898863882,80,95,97,100,16.61,0,97,80,16.61
2024,100,2.692895407,80,95,97,100,16.61,0,97,80,16.61
2025,100,2.542951049,80,95,97,100,16.61,0,97,80,16.61
2026,100,2.401262207,80,95,97,100,16.61,0,97,80,16.61
2027,100,2.266884489,80,95,97,100,16.61,0,97,80,16.61
2028,100,2.129634828,80,95,97,100,16.61,0,97,80,16.61
2029,100,1.992776413,80,95,97,100,16.61,0,97,80,16.61
2030,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2031,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2032,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2033,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2034,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2035,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2036,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2037,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2038,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2039,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2040,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2041,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2042,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2043,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2044,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2045,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2046,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2047,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2048,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2049,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
2050,100,1.856311209,80,95,97,100,16.61,0,97,80,16.61
