,2025,2030,2035,lat,long
p1,4.945415621917955,36.944499879982125,399.0625497634451,47.82099062,-121.4522522
p10,891.0606366639472,6262.440280528313,37462.412695151055,35.12010447,-117.1590386
p100,0.06688084972366566,1.435820896084658,11.670194288461705,38.79110825,-78.25771359
p101,44.78883500380181,352.99257551834796,2750.207143660804,28.70869529,-82.19247661
p102,18.14100445511933,120.85656066511024,647.0161107237573,26.67709172,-80.56373053
p103,1.02717537667015,17.484680738317127,141.0085667793322,43.57419001,-84.55437763
p104,0.13022103966423684,1.8634725363020217,11.865712131964749,42.06225929,-85.90993949
p105,4.711855750516257,36.711355765234856,392.5980543500085,40.72939342,-86.25965362
p106,5.329662207594684,52.01871187774255,339.39504279509066,39.94240296,-86.10103966
p107,0.6215551962034531,11.170455759544293,82.9864932750029,38.87073858,-86.34789005
p108,0.020332244823718225,0.396504320860123,3.0423270595019654,37.49153121,-87.22032662
p109,0.19720967151823432,3.716206912855554,28.646992025439772,37.83050346,-84.51931615
p11,98.02811176313172,549.6601802605009,1674.073089498732,33.03174695,-116.7176058
p110,0.007634259505520553,0.1568078787837991,1.232013957030368,37.37099172,-82.8503912
p111,7.542133157612251,47.922412031510106,591.0039471870889,41.28166353,-81.83937601
p112,24.86418915085391,138.03874925123404,1193.8000162228902,40.17734323,-82.81856565
p113,3.430396785989466,19.859005556925897,185.5873453510442,39.78941957,-83.9413805
p114,2.4272741373071556,18.098753582075958,221.08836108777513,39.20877458,-84.23150769
p115,15.218685648189393,92.22259505434826,1141.2685670495505,40.37731547,-79.86635294
p116,1.1037958454935044,12.75132472060516,72.33519645103627,38.8763551,-80.19443111
p117,0.11258259359532861,1.2433151471071011,6.786954585880867,38.05258266,-81.7519919
p118,0.13527710336601712,1.880995625744473,12.455760087827924,37.06277512,-80.92007066
p119,1.838566927214896,11.756404081698001,131.73405847536154,41.3405889,-78.01141702
p12,17.658667826421404,120.02479054794856,1460.3989660284985,39.59882101,-116.7842291
p120,1.3944253886019897,8.771074717088505,87.09754740942955,39.90665131,-77.895377
p121,12.807095549311727,92.87809940892005,981.1147869809312,39.55126096,-79.01946377
p122,68.8027731557553,398.19602143331247,4930.78949679952,40.92107394,-77.39607808
p123,49.61387022418009,483.7556828015437,5248.032829983455,39.07725918,-76.76367486
p124,1.1229081773475675,18.09404159126262,121.1805916883986,37.81184868,-75.60492375
p125,19.893142229401523,120.09120855802836,1488.4686697192076,39.04284209,-75.53282965
p126,470.18615681221326,2838.945847604388,34596.86956562109,40.24746962,-74.6629847
p127,55.17306440060156,424.0553818812068,4281.158501354349,43.01255158,-75.57684419
p128,33.41038086969426,217.28127056872836,2261.1522144860855,40.80291312,-73.25855327
p129,11.427409173035068,90.09225212373869,880.1795031495467,44.03042544,-72.66603564
p13,189.99364615690712,1248.4860604463295,11277.272528961154,36.23284216,-115.0174041
p130,0.7689894306808498,12.016386945171623,81.93445913797035,43.71401219,-71.56225601
p131,144.39617323944822,1133.387802345067,10595.456165096366,42.31304362,-71.90533052
p132,21.05166199169507,184.44163012415663,1772.8514479351734,41.60246114,-72.75108047
p133,0.8309613880066,14.699794791509621,112.58464243252372,41.66667273,-71.59672773
p134,3.6180914044723322,25.93593359893031,196.50588953847807,45.39211237,-69.24794622
p14,0.027379241452599512,0.5261742267388834,4.22813893067424,47.64818073,-116.6294762
p15,1.9011638973558982,32.74854574957163,230.18519197475953,44.43004937,-115.2177288
p16,0.16845468086594306,5.308353846205776,51.10098576160092,43.02868119,-112.4327899
p17,0.033659726530215164,0.5128997330916123,3.4937440096086774,46.82138594,-113.6065082
p18,0.06913834233893631,1.5376683422911503,12.449344470215047,47.2494843,-110.2231123
p19,0.0008915382834779206,0.01351480182571823,0.09146459517692343,47.83744486,-106.8433126
p2,1.5137705824037657,9.850484529511343,118.53001910296847,46.60869095,-121.4945952
p20,0.024695003073480416,0.4812033315064692,3.706268357436607,46.4465773,-108.0131914
p21,0.25987512427920784,7.112501569480674,61.368075626198966,43.04388094,-109.277895
p22,0.0016135728493357402,0.026065612860983953,0.18764284232625317,44.32489043,-106.7112461
p23,0.002937940543219878,0.04617790080289061,0.3617554188248227,44.24892369,-105.0387513
p24,0.014032721301602158,0.21718387229869945,1.5304958043159969,42.22317644,-105.8451005
p25,14.54812122803257,226.37632232022645,1558.6358801301153,39.1005072,-111.9317099
p26,0.1688115665600984,3.380968372651742,28.042710842251893,40.52141335,-110.3182862
p27,10.963854626431653,71.5994649103488,874.0659291443656,35.72391313,-113.7436192
p28,421.8547467066111,2618.2362880369014,31515.11601987559,34.1838784,-111.6056914
p29,1.9979685228980861,13.838597126352683,142.40151461097298,35.34591005,-109.516242
p3,1.087004984773196,9.864820803878024,90.70303519650071,47.92035993,-118.472439
p30,49.33104381103231,323.0587355830456,3416.220528891714,32.04276153,-111.6857101
p31,83.5786817656723,487.53449816824605,4193.231145442433,34.6249543,-106.5737299
p32,0.19582457592592523,2.3152339027686883,13.324473023054058,44.05773319,-103.324472
p33,59.52927873058075,378.4783161043697,4456.579548522953,40.03368077,-105.8666298
p34,71.61699458037096,433.8157537252463,4165.137338166376,38.1055194,-105.2752917
p35,0.008208181266591924,0.1262712742663109,0.8605272594331941,47.1804594,-105.0375055
p36,0.5301170645760744,6.056270215542918,33.91293572829558,47.15958973,-102.0734343
p37,0.6847282783212004,7.844503531540759,43.97164905441436,47.70645859,-99.03324693
p38,1.0324060775975643,11.796748183443167,65.96335952945041,44.48283152,-99.79847762
p39,0.1205759818934091,1.3683467353783993,7.623286153628432,41.74325238,-102.6958257
p4,0.2249481465570833,1.436920604396001,11.764658776825176,47.4129124,-119.5470861
p40,0.6031645342972903,7.459884056220188,44.5095621844137,41.52161835,-99.18350983
p41,0.6070322179971795,7.305087916265974,52.716343866973155,40.93518639,-96.34583201
p42,0.07142616148553697,1.3992444746520742,10.833592501284093,48.02901973,-95.4795737
p43,6.443662645279007,123.15690383409476,927.177184865376,46.26358649,-93.66377494
p44,0.4859835950960725,10.955513539597266,89.56320997131063,44.42138655,-95.74181715
p45,0.30789378762589364,3.9521313568910346,24.4052213282844,42.41935156,-95.02634463
p46,0.9431383309944371,7.027563721050343,80.14775860567826,45.46791696,-91.39624127
p47,30.417873824174563,197.5320585271333,2385.1936028686464,33.48134861,-103.9155591
p48,1.6503511023960074,13.125661474064653,127.4252064472758,34.85870122,-101.7896096
p49,0.0006276014077761514,0.01010306263923561,0.07957040902065188,36.74873009,-101.5000045
p5,21.526664128286143,137.36974252867523,1427.3048045839937,44.87742596,-120.8593635
p50,0.14417877359869818,3.284076074371584,31.38536063006041,35.30086027,-97.47670229
p51,0.008230552091454246,0.2026965652279537,7.969393821108454,36.28372003,-95.63163853
p52,0.09998559428122375,1.3143831086586535,17.06063643116922,38.7673038,-101.0284679
p53,1.1426174712918087,13.53787279446219,90.52395482619252,38.39197065,-97.48884753
p54,2.312280926529626,21.211363022209504,167.22632419044095,39.68010457,-93.93551551
p55,1.739313111481784,15.997753665173702,118.11021975306373,37.39648815,-93.63067538
p56,0.08217505921808593,1.4364746169425358,10.705767334761058,35.49289456,-93.59063588
p57,0.7417316947086612,4.089052182238957,20.315690906924825,32.86217276,-94.5241288
p58,3.9144108160135564,32.14775472688308,146.64718152705314,30.84054963,-92.01150228
p59,1.1238236100963765,9.344825324625107,65.08497028046878,31.77308956,-106.2230818
p6,4.268309240022891,30.627992463992232,351.2744650441611,42.80834786,-122.7941288
p60,2.224894562651692,46.91784389354957,410.1995258201718,33.42197646,-100.4747257
p61,7.82939128398392,143.0701442330619,1138.0129970967728,30.79490767,-102.5121274
p62,1.4922344430636023,47.20313124060137,475.0228738233999,31.77998214,-102.3887614
p63,7.008040805205704,74.0605920874405,754.5997362901857,32.37182664,-97.11815228
p64,17.1913356051613,102.51566337404222,1363.3743072951581,30.14290618,-98.02819061
p65,33.895776240258556,206.1549318504081,1621.4502024641674,28.14593418,-98.36237296
p66,1.1477073476003312,7.107113570970976,90.10219657637133,30.68456443,-94.49850005
p67,3.019901947881505,27.973795048637406,298.7594884536454,29.5703565,-95.42461309
p68,0.47830831053539496,9.213976387458908,69.58189238181673,43.85294596,-93.84641518
p69,0.13761689937130267,1.9039121477908503,14.063843377062877,42.91269261,-92.11168489
p7,4.666344217221921,36.27489655610851,392.9004004715033,43.19860125,-118.790355
p70,0.7627106027562494,9.874697719575705,61.07416743002382,41.53491879,-92.68514792
