year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,75,7.624611035,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,125,7.79004004,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,100,7.95905831,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,175,8.131743721,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,275,8.308175838,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,250,8.488435952,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,250,8.672607118,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,550,8.860774193,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,700,9.053023876,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1300,9.249444745,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1700,9.450127301,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2500,9.655164009,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,1800,9.864649341,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,9700,10.07867981,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,10000,10.29735405,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,15197.945,10.52077279,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,30659.973,10.74903899,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,29225.351,10.98225781,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,39058.34,11.22053672,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,36212.887,11.46398549,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,51682.053,11.71271631,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,71369.43,11.96684376,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,93871.34,12.22648495,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,95256,12.49175949,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,124802.53,12.76278962,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,134275.62,13.03970022,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,149823.32,13.32261886,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,159717.32,13.61167591,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,173851.6,13.90700455,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,187985.87,14.20874085,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,200706.71,14.51702384,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,216254.41,14.83199555,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,230388.69,15.15380111,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,244522.96,15.4825888,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,257243.8,15.8185101,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,270000,16.16171979,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,275618.38,16.512376,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,281272.1,16.87064029,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,284098.94,17.23667775,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,286925.78,17.61065702,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,288339.23,17.9927504,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,291166.08,18.38313396,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,293992.92,18.78198756,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,299646.64,19.18949497,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,309540.65,19.60584395,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,319434.63,20.03122634,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,323674.93,20.46583813,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,329328.6,20.90987956,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,330742.03,21.36355523,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,337809.17,21.82707418,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,350530.03,22.30064996,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,353356.9,22.78450079,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,356183.75,23.27884958,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,359010.6,23.78392412,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,366077.73,24.29995712,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,372000,24.82718633,45,50,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
