year,VirginStock_glass_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_silicon_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_silver_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_copper_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_aluminium_frames_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_encapsulant_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_backsheet_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_Module_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_glass_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_silicon_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_silver_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_copper_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_aluminium_frames_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_encapsulant_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_backsheet_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_Module_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_glass_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_silicon_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_copper_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_aluminium_frames_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_encapsulant_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_backsheet_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_Module_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_glass_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_silicon_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_silver_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_copper_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_aluminium_frames_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_encapsulant_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_backsheet_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_Module_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_glass_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_cadmium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_tellurium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_copper_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_aluminium_frames_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_encapsulant_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_Module_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_glass_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_cadmium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_tellurium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_copper_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_aluminium_frames_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_encapsulant_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_Module_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_glass_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_cadmium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_tellurium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_copper_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_aluminium_frames_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_encapsulant_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_Module_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_glass_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_cadmium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_tellurium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_copper_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_aluminium_frames_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_encapsulant_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_Module_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],newInstalledCapacity_95-by-35_Elec.Adv_DR_cSi_[MW],newInstalledCapacity_95-by-35_Elec.Adv_DR_CdTe_[MW],ActiveCapacity_95-by-35_Elec.Adv_DR_cSi_[MW],DecommisionedCapacity_95-by-35_Elec.Adv_DR_cSi_[MW],ActiveCapacity_95-by-35_Elec.Adv_DR_CdTe_[MW],DecommisionedCapacity_95-by-35_Elec.Adv_DR_CdTe_[MW]
2010,60869.78926789889,3189.7291321110715,93.79590306069865,40.90449838802805,15119.680232112049,6436.980215080308,2865.681682612833,88616.56093126388,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,4.76837158203125e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,4.76837158203125e-13,32005.29221250142,16.442074047547752,18.66373084803974,113.1187046635597,0.0,776.3283692294876,32929.84509129005,0.0,0.0,0.0,0.0,0.0,1.1920928955078124e-13,1.1920928955078124e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1920928955078124e-13,1.1920928955078124e-13,1118.482377797642,294.04862220235674,1118.482377797642,0.0,294.04862220235674,0.0
2011,141958.26137173723,7438.9677915328175,182.28943406073338,95.39595164181199,34896.767694887334,15012.086140061932,7149.4859193657285,206733.25430328757,2.5741354405188983e-05,1.3654556168289285e-06,4.054123933619012e-08,1.7680079885820722e-08,6.370467120516184e-06,2.7822447141749123e-06,1.238628587870835e-06,3.7556371763801856e-05,2.5741354405188983e-05,1.3654556168289285e-06,4.054123933619012e-08,1.7680079885820722e-08,6.370467120516184e-06,2.7822447141749123e-06,1.238628587870835e-06,3.7556371763801856e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32007.13710286054,12.05821600399456,13.687524903063927,113.12522519710942,0.0,776.3731193514784,32922.38118831618,1.3086577602332496e-05,6.722965581376078e-09,7.631374226182381e-09,4.6106193412884795e-08,0.0,3.355510549329573e-07,1.3482589190485896e-05,1.3086577602332496e-05,6.722965581376078e-09,7.631374226182381e-09,4.6106193412884795e-08,0.0,3.355510549329573e-07,1.3482589190485896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2679.462183391669,302.0673564083309,3789.5559428760143,8.38861831329632,593.9106138180273,2.2053647926603617
2012,135759.22369280108,7043.685860986918,138.0825453680381,90.3269290316914,32981.86661287115,14214.39396592465,7137.780755348642,197365.36036233214,0.002505130761062011,0.00013288519330561694,3.929687156828769e-06,1.7206131084232706e-06,0.0006198157417472269,0.00027076612532107267,0.0001207440010667355,0.003654992122767915,0.0025051307519067378,0.00013288519330561694,3.929687156828769e-06,1.7206131084232706e-06,0.0006198157417472269,0.00027076612532107267,0.0001207440010667355,0.003654992113612642,9.1552734375e-12,0.0,0.0,0.0,0.0,0.0,0.0,9.1552734375e-12,40939.15690785019,15.423222491038583,17.507211841454616,144.69433261784837,0.0,993.0304247669122,42109.81209956745,0.001256143954873608,6.43525754492195e-07,7.304791014127426e-07,4.425604455018544e-06,0.0,3.220860655962258e-05,0.0012941521707441543,0.001256143954873608,6.43525754492195e-07,7.304791014127426e-07,4.425604455018544e-06,0.0,3.220860655962258e-05,0.0012941521707441543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2587.49015455366,394.0393852463398,6348.624381474322,36.81033426864906,983.4956574390598,6.659706417967641
2013,238814.11480157296,12269.075148461126,168.36378160678964,157.33635799371933,47395.766823807055,24759.40455035092,13056.938641008079,336621.0001048006,0.03896399199393661,0.0020668230862205704,5.9838621086466205e-05,2.6761468350835707e-05,0.0096278926483111,0.004211347140031066,0.00189434360592105,0.05685099856385769,0.03896399199393661,0.0020668230862205704,5.9838621086466205e-05,2.6761468350835707e-05,0.0096278926483111,0.004211347140031066,0.00189434360592105,0.05685099856385769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134446.71456817127,50.65081320630849,57.49476274752709,475.1851057073198,0.0,3261.1731205456144,138291.21837037805,0.018140468636786387,9.146705156959498e-06,1.0382610046548684e-05,6.391189362219946e-05,0.0,0.0004651371488606108,0.018689046994472706,0.018140468636786387,9.146705156810487e-06,1.0382610046548684e-05,6.391189361983912e-05,0.0,0.00046513714838377365,0.018689046993993357,0.0,1.490116119384767e-16,0.0,2.3603439331054733e-15,0.0,4.76837158203125e-13,4.793465137481689e-13,4682.629702194027,1344.4671458059731,10983.63868166172,84.42573627527963,2320.5864131464787,14.036096516521866
2014,171835.9827663516,8686.806555994346,110.6910003726514,111.39800592773629,33003.72390042681,17573.574190337404,9327.096433815599,240649.27285322617,0.28438855284328013,0.015082582651600092,0.0004246465986001906,0.00019529105368072328,0.07015235817660109,0.03073218590288167,0.013974905197472857,0.4149505224241167,0.28438855284328013,0.015082582651600092,0.0004246465986001906,0.00019529105368072328,0.07015235817660109,0.03073218590288167,0.013974905197472857,0.4149505224241167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259221.81242559815,97.9794825214484,111.21849320842924,919.2032212778239,0.0,6308.448686911304,266658.66230951715,0.12091057016618008,5.958453562507811e-05,6.763561168666197e-05,0.0004259880851316283,0.0,0.003100250546185232,0.12456402894480868,0.12091057016618008,5.958453562507811e-05,6.763561168636394e-05,0.0004259880851316283,0.0,0.0031002505471389064,0.12456402894576206,0.0,0.0,2.980232238769534e-16,0.0,0.0,-9.5367431640625e-13,-9.53376293182373e-13,3377.5809088952783,2649.515939104722,14278.837063249446,166.80826358283048,4952.696808191704,31.44164057601847
2015,482018.62405065785,24566.02707966078,264.872225798848,339.18251825153703,87620.25262868729,49825.87067719567,27485.9585655036,672120.7877457555,1.3383074912217046,0.07095119884372292,0.001944182234229011,0.0009186844655302573,0.3295649906146679,0.14456976602307633,0.06639590106050201,1.952652214463433,1.3383074912217046,0.07095119884372292,0.001944182234229011,0.0009186844655302573,0.3295649906146679,0.14456976602307633,0.06639590106050201,1.952652214463433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111092.71978027142,42.12901016891664,47.821494381658084,395.2370431691035,0.0,2712.493531743362,114290.40085973445,0.5278929875883783,0.00025415097726719216,0.0002884919153552654,0.0018598550067351876,0.0,0.013535628585593254,0.5438311140733294,0.5278929875883783,0.00025415097726719216,0.0002884919153552654,0.0018598550067351876,0.0,0.013535628585593254,0.5438311140733294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9961.892570827567,1188.1574346724335,24133.613780962198,273.92411669764624,6103.704032595448,68.59185084470846
2016,433642.3902909498,22281.415619532905,217.90083931258553,329.5451240258152,75075.3145874222,45326.59237272519,25966.44529376787,602839.6041277362,4.706792050383775,0.24942278909789678,0.006675320935436554,0.0032295560482094583,1.1570053119730506,0.5082226080710486,0.23532228384263537,6.866669920352052,4.706792050420396,0.24942278909789678,0.006675320935436554,0.0032295560482094583,1.1570053119730506,0.5082226080710486,0.23532228384263537,6.866669920388674,-3.662109375e-11,0.0,0.0,0.0,0.0,0.0,0.0,-3.662109375e-11,167374.03591163448,63.68256255065724,72.2873743835212,597.4435830651229,0.0,4100.228108246196,172207.67753987998,1.7588672846710962,0.0008266915343615877,0.0009413796309344773,0.006196790824111872,0.0,0.04509892368708362,1.8119310703475875,1.7588672846710962,0.0008266915343615877,0.0009413796309344773,0.006196790824111872,0.0,0.04509892368708362,1.8119310703475875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9301.196826053763,1848.8531794462365,33253.72240002285,455.01232369075296,7906.762887787693,114.38617509869891
2017,438770.98595743394,22189.037574158207,215.93618256775204,381.29449081204103,73032.9227249143,44883.55033755646,25428.467511433082,604902.1947788757,13.48183502162089,0.7140994292137707,0.01872945703765878,0.009246314396542034,3.3072560181148782,1.4550480564203245,0.678224645156343,19.66443894196041,13.48183502162089,0.7140994292137707,0.01872945703765878,0.009246314396542034,3.3072560181148782,1.4550480564203245,0.678224645156343,19.66443894196041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125266.26187022096,47.81982758051705,54.28127923160143,448.62585245767883,0.0,3078.9004131779507,128895.8892426687,4.86091528958819,0.002243738599686459,0.002555015658295583,0.017125974397163606,0.0,0.12463919378987211,5.00747921203321,4.86091528958819,0.002243738599686459,0.002555015658295583,0.017125974397165965,0.0,0.12463919379034895,5.007479212033688,0.0,0.0,0.0,-2.3603439331054733e-15,0.0,-4.76837158203125e-13,-4.791975021362305e-13,9368.493036176716,1404.188026623286,42372.566993509354,704.66076638097,9251.604640754449,173.7324487552287
2018,419367.1590484536,20634.252226552977,216.6771000099047,374.39624600124176,68386.38084175116,42636.82137276574,23750.236189657557,575365.9230251921,33.23958585513686,1.7597689358262205,0.045335287749495044,0.022787120778844393,8.13345190154077,3.5857274504587338,1.6808180624005753,48.46747461389149,33.23958585513686,1.7597689358262205,0.045335287749495044,0.022787120778844393,8.133451901537718,3.5857274504587338,1.6808180624005753,48.467474613888434,0.0,0.0,0.0,0.0,3.0517578125000003e-12,0.0,0.0,3.0517578125000003e-12,131152.00069164814,50.17787600831516,56.95798461892553,470.747940166041,978.397174228888,3230.7264099055647,135939.00807657588,11.734810147973628,0.005331233602531887,0.006070843249893291,0.04134499543790967,0.0,0.30090007021728804,12.088457290481246,11.734810147972102,0.005331233602532036,0.006070843249893291,0.04134499543790967,0.0,0.30090007021728804,12.088457290479722,1.5258789062499997e-12,-1.490116119384767e-16,0.0,0.0,0.0,0.0,1.5257298946380611e-12,9240.978771064303,1531.7022917356967,51295.14912499823,1023.0574059564024,10713.810311534968,243.2290697104072
2019,690334.1787479992,32252.274724152943,330.62206364698056,662.5540111514277,107762.0146553468,68276.3178882914,37150.28574981058,936768.2478403993,73.22056571169134,3.874436526363824,0.09814547872962963,0.050179115396057905,17.85899616833244,7.8947342676546,3.7195480715316185,106.71660533969951,73.22056571169134,3.874436526366876,0.09814547872962963,0.050179115396057905,17.85899616833244,7.8947342676546,3.7195480715316185,106.71660533970257,0.0,-3.0517578125000003e-12,0.0,0.0,0.0,0.0,0.0,-3.0517578125000003e-12,374656.5942087946,144.30285197416114,163.8012207821811,1353.7894408770212,4837.745302164402,9291.005176821647,390447.23820141406,25.597024741951937,0.011464382172443761,0.013054852275165492,0.0901893017471606,1.762069242141132e-08,0.6563785275856073,26.36811182335301,25.597024741945837,0.011464382172443761,0.013054852275165492,0.0901893017471606,1.762069242141132e-08,0.6563785275856073,26.368111823346908,6.103515624999999e-12,0.0,0.0,0.0,0.0,0.0,6.103515624999999e-12,15398.683246469502,4596.426163230499,66307.79844959464,1409.0913278294902,15229.644594856376,323.8209496194977
