year,VirginStock_glass_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_silicon_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_silver_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_copper_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_aluminium_frames_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_encapsulant_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_backsheet_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_Module_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_glass_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_silicon_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_silver_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_copper_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_aluminium_frames_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_encapsulant_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_backsheet_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteAll_Module_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_glass_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_silicon_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_silver_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_copper_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_aluminium_frames_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_encapsulant_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_backsheet_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteEOL_Module_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_glass_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_silicon_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_silver_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_copper_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_aluminium_frames_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_encapsulant_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_backsheet_95-by-35_Elec.Adv_DR_cSi_[Tonnes],WasteMFG_Module_95-by-35_Elec.Adv_DR_cSi_[Tonnes],VirginStock_glass_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_cadmium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_tellurium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_copper_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_aluminium_frames_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_encapsulant_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],VirginStock_Module_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_glass_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_cadmium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_tellurium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_copper_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_aluminium_frames_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_encapsulant_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteAll_Module_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_glass_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_cadmium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_tellurium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_copper_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_aluminium_frames_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_encapsulant_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteEOL_Module_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_glass_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_cadmium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_tellurium_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_copper_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_aluminium_frames_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_encapsulant_cdte_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],WasteMFG_Module_95-by-35_Elec.Adv_DR_CdTe_[Tonnes],newInstalledCapacity_95-by-35_Elec.Adv_DR_cSi_[MW],newInstalledCapacity_95-by-35_Elec.Adv_DR_CdTe_[MW]
2010,60869.78926789889,3189.7291321110715,93.79590306069865,40.90449838802805,15119.680232112049,6436.980215080308,2865.681682612833,88616.56093126388,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,4.76837158203125e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,4.76837158203125e-13,32005.29221250142,16.442074047547752,18.66373084803974,113.1187046635597,0.0,776.3283692294876,32929.84509129005,0.0,0.0,0.0,0.0,0.0,1.1920928955078124e-13,1.1920928955078124e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1920928955078124e-13,1.1920928955078124e-13,1118.482377797642,294.04862220235674
2011,202828.05063963612,10628.696923643889,276.085337121432,136.30045002984005,50016.44792699938,21449.06635514224,10015.167601978561,295349.81523455144,2.5741354405188983e-05,1.3654556168289285e-06,4.054123933619012e-08,1.7680079885820722e-08,6.370467120516184e-06,2.782245667849229e-06,1.2386281110336767e-06,3.755637224063901e-05,2.5741354405188983e-05,1.3654556168289285e-06,4.054123933619012e-08,1.7680079885820722e-08,6.370467120516184e-06,2.7822447141749123e-06,1.238628587870835e-06,3.7556371763801856e-05,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,4.76837158203125e-13,64012.42931536196,28.50029005154231,32.351255751103665,226.2439298606691,0.0,1552.701488580966,65852.22627960623,1.3086577602332496e-05,6.722965581376078e-09,7.631374226182381e-09,4.6106193412884795e-08,0.0,3.355511741422469e-07,1.3482589309695185e-05,1.3086577602332496e-05,6.722965581376078e-09,7.631374226182381e-09,4.6106193412884795e-08,0.0,3.355510549329573e-07,1.3482589190485896e-05,0.0,0.0,0.0,0.0,0.0,1.1920928955078124e-13,1.1920928955078124e-13,3797.9445611893107,596.1159786106876
2012,338587.2743324372,17672.382784630805,414.1678824894701,226.62737906153146,82998.31453987054,35663.46032106689,17152.9483573272,492715.1755968836,0.0025308721154672,0.00013425064892244587,3.970228396164959e-06,1.7382931883090914e-06,0.0006261862088677431,0.0002735483709889219,0.00012198262917776917,0.003692548495008554,0.0025308721063119267,0.00013425064892244587,3.970228396164959e-06,1.7382931883090914e-06,0.0006261862088677431,0.0002735483700352476,0.00012198262965460633,0.003692548485376444,9.1552734375e-12,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,9.632110595703125e-12,104951.58622321216,43.923512542580895,49.858467592558284,370.93826247851746,0.0,2545.731913347878,107962.03837917367,0.0012692305324759406,6.50248720073571e-07,7.38110475638925e-07,4.471710648431429e-06,0.0,3.254415773376482e-05,0.0013076347600538495,0.0012692305324759406,6.50248720073571e-07,7.38110475638925e-07,4.471710648431429e-06,0.0,3.2544157614555534e-05,0.0013076347599346402,0.0,0.0,0.0,0.0,0.0,1.1920928955078124e-13,1.1920928955078124e-13,6385.434715742971,990.1553638570274
2013,577401.3891340102,29941.45793309193,582.5316640962598,383.9637370552508,130394.0813636776,60422.864871417805,30209.886998335278,829336.1757016842,0.04149486410940381,0.0022010737351430163,6.380884948263117e-05,2.84997615391448e-05,0.010254078857178843,0.004484895511019988,0.002016326235098819,0.06054354705886624,0.04149486410024854,0.0022010737351430163,6.380884948263117e-05,2.84997615391448e-05,0.010254078857178843,0.004484895510066313,0.0020163262355756563,0.060543547049234134,9.1552734375e-12,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,9.632110595703125e-12,239398.30079138343,94.57432574888938,107.35323034008537,846.1233681858373,0.0,5806.905033893492,246253.2567495517,0.01940969916926233,9.79695387703307e-06,1.1120720522187609e-05,6.838360427063089e-05,0.0,0.0004976813065943757,0.019996681754526555,0.01940969916926233,9.796953876884058e-06,1.1120720522187609e-05,6.838360426827054e-05,0.0,0.0004976813059983291,0.019996681753928,0.0,1.490116119384767e-16,0.0,2.3603439331054733e-15,0.0,5.960464477539062e-13,5.985558032989501e-13,11068.064417937,2334.6225096630005
2014,749237.3719003617,38628.26448908627,693.2226644689111,495.3617429829871,163397.80526410442,77996.43906175521,39536.983432150875,1069985.4485549103,0.32588341695268397,0.017283656386743108,0.0004884554480828218,0.0002237908152198681,0.08040643703377993,0.03521708141390166,0.015991231432571675,0.4754940694829829,0.3258834169435287,0.017283656386743108,0.0004884554480828218,0.0002237908152198681,0.08040643703377993,0.035217081412947986,0.015991231433048512,0.4754940694733508,9.1552734375e-12,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,9.632110595703125e-12,498620.1132169816,192.55380827033778,218.57172354851463,1765.326589463661,0.0,12115.353720804796,512911.9190590689,0.1403202693354424,6.938148950211117e-05,7.875633220884958e-05,0.0004943716894022592,0.0,0.0035979318527796077,0.14456071069933524,0.1403202693354424,6.938148950196216e-05,7.875633220855155e-05,0.0004943716893998988,0.0,0.0035979318531372357,0.14456071069969006,0.0,1.490116119384767e-16,2.980232238769534e-16,2.3603439331054733e-15,0.0,-3.5762786865234376e-13,-3.5482048988342286e-13,14445.645326832277,4984.138448767722
2015,1231255.9959510197,63194.29156874705,958.0948902677592,834.5442612345241,251018.0578927917,127822.30973895089,67022.94199765447,1742106.236300666,1.6641909081743886,0.08823485523046602,0.0024326376823118325,0.0011424752807501254,0.4099714276484478,0.17978684743697798,0.0823871324930737,2.428146283946416,1.6641909081652333,0.08823485523046602,0.0024326376823118325,0.0011424752807501254,0.4099714276484478,0.17978684743602433,0.08238713249355052,2.428146283936784,9.1552734375e-12,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,9.632110595703125e-12,609712.832997253,234.68281843925442,266.3932179301727,2160.5636326327644,0.0,14827.84725254816,627202.3199188034,0.6682132569238207,0.00032353246676930335,0.000367248247564115,0.002354226696137447,0.0,0.01713356043837286,0.6883918247726646,0.6682132569238207,0.0003235324667691543,0.00036724824756381697,0.0023542266961350863,0.0,0.01713356043873049,0.6883918247730194,0.0,1.490116119384767e-16,2.980232238769534e-16,2.3603439331054733e-15,0.0,-3.5762786865234376e-13,-3.5482048988342286e-13,24407.537897659844,6172.295883440156
2016,1664898.3862419694,85475.70718827995,1175.9957295803447,1164.0893852603394,326093.3724802139,173148.90211167609,92989.38729142235,2344945.840428402,6.370982958558163,0.3376576443283628,0.009107958617748386,0.004372031328959584,1.5669767396214984,0.6880094555080265,0.31770941633570904,9.294816204298469,6.370982958585629,0.3376576443283628,0.009107958617748386,0.004372031328959584,1.5669767396214984,0.6880094555070729,0.3177094163361859,9.294816204325457,-2.74658203125e-11,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,-2.6988983154296872e-11,777086.8689088875,298.36538098991167,338.68059231369386,2758.007215697887,0.0,18928.075360794355,799409.9974586833,2.427080541594917,0.001150224001130891,0.0013086278784985924,0.008551017520249319,0.0,0.06223248412545648,2.5003228951202523,2.427080541594917,0.001150224001130742,0.0013086278784982942,0.008551017520246958,0.0,0.06223248412581411,2.5003228951206067,0.0,1.490116119384767e-16,2.980232238769534e-16,2.3603439331054733e-15,0.0,-3.5762786865234376e-13,-3.5482048988342286e-13,33708.734723713605,8021.149062886392
2017,2103669.372199403,107664.74476243816,1391.9319121480967,1545.3838760723804,399126.29520512815,218032.45244923254,118417.85480285544,2949848.035207278,19.852817980179054,1.0517570735421335,0.027837415655407167,0.013618345725501618,4.874232757736377,2.143057511928351,0.995934061492052,28.959255146258876,19.85281798020652,1.0517570735421335,0.027837415655407167,0.013618345725501618,4.874232757736377,2.1430575119273976,0.9959340614925288,28.959255146285866,-2.74658203125e-11,0.0,0.0,0.0,0.0,9.5367431640625e-13,-4.76837158203125e-13,-2.6988983154296872e-11,902353.1307791085,346.1852085704287,392.9618715452953,3206.633068155566,0.0,22006.975773972306,928305.886701352,7.287995831183107,0.00339396260081735,0.003863643536794175,0.025676991917412927,0.0,0.1868716779153286,7.507802107153462,7.287995831183107,0.003393962600817201,0.003863643536793877,0.025676991917412923,0.0,0.18687167791616305,7.507802107154295,0.0,1.490116119384767e-16,2.980232238769534e-16,0.0,0.0,-8.344650268554687e-13,-8.340179920196533e-13,43077.227759890324,9425.337089509678
2018,2523036.5312478566,128298.99698899113,1608.6090121580014,1919.7801220736221,467512.6760468793,260669.27382199827,142168.090992513,3525213.9582324703,53.09240383531591,2.811526009368354,0.07317270340490221,0.03640546650434601,13.007684659277146,5.728784962387085,2.6767521238926273,77.42672976015037,53.092403835343376,2.811526009368354,0.07317270340490221,0.03640546650434601,13.007684659274094,5.728784962386131,2.6767521238931042,77.4267297601743,-2.74658203125e-11,0.0,0.0,0.0,3.0517578125000003e-12,9.5367431640625e-13,-4.76837158203125e-13,-2.3937225341796872e-11,1033505.1314707566,396.36308457874384,449.91985616422085,3677.381008321607,978.397174228888,25237.70218387787,1064244.8947779278,19.022805979156736,0.008725196203349236,0.009934486786687466,0.0670219873553226,0.0,0.48777174813261664,19.596259397634707,19.02280597915521,0.008725196203349238,0.009934486786687168,0.0670219873553226,0.0,0.4877717481334511,19.596259397634018,1.5258789062499997e-12,0.0,2.980232238769534e-16,0.0,0.0,-8.344650268554687e-13,6.917119026184078e-13,52318.20653095463,10957.039381245375
2019,3213370.7099958556,160551.2717131441,1939.231075804982,2582.3341332250498,575274.6907022261,328945.5917102897,179318.37674232357,4461982.20607287,126.31296954700724,6.685962535732178,0.17131818213453184,0.08658458190040391,30.866680827609585,13.623519230041685,6.396300195424246,184.14333509984988,126.31296954703471,6.68596253573523,0.17131818213453184,0.08658458190040391,30.866680827606533,13.623519230040731,6.396300195424723,184.14333509987688,-2.74658203125e-11,-3.0517578125000003e-12,0.0,0.0,3.0517578125000003e-12,9.5367431640625e-13,-4.76837158203125e-13,-2.6988983154296872e-11,1408161.7256795513,540.665936552905,613.7210769464019,5031.170449198628,5816.14247639329,34528.70736069952,1454692.1329793418,44.61983072110867,0.020189578375792997,0.022989339061852958,0.1572112891024832,1.762069242141132e-08,1.144150275718224,45.964371220987715,44.619830721101046,0.020189578375793,0.02298933906185266,0.1572112891024832,1.762069242141132e-08,1.1441502757190585,45.96437122098092,7.629394531249998e-12,0.0,2.980232238769534e-16,0.0,0.0,-8.344650268554687e-13,6.795227527618407e-12,67716.88977742413,15553.465544475874
