year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0.05625000000000001,12.5,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,0.04350450000150001,12.7,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,0.052299000000000005,12.88,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,0.053014500000000006,13.06,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,0.07598100001500002,13.24,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,0.094170000015,13.42,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,0.1259325,13.6,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,0.191142,13.72222222,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,0.2688525,13.84444444,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,0.42638400000000004,13.96666667,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,0.43383813349500006,14.08888889,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,0.440374349835,14.21111111,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,1.4511815937,14.33333333,24,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,1.4054320048500002,14.45555556,24,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,1.92307810725,14.57777778,24,26,0.75,21.6,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,3.7034606070000007,14.7,25,27,0.75,22.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,9.629964175500001,15.1,26.5,29,0.75,23,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,15.500605819500002,15.4,25,30,0.75,23.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,19.778222812500005,16,27.6,30.2,0.75,24.2,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,15.119543619000002,16.3,29.5,32,0.75,26,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,32.289228756,17,32.4,35,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,57.40678930500001,17.5,32.4,35,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,46.26277267500001,17.7,32.6,35,3.2,29.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,41.8894400565,18.4,33.8,36,3.2,31,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,47.75832864,19.2,35,37,3.2,32.4,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,70.503210135,20,39,42,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,82.41990948,20.9,39,42,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,75.16933542000001,21.1,39,42,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,145.61167014000003,21.8,39,42,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,186.29622558000003,22.44397382,39,42,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,165.38722312500002,22.82945723,39,42,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,164.52053622000003,23.10697068,39,42,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,154.09027345500002,23.32454786,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,149.81474619000002,23.5038413,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,155.86915140000002,23.65650656,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,160.602290505,23.78955252,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,163.23234763500002,23.90752833,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,165.49368948000003,24.01355695,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,166.86073444500002,24.10987653,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,167.567491125,24.19814674,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,168.18927637500002,24.27963281,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,208.235607705,24.35532174,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,226.76857677,24.42599852,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,246.95098011000005,24.49229789,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,268.92961735500006,24.55474047,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,292.86435330000006,24.61375871,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,318.92928075000003,24.66971571,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,347.31398673,24.72291942,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,378.22493155500007,24.77363325,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,411.8869504350001,24.8220843,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,448.54488904500005,24.86846977,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,488.46538395000005,24.91296201,41,44,3.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
