year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0.13,12.5,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,0.1005437333368,12.7,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,0.1208688,12.88,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,0.1225224,13.06,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,0.175600533368,13.24,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,0.21763733336799998,13.42,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,0.29104399999999997,13.6,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,0.4417504,13.72222222,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,0.6213479999999999,13.84444444,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,0.9854207999999999,13.96666667,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,1.002648130744,14.08888889,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,1.017754052952,14.21111111,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,3.3538419054399995,14.33333333,24,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,3.24810952232,14.45555556,24,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,4.444447181199999,14.57777778,24,26,0.75,21.6,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,8.5591089584,14.7,25,27,0.75,22.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,22.2559172056,15.1,26.5,29,0.75,23,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,35.8236223384,15.4,25,30,0.75,23.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,45.7096705,16,27.6,30.2,0.75,24.2,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,34.942945252799994,16.3,29.5,32,0.75,26,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,74.6239953472,17,32.4,35,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,132.673468616,17.5,32.4,35,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,106.91840796,17.7,32.6,35,3.4,29.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,96.81115035279998,18.4,33.8,36,3.4,31,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,110.374803968,19.2,35,37,3.4,32.4,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,162.940752312,20,39,42,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,190.481568576,20.9,39,42,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,173.72468630400002,21.1,39,42,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,336.524748768,21.8,39,42,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,430.551276896,22.44397382,39,42,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,382.22824899999995,22.82945723,39,42,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,380.225239264,23.10697068,39,42,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,356.119743096,23.32454786,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,346.238524528,23.5038413,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,360.23092768,23.65650656,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,371.16973805599997,23.78955252,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,377.248092312,23.90752833,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,382.474304576,24.01355695,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,385.63369738399996,24.10987653,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,387.26709059999996,24.19814674,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,388.7041054,24.27963281,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,481.2556266959999,24.35532174,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,524.087377424,24.42599852,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,570.731154032,24.49229789,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,621.5262267759999,24.55474047,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,676.84206096,24.61375871,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,737.0810044,24.66971571,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,802.6812137759999,24.72291942,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,874.119841816,24.77363325,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,951.916507672,24.8220843,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,1036.637076904,24.86846977,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,1128.89777624,24.91296201,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2047,1229.3696792,24.95571251,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2048,1338.78358016,24.99685519,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2049,1457.93531936,25.03650896,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2050,1587.69156208,25.07477998,41,44,3.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
