year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0.5875,12.5,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,0.454380333349,12.7,16,21,0.75,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,0.546234,12.88,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,0.5537070000000001,13.06,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,0.7935793334900001,13.24,18,20,0.75,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,0.98355333349,13.42,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,1.3152949999999999,13.6,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,1.996372,13.72222222,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,2.8080149999999997,13.84444444,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,4.4533439999999995,13.96666667,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,4.53119828317,14.08888889,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,4.59946543161,14.21111111,22.5,24,0.75,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,15.156785534199999,14.33333333,24,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,14.6789564951,14.45555556,24,26,0.75,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,20.0854824535,14.57777778,24,26,0.75,21.6,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,38.680588562000004,14.7,25,27,0.75,22.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,100.57962583300001,15.1,26.5,29,0.75,23,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,161.895216337,15.4,25,30,0.75,23.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,206.57254937500002,16,27.6,30.2,0.75,24.2,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,157.91523335399998,16.3,29.5,32,0.75,26,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,337.243055896,17,32.4,35,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,599.58202163,17.5,32.4,35,0.75,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,483.18895905,17.7,32.6,35,1.8,29.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,437.51192947899995,18.4,33.8,36,1.8,31,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,498.80921023999997,19.2,35,37,1.8,32.4,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,736.3668614100001,20,39,42,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,860.8301656799999,20.9,39,42,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,785.10194772,21.1,39,42,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,1520.83299924,21.8,39,42,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,1945.7605782800001,22.44397382,39,42,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,1727.3776637499998,22.82945723,39,42,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,1718.32560052,23.10697068,39,42,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,1609.38730053,23.32454786,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,1564.7317935400001,23.5038413,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,1627.9666924,23.65650656,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,1677.40170083,23.78955252,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,1704.8711864099998,23.90752833,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,1728.4896456800002,24.01355695,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,1742.7676708699998,24.10987653,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,1750.1493517499998,24.19814674,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,1756.64355325,24.27963281,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,2174.9052360299997,24.35532174,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,2368.47180182,24.42599852,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,2579.26579226,24.49229789,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,2808.8204479300002,24.55474047,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,3058.8054678,24.61375871,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,3331.0391545,24.66971571,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,3627.5016391799995,24.72291942,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,3950.34928513,24.77363325,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,4301.93037121,24.8220843,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,4684.80217447,24.86846977,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,5101.7495657,24.91296201,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2047,5555.805281,24.95571251,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2048,6050.2719488,24.99685519,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2049,6588.7461548,25.03650896,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2050,7175.144559400001,25.07477998,41,44,1.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
