Tech,Scenario,Year,PCA,State,Capacity (GW)
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p28,AZ,0.003947761
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p29,AZ,0.0014
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p30,AZ,0.0021000000000000003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p10,CA,0.015671642
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p9,CA,0.023385074999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p33,CO,0.0009
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p34,CO,0.019
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p101,FL,0.032356716
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p102,FL,0.01
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p80,IL,0.006716418
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p131,MA,0.0034
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p123,MD,0.0014
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p97,NC,0.0062
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p98,NC,0.001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p126,NJ,0.0181
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p31,NM,0.030600000000000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p13,NV,0.055462687000000004
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p112,OH,0.01
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p113,OH,0.0011
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2010,p65,TX,0.0135
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p85,AR,0.012
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p27,AZ,0.0149
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p28,AZ,1.3167517610000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p29,AZ,0.009699999999999999
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p30,AZ,0.1306
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p10,CA,5.027023642
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p11,CA,0.0511
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p9,CA,1.6558000000000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p33,CO,0.0237
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p34,CO,0.1445
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p132,CT,0.011
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p125,DE,0.0294
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p101,FL,0.06435671600000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p102,FL,0.01
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p94,GA,0.2481
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p80,IL,0.029616418
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p81,IL,0.0009
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p83,IL,0.0047
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p105,IN,0.026699999999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p106,IN,0.0922
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p107,IN,0.0095
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p52,KS,0.0012
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p131,MA,0.3865
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p121,MD,0.0434
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p123,MD,0.0628
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p103,MI,0.002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p43,MN,0.0023
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p44,MN,0.0017
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p54,MO,0.0028
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p55,MO,0.0077
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p71,MO,0.0028
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p72,MO,0.0045
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p97,NC,0.2342
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p98,NC,1.3309
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p126,NJ,0.4178
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p31,NM,0.2597
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p47,NM,0.0533
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p12,NV,0.1692
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p13,NV,0.716662687
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p127,NY,0.0272
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p128,NY,0.0515
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p111,OH,0.0047
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p112,OH,0.0303
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p113,OH,0.0044
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p50,OK,0.0025
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p5,OR,0.0055
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p6,OR,0.0067
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p7,OR,0.0064
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p115,PA,0.0013
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p133,RI,0.0107
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p96,SC,0.0025
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p92,TN,0.0434
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p59,TX,0.0103
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p61,TX,0.0798
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p63,TX,0.002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p64,TX,0.0316
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p65,TX,0.15380000000000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p25,UT,0.1664
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p129,VT,0.037700000000000004
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2015,p79,WI,0.001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p89,AL,0.0897
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p90,AL,0.09720000000000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p56,AR,0.009699999999999999
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p85,AR,0.194
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p27,AZ,0.0843
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p28,AZ,2.085404
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p29,AZ,0.009699999999999999
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p30,AZ,0.1528
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p10,CA,9.212323642
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p11,CA,0.0884
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p8,CA,0.01
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p9,CA,3.5094000000000003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p33,CO,0.2331
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p34,CO,0.42189999999999994
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p132,CT,0.1507
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p125,DE,0.036199999999999996
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p101,FL,2.545156716
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p102,FL,0.6068
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p91,FL,0.1945
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p94,GA,2.1648
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p45,IA,0.003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p69,IA,0.0036
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p70,IA,0.0088
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p15,ID,0.2
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p16,ID,0.04
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p80,IL,0.08571641800000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p81,IL,0.0194
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p82,IL,0.004
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p83,IL,0.0143
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p105,IN,0.0961
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p106,IN,0.0922
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p107,IN,0.0849
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p52,KS,0.0212
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p53,KS,0.009
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p109,KY,0.027399999999999997
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p58,LA,0.0734
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p131,MA,0.9394
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p121,MD,0.07339999999999999
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p123,MD,0.2652
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p134,ME,0.0649
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p103,MI,0.2029
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p104,MI,0.0056
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p74,MI,0.0011
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p42,MN,0.005
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p43,MN,0.8337
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p44,MN,0.11179999999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p68,MN,0.0655
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p54,MO,0.0251
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p55,MO,0.018099999999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p71,MO,0.0028
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p72,MO,0.0086
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p73,MO,0.0056
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p84,MO,0.0025
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p87,MS,0.215
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p88,MS,0.0031
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p18,MT,0.014
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p20,MT,0.003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p97,NC,0.8432999999999999
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p98,NC,4.2708
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p39,NE,0.0044
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p40,NE,0.012
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p41,NE,0.011300000000000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p130,NH,0.0024
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p126,NJ,0.8432999999999999
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p31,NM,0.5105
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p47,NM,0.2227
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p12,NV,0.4456
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p13,NV,1.976862687
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p127,NY,0.5577
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p128,NY,0.1279
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p111,OH,0.039400000000000004
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p112,OH,0.048100000000000004
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p113,OH,0.0188
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p50,OK,0.0405
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p5,OR,0.247
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p6,OR,0.089
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p7,OR,0.23779999999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p115,PA,0.0013
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p120,PA,0.0685
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p133,RI,0.1802
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p95,SC,0.0325
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p96,SC,1.0662999999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p38,SD,0.001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p92,TN,0.17609999999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p59,TX,0.015300000000000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p60,TX,0.915
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p61,TX,1.3528
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p62,TX,1.1468
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p63,TX,0.4466
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p64,TX,0.053200000000000004
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p65,TX,0.19930000000000003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p67,TX,0.13
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p25,UT,1.1381000000000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p26,UT,0.0576
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p100,VA,0.0125
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p118,VA,0.003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p124,VA,0.1043
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p99,VA,1.1279
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p129,VT,0.1041
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p3,WA,0.0192
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p46,WI,0.0228
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p75,WI,0.15
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p76,WI,0.0055
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p77,WI,0.0081
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p78,WI,0.0179
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p79,WI,0.001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2020,p21,WY,0.092
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p89,AL,0.460222388
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p90,AL,0.6169
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p56,AR,0.014699999999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p85,AR,1.281686568
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p27,AZ,0.0843
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p28,AZ,4.049394599
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p29,AZ,0.158953731
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p30,AZ,0.17518805999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p10,CA,14.962694626
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p11,CA,0.22740000000000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p8,CA,0.01
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p9,CA,5.469101493
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p33,CO,0.7537
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p34,CO,2.0475
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p132,CT,0.649956407
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p125,DE,1.1343902769999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p101,FL,6.7069567160000005
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p102,FL,2.3948
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p91,FL,1.8347000000000002
