year,DecommisionedCapacity_sim1_Residential_[MW],DecommisionedCapacity_sim1_Commercial_[MW],DecommisionedCapacity_sim1_Utility_[MW],DecommisionedCapacity_sim1_All Sector All Tech Installs_[MWdc]_[MW],DecommisionedCapacity_sim1_Residential c-Si_[MW],DecommisionedCapacity_sim1_Commercial c-Si_[MW],DecommisionedCapacity_sim1_Utility c-Si_[MW],DecommisionedCapacity_sim1_All Sector c-Si Installs_[MWdc]_[MW],Annual_DecommisionedCapacity_sim1_Residential_[MW],Annual_DecommisionedCapacity_sim1_Commercial_[MW],Annual_DecommisionedCapacity_sim1_Utility_[MW],Annual_DecommisionedCapacity_sim1_All Sector All Tech Installs_[MWdc]_[MW],Annual_DecommisionedCapacity_sim1_Residential c-Si_[MW],Annual_DecommisionedCapacity_sim1_Commercial c-Si_[MW],Annual_DecommisionedCapacity_sim1_Utility c-Si_[MW],Annual_DecommisionedCapacity_sim1_All Sector c-Si Installs_[MWdc]_[MW]
2030,2003.238269310532,2150.4157124343183,5139.991978696242,9293.645960441077,2003.238269310532,2145.7694840029926,3620.5887344660296,7769.596487779563,281.7664828767229,320.8666666911922,548.9782531123565,1151.6114026802825,281.7664828767229,320.46868743115374,375.22147321947705,977.4566435273446
2050,16700.499892177148,15209.425795384375,50168.99228956372,82078.91797712524,16700.499892177148,15160.597289363524,35044.686404008666,66905.78358554935,365.81108586330447,272.4108499232825,1323.347179756449,1961.5691155430395,365.81108586330447,272.09210312861796,900.3917122290659,1538.2949012209865
