scenario,year,PCA,Capacity (GW)
a1_RE95,2034,p3,9.965242301
a1_RE95,2034,p30,7.900846311
a1_RE95,2034,p31,4.609630508
a1_RE95,2034,p32,0.023118182
a1_RE95,2034,p33,9.241187556
a1_RE95,2034,p34,0.950888162
a1_RE95,2034,p35,0.010646364
a1_RE95,2034,p36,0.892411854
a1_RE95,2034,p37,0.086542926
a1_RE95,2034,p38,0.171856958
a1_RE95,2034,p39,0.016342727
a1_RE95,2034,p4,5.410641448
a1_RE95,2034,p40,1.564474271
a1_RE95,2034,p41,7.706185943
a1_RE95,2034,p42,0.361920233
a1_RE95,2034,p43,3.10800635
a1_RE95,2034,p44,1.141873648
a1_RE95,2034,p45,3.456494867
a1_RE95,2034,p46,0.204450909
a1_RE95,2034,p47,0.323014569
a1_RE95,2034,p48,4.716577509
a1_RE95,2034,p49,0.008530909
a1_RE95,2034,p5,1.463703411
a1_RE95,2034,p50,4.289778009
a1_RE95,2034,p51,6.036792196
a1_RE95,2034,p52,0.403458129
a1_RE95,2034,p53,7.297341279
a1_RE95,2034,p54,2.865459724
a1_RE95,2034,p55,6.450184119
a1_RE95,2034,p56,0.174609091
a1_RE95,2034,p57,8.727518681
a1_RE95,2034,p58,1.772280948
a1_RE95,2034,p59,0.541941356
a1_RE95,2034,p6,1.810953021
a1_RE95,2034,p60,9.860855918
a1_RE95,2034,p61,9.424342411
a1_RE95,2034,p62,1.73496
a1_RE95,2034,p63,5.802621745
a1_RE95,2034,p64,15.55903576
a1_RE95,2034,p65,1.358114167
a1_RE95,2034,p66,16.7609009
a1_RE95,2034,p67,26.14443853
a1_RE95,2034,p68,1.318193882
a1_RE95,2034,p69,0.031221818
a1_RE95,2034,p7,0.217526364
a1_RE95,2034,p70,0.69630386
a1_RE95,2034,p71,0.02082
a1_RE95,2034,p72,0.248904545
a1_RE95,2034,p73,0.117675972
a1_RE95,2034,p74,0.010051818
a1_RE95,2034,p75,2.512729165
a1_RE95,2034,p76,4.736817315
a1_RE95,2034,p77,2.104420248
a1_RE95,2034,p78,3.033886588
a1_RE95,2034,p79,0.487333432
a1_RE95,2034,p8,0.089860909
a1_RE95,2034,p80,4.478643222
a1_RE95,2034,p81,1.866184868
a1_RE95,2034,p82,5.705946661
a1_RE95,2034,p83,13.04046092
a1_RE95,2034,p84,7.719663049
a1_RE95,2034,p85,0.643306822
a1_RE95,2034,p86,16.99770212
a1_RE95,2034,p87,7.633963105
a1_RE95,2034,p88,16.22134236
a1_RE95,2034,p89,0.585931818
a1_RE95,2034,p9,16.52308673
a1_RE95,2034,p90,0.364006846
a1_RE95,2034,p91,18.53695189
a1_RE95,2034,p92,22.06243276
a1_RE95,2034,p93,0.009039091
a1_RE95,2034,p94,9.81926112
a1_RE95,2034,p95,45.58979394
a1_RE95,2034,p96,20.56826786
a1_RE95,2034,p97,12.54061137
a1_RE95,2034,p98,6.297056612
a1_RE95,2034,p99,15.79913452
a1_RE95,2036,p1,1.773312821
a1_RE95,2036,p10,40.26714475
a1_RE95,2036,p100,0.099410858
a1_RE95,2036,p101,49.37270138
a1_RE95,2036,p102,32.56411884
a1_RE95,2036,p103,12.34152431
a1_RE95,2036,p104,13.83331766
a1_RE95,2036,p105,2.436717744
a1_RE95,2036,p106,12.53897386
a1_RE95,2036,p107,3.092571155
a1_RE95,2036,p108,29.05470288
a1_RE95,2036,p109,7.499831366
a1_RE95,2036,p11,3.794311218
a1_RE95,2036,p110,1.771645762
a1_RE95,2036,p111,13.69285906
a1_RE95,2036,p112,2.385867489
a1_RE95,2036,p113,10.2121505
a1_RE95,2036,p114,9.273514333
a1_RE95,2036,p115,1.108332474
a1_RE95,2036,p116,17.05572285
a1_RE95,2036,p117,0.018190127
a1_RE95,2036,p118,0.336661591
a1_RE95,2036,p119,0.083136364
a1_RE95,2036,p12,1.342759273
a1_RE95,2036,p120,0.054949091
a1_RE95,2036,p121,0.298800909
a1_RE95,2036,p122,24.95184818
a1_RE95,2036,p123,14.72960255
a1_RE95,2036,p124,0.114762727
a1_RE95,2036,p125,7.663955203
a1_RE95,2036,p126,8.229833452
a1_RE95,2036,p127,26.63016792
a1_RE95,2036,p128,1.988433636
a1_RE95,2036,p129,1.075642655
a1_RE95,2036,p13,4.663621872
a1_RE95,2036,p130,1.775691834
a1_RE95,2036,p131,19.4744965
a1_RE95,2036,p132,3.675754335
a1_RE95,2036,p133,0.90290393
a1_RE95,2036,p134,0.333313636
a1_RE95,2036,p14,0.067815455
a1_RE95,2036,p15,0.448704545
a1_RE95,2036,p16,0.256496364
a1_RE95,2036,p17,0.077935455
a1_RE95,2036,p18,0.081406364
a1_RE95,2036,p19,0.001749091
a1_RE95,2036,p2,2.937751336
a1_RE95,2036,p20,0.045682727
a1_RE95,2036,p21,0.368916508
a1_RE95,2036,p22,0.003230909
a1_RE95,2036,p23,0.007577273
a1_RE95,2036,p24,0.106127442
a1_RE95,2036,p25,6.81002103
a1_RE95,2036,p26,0.949889003
a1_RE95,2036,p27,5.836074776
a1_RE95,2036,p28,8.001183864
a1_RE95,2036,p29,3.7468284
a1_RE95,2036,p3,10.47158328
a1_RE95,2036,p30,13.40010309
a1_RE95,2036,p31,4.649618174
a1_RE95,2036,p32,0.025359091
a1_RE95,2036,p33,9.987078424
a1_RE95,2036,p34,1.01449336
a1_RE95,2036,p35,0.012941818
a1_RE95,2036,p36,0.896634581
a1_RE95,2036,p37,0.208355783
a1_RE95,2036,p38,0.220677106
a1_RE95,2036,p39,0.019145455
a1_RE95,2036,p4,8.235854607
a1_RE95,2036,p40,1.579888816
a1_RE95,2036,p41,7.722180488
a1_RE95,2036,p42,0.800562889
a1_RE95,2036,p43,3.90735731
a1_RE95,2036,p44,1.445779824
a1_RE95,2036,p45,3.473303958
a1_RE95,2036,p46,0.250630909
a1_RE95,2036,p47,0.328160933
a1_RE95,2036,p48,4.784035691
a1_RE95,2036,p49,0.009662727
a1_RE95,2036,p5,1.515048865
a1_RE95,2036,p50,4.404073463
a1_RE95,2036,p51,6.536279164
a1_RE95,2036,p52,0.405341765
a1_RE95,2036,p53,7.35309946
a1_RE95,2036,p54,2.904701542
a1_RE95,2036,p55,6.97690637
a1_RE95,2036,p56,0.215607273
a1_RE95,2036,p57,8.760867772
a1_RE95,2036,p58,1.960402802
a1_RE95,2036,p59,2.1595906
a1_RE95,2036,p6,1.828420294
a1_RE95,2036,p60,9.865400463
a1_RE95,2036,p61,9.431251502
a1_RE95,2036,p62,1.739741818
a1_RE95,2036,p63,5.978668109
a1_RE95,2036,p64,15.82110284
a1_RE95,2036,p65,1.577406199
a1_RE95,2036,p66,16.87238907
a1_RE95,2036,p67,26.96593545
a1_RE95,2036,p68,1.320907518
a1_RE95,2036,p69,0.038373636
a1_RE95,2036,p7,0.219433636
a1_RE95,2036,p70,0.746198405
a1_RE95,2036,p71,0.025176364
a1_RE95,2036,p72,0.322809091
a1_RE95,2036,p73,0.872267205
a1_RE95,2036,p74,0.012354545
a1_RE95,2036,p75,2.531078256
a1_RE95,2036,p76,4.781238224
a1_RE95,2036,p77,2.121622976
a1_RE95,2036,p78,3.059150225
a1_RE95,2036,p79,0.63827467
a1_RE95,2036,p8,0.091755455
a1_RE95,2036,p80,4.892575949
a1_RE95,2036,p81,3.434175753
a1_RE95,2036,p82,5.73108757
a1_RE95,2036,p83,13.08884638
a1_RE95,2036,p84,7.733321884
a1_RE95,2036,p85,2.790940068
a1_RE95,2036,p86,17.35930574
a1_RE95,2036,p87,7.727030293
a1_RE95,2036,p88,16.68096152
a1_RE95,2036,p89,0.614894545
a1_RE95,2036,p9,17.07343933
a1_RE95,2036,p90,0.730781105
a1_RE95,2036,p91,19.27198664
a1_RE95,2036,p92,28.29754423
a1_RE95,2036,p93,0.012347273
a1_RE95,2036,p94,19.43487126
a1_RE95,2036,p95,49.54967241
a1_RE95,2036,p96,27.22743181
a1_RE95,2036,p97,32.82927906
a1_RE95,2036,p98,6.791336197
a1_RE95,2036,p99,17.86608469
a1_RE95,2038,p1,1.808357366
a1_RE95,2038,p10,42.44237268
a1_RE95,2038,p100,0.108511767
a1_RE95,2038,p101,57.68642773
a1_RE95,2038,p102,46.18713186
a1_RE95,2038,p103,15.04661056
a1_RE95,2038,p104,14.06175442
a1_RE95,2038,p105,2.774662733
a1_RE95,2038,p106,12.5746175
a1_RE95,2038,p107,3.426197738
a1_RE95,2038,p108,29.05713015
a1_RE95,2038,p109,7.507656865
a1_RE95,2038,p11,3.848717005
a1_RE95,2038,p110,1.772375762
a1_RE95,2038,p111,14.84502751
a1_RE95,2038,p112,3.140529081
a1_RE95,2038,p113,10.29810934
a1_RE95,2038,p114,9.340797969
a1_RE95,2038,p115,1.121892604
a1_RE95,2038,p116,17.10402103
a1_RE95,2038,p117,0.026500127
a1_RE95,2038,p118,0.477841755
a1_RE95,2038,p119,0.085450909
a1_RE95,2038,p12,1.356066485
a1_RE95,2038,p120,0.056899091
a1_RE95,2038,p121,0.303182727
a1_RE95,2038,p122,27.51146067
a1_RE95,2038,p123,14.96683545
a1_RE95,2038,p124,0.118119091
a1_RE95,2038,p125,7.680237021
a1_RE95,2038,p126,9.814591354
a1_RE95,2038,p127,31.61441427
a1_RE95,2038,p128,2.106303636
a1_RE95,2038,p129,1.632843962
a1_RE95,2038,p13,5.295679081
a1_RE95,2038,p130,2.359954266
a1_RE95,2038,p131,22.02151959
a1_RE95,2038,p132,4.147918645
a1_RE95,2038,p133,0.921047566
a1_RE95,2038,p134,0.353291818
a1_RE95,2038,p14,0.071466364
a1_RE95,2038,p15,0.46191
a1_RE95,2038,p16,0.262806364
a1_RE95,2038,p17,0.090992727
a1_RE95,2038,p18,0.092136364
a1_RE95,2038,p19,0.002043636
a1_RE95,2038,p2,3.282055865
a1_RE95,2038,p20,0.052340909
a1_RE95,2038,p21,0.372431962
a1_RE95,2038,p22,0.003988182
a1_RE95,2038,p23,0.008901818
a1_RE95,2038,p24,0.111393806
a1_RE95,2038,p25,6.849931249
a1_RE95,2038,p26,0.95195173
a1_RE95,2038,p27,5.83765023
a1_RE95,2038,p28,9.50372193
a1_RE95,2038,p29,3.747476582
a1_RE95,2038,p3,10.47914783
a1_RE95,2038,p30,16.03677646
a1_RE95,2038,p31,4.957471326
a1_RE95,2038,p32,0.027356364
a1_RE95,2038,p33,10.73881903
a1_RE95,2038,p34,1.067594304
a1_RE95,2038,p35,0.014800909
a1_RE95,2038,p36,0.900030036
a1_RE95,2038,p37,1.013334021
a1_RE95,2038,p38,0.241528715
a1_RE95,2038,p39,0.021650909
a1_RE95,2038,p4,8.23801188
a1_RE95,2038,p40,1.594901544
a1_RE95,2038,p41,7.738144125
a1_RE95,2038,p42,0.977621736
a1_RE95,2038,p43,4.485188969
a1_RE95,2038,p44,1.690018582
a1_RE95,2038,p45,3.491274867
a1_RE95,2038,p46,0.294300909
a1_RE95,2038,p47,0.332864569
a1_RE95,2038,p48,4.842243873
a1_RE95,2038,p49,0.010669091
a1_RE95,2038,p5,1.564716138
a1_RE95,2038,p50,4.521493463
a1_RE95,2038,p51,6.983894462
a1_RE95,2038,p52,0.407313584
a1_RE95,2038,p53,7.41337946
a1_RE95,2038,p54,2.94843336
a1_RE95,2038,p55,7.388847026
a1_RE95,2038,p56,0.240220909
a1_RE95,2038,p57,8.791756863
a1_RE95,2038,p58,2.242800209
a1_RE95,2038,p59,3.942960008
a1_RE95,2038,p6,1.846354839
a1_RE95,2038,p60,10.04469202
a1_RE95,2038,p61,9.437910592
a1_RE95,2038,p62,1.744272727
a1_RE95,2038,p63,10.34258605
a1_RE95,2038,p64,17.17027372
a1_RE95,2038,p65,3.333114909
a1_RE95,2038,p66,33.62301947
a1_RE95,2038,p67,28.86236626
a1_RE95,2038,p68,1.323672973
a1_RE95,2038,p69,0.046242727
a1_RE95,2038,p7,0.221312727
a1_RE95,2038,p70,0.80024386
a1_RE95,2038,p71,0.030166364
a1_RE95,2038,p72,0.409101767
a1_RE95,2038,p73,1.372581568
a1_RE95,2038,p74,0.014347273
a1_RE95,2038,p75,2.553736438
a1_RE95,2038,p76,4.822820951
a1_RE95,2038,p77,2.136857521
a1_RE95,2038,p78,3.08089477
a1_RE95,2038,p79,0.707823152
a1_RE95,2038,p8,0.09333
a1_RE95,2038,p80,5.387010426
a1_RE95,2038,p81,3.568744844
a1_RE95,2038,p82,5.767342115
a1_RE95,2038,p83,13.15140638
a1_RE95,2038,p84,8.04415219
a1_RE95,2038,p85,5.431648517
a1_RE95,2038,p86,19.44178919
a1_RE95,2038,p87,7.805614442
a1_RE95,2038,p88,20.37378158
a1_RE95,2038,p89,0.637827273
a1_RE95,2038,p9,18.10111159
a1_RE95,2038,p90,0.759854435
a1_RE95,2038,p91,20.97640345
a1_RE95,2038,p92,34.5206677
a1_RE95,2038,p93,0.016937273
a1_RE95,2038,p94,37.55922702
a1_RE95,2038,p95,53.50590187
a1_RE95,2038,p96,35.39530145
a1_RE95,2038,p97,43.21531125
a1_RE95,2038,p98,7.266729455
a1_RE95,2038,p99,18.8959453
a1_RE95,2040,p1,1.849131002
a1_RE95,2040,p10,45.78690393
a1_RE95,2040,p100,0.11783904
a1_RE95,2040,p101,60.64751641
a1_RE95,2040,p102,46.6690503
a1_RE95,2040,p103,15.75433462
a1_RE95,2040,p104,14.83298741
a1_RE95,2040,p105,4.672783164
a1_RE95,2040,p106,12.61324568
a1_RE95,2040,p107,3.526878647
a1_RE95,2040,p108,29.06037924
a1_RE95,2040,p109,10.70662135
a1_RE95,2040,p11,3.929178247
a1_RE95,2040,p110,1.77335758
a1_RE95,2040,p111,17.41081273
a1_RE95,2040,p112,7.19810015
a1_RE95,2040,p113,13.54024201
a1_RE95,2040,p114,9.41845706
a1_RE95,2040,p115,1.135969741
a1_RE95,2040,p116,17.15266013
a1_RE95,2040,p117,0.038701945
a1_RE95,2040,p118,4.695033174
a1_RE95,2040,p119,0.087436364
a1_RE95,2040,p12,1.374990216
a1_RE95,2040,p120,0.058507273
a1_RE95,2040,p121,0.307149091
a1_RE95,2040,p122,30.58201029
a1_RE95,2040,p123,17.99334866
a1_RE95,2040,p124,0.121381818
a1_RE95,2040,p125,7.69427793
a1_RE95,2040,p126,11.20932871
a1_RE95,2040,p127,33.98560584
a1_RE95,2040,p128,2.191506364
a1_RE95,2040,p129,1.95618186
a1_RE95,2040,p13,8.694169594
a1_RE95,2040,p130,3.193753841
a1_RE95,2040,p131,22.08262413
a1_RE95,2040,p132,5.150705133
a1_RE95,2040,p133,0.936548476
a1_RE95,2040,p134,0.373367273
a1_RE95,2040,p14,0.075685455
a1_RE95,2040,p15,0.479819091
a1_RE95,2040,p16,0.271779091
a1_RE95,2040,p17,0.099483636
a1_RE95,2040,p18,0.099538182
a1_RE95,2040,p19,0.002267273
a1_RE95,2040,p2,3.297724956
a1_RE95,2040,p20,0.056996364
a1_RE95,2040,p21,0.377232871
a1_RE95,2040,p22,0.004880909
a1_RE95,2040,p23,0.01052
a1_RE95,2040,p24,0.11802603
a1_RE95,2040,p25,7.228690537
a1_RE95,2040,p26,0.954918094
a1_RE95,2040,p27,10.85347105
a1_RE95,2040,p28,14.06569775
a1_RE95,2040,p29,3.747950219
a1_RE95,2040,p3,10.48750874
a1_RE95,2040,p30,16.77469201
a1_RE95,2040,p31,5.728993521
a1_RE95,2040,p32,0.02949
a1_RE95,2040,p33,11.44502419
a1_RE95,2040,p34,1.123713321
a1_RE95,2040,p35,0.016353636
a1_RE95,2040,p36,1.715497888
a1_RE95,2040,p37,2.453458127
a1_RE95,2040,p38,2.202789355
a1_RE95,2040,p39,0.024011818
a1_RE95,2040,p4,8.240325517
a1_RE95,2040,p40,1.891049292
a1_RE95,2040,p41,7.75537867
a1_RE95,2040,p42,1.295689792
a1_RE95,2040,p43,5.226489298
a1_RE95,2040,p44,2.022760527
a1_RE95,2040,p45,4.647049152
a1_RE95,2040,p46,0.335105455
a1_RE95,2040,p47,0.337050023
a1_RE95,2040,p48,4.890215691
a1_RE95,2040,p49,0.011481818
a1_RE95,2040,p5,1.614621592
a1_RE95,2040,p50,4.623929827
a1_RE95,2040,p51,7.997470497
a1_RE95,2040,p52,0.40939722
a1_RE95,2040,p53,7.473335824
a1_RE95,2040,p54,2.994867906
a1_RE95,2040,p55,7.827631203
a1_RE95,2040,p56,0.255240909
a1_RE95,2040,p57,8.825585954
a1_RE95,2040,p58,4.474948013
a1_RE95,2040,p59,4.167050899
a1_RE95,2040,p6,1.889917049
a1_RE95,2040,p60,10.05026748
a1_RE95,2040,p61,9.445817865
a1_RE95,2040,p62,1.750134545
a1_RE95,2040,p63,24.10263856
a1_RE95,2040,p64,17.30366763
a1_RE95,2040,p65,3.550920566
a1_RE95,2040,p66,33.69384584
a1_RE95,2040,p67,28.93333626
a1_RE95,2040,p68,1.326732973
a1_RE95,2040,p69,0.054838182
a1_RE95,2040,p7,0.405426243
a1_RE95,2040,p70,0.857807496
a1_RE95,2040,p71,0.082760244
a1_RE95,2040,p72,0.505733586
a1_RE95,2040,p73,2.090383028
a1_RE95,2040,p74,0.016088182
a1_RE95,2040,p75,2.579599165
a1_RE95,2040,p76,4.861795497
a1_RE95,2040,p77,2.150509339
a1_RE95,2040,p78,3.099895679
a1_RE95,2040,p79,0.875765516
a1_RE95,2040,p8,0.094904545
a1_RE95,2040,p80,5.956468171
a1_RE95,2040,p81,3.857516971
a1_RE95,2040,p82,5.79643757
a1_RE95,2040,p83,13.19702547
a1_RE95,2040,p84,8.073647809
a1_RE95,2040,p85,7.443041918
a1_RE95,2040,p86,20.82672205
a1_RE95,2040,p87,16.31793516
a1_RE95,2040,p88,21.07428221
a1_RE95,2040,p89,10.76626406
a1_RE95,2040,p9,18.33181977
a1_RE95,2040,p90,1.6650393
a1_RE95,2040,p91,23.13993266
a1_RE95,2040,p92,44.89140115
a1_RE95,2040,p93,0.514206741
a1_RE95,2040,p94,48.17369292
a1_RE95,2040,p95,64.83213028
a1_RE95,2040,p96,40.13616885
a1_RE95,2040,p97,51.44962436
a1_RE95,2040,p98,7.430995819
a1_RE95,2040,p99,22.07024312
a1_RE95,2042,p1,2.017708699
a1_RE95,2042,p10,46.52643056
a1_RE95,2042,p100,0.125521767
a1_RE95,2042,p101,62.63392477
a1_RE95,2042,p102,46.75513212
a1_RE95,2042,p103,16.09054312
a1_RE95,2042,p104,14.86810196
a1_RE95,2042,p105,5.070971023
a1_RE95,2042,p106,12.65789659
a1_RE95,2042,p107,3.625120465
a1_RE95,2042,p108,29.06458197
a1_RE95,2042,p109,10.72713015
a1_RE95,2042,p11,3.952908247
a1_RE95,2042,p110,1.774690308
a1_RE95,2042,p111,18.78140306
a1_RE95,2042,p112,7.270591968
a1_RE95,2042,p113,13.55586928
a1_RE95,2042,p114,9.455120697
a1_RE95,2042,p115,1.196686818
a1_RE95,2042,p116,17.16357285
a1_RE95,2042,p117,0.04576649
a1_RE95,2042,p118,5.261207688
a1_RE95,2042,p119,0.089147273
a1_RE95,2042,p12,1.36430567
a1_RE95,2042,p120,0.059898182
a1_RE95,2042,p121,0.297161818
a1_RE95,2042,p122,34.71555486
a1_RE95,2042,p123,18.02146775
a1_RE95,2042,p124,0.124286364
a1_RE95,2042,p125,7.68369793
a1_RE95,2042,p126,12.25387122
a1_RE95,2042,p127,38.52383547
a1_RE95,2042,p128,2.211191818
a1_RE95,2042,p129,1.957366406
a1_RE95,2042,p13,8.555725958
a1_RE95,2042,p130,3.206542023
a1_RE95,2042,p131,24.88943932
a1_RE95,2042,p132,5.178526951
a1_RE95,2042,p133,0.952084839
a1_RE95,2042,p134,0.393355455
a1_RE95,2042,p14,0.079161818
a1_RE95,2042,p15,0.494310909
a1_RE95,2042,p16,0.279566364
a1_RE95,2042,p17,0.106647273
a1_RE95,2042,p18,0.105726364
a1_RE95,2042,p19,0.002454545
a1_RE95,2042,p2,4.342749214
a1_RE95,2042,p20,0.060677273
a1_RE95,2042,p21,0.382551053
a1_RE95,2042,p22,0.00583
a1_RE95,2042,p23,0.012121818
a1_RE95,2042,p24,0.125130575
a1_RE95,2042,p25,7.698417748
a1_RE95,2042,p26,0.957726275
a1_RE95,2042,p27,10.84447105
a1_RE95,2042,p28,13.61557981
a1_RE95,2042,p29,3.748412946
a1_RE95,2042,p3,10.49458328
a1_RE95,2042,p30,16.74990837
a1_RE95,2042,p31,5.702782612
a1_RE95,2042,p32,0.031328182
a1_RE95,2042,p33,11.56060146
a1_RE95,2042,p34,1.141827351
a1_RE95,2042,p35,0.017589091
a1_RE95,2042,p36,1.718751524
a1_RE95,2042,p37,2.458415399
a1_RE95,2042,p38,2.569595595
a1_RE95,2042,p39,0.026023636
a1_RE95,2042,p4,8.696530263
a1_RE95,2042,p40,1.904309292
a1_RE95,2042,p41,7.771849579
a1_RE95,2042,p42,1.300390701
a1_RE95,2042,p43,5.273646571
a1_RE95,2042,p44,2.024798709
a1_RE95,2042,p45,4.664680061
a1_RE95,2042,p46,0.37412
a1_RE95,2042,p47,0.289524569
a1_RE95,2042,p48,4.935149327
a1_RE95,2042,p49,0.012120909
a1_RE95,2042,p5,1.657949774
a1_RE95,2042,p50,4.724518918
a1_RE95,2042,p51,8.407775499
a1_RE95,2042,p52,0.411513584
a1_RE95,2042,p53,7.539606733
a1_RE95,2042,p54,3.043190633
a1_RE95,2042,p55,8.174983822
a1_RE95,2042,p56,0.268869091
a1_RE95,2042,p57,8.844187772
a1_RE95,2042,p58,4.532159085
a1_RE95,2042,p59,4.198118172
a1_RE95,2042,p6,1.906587049
a1_RE95,2042,p60,10.05412475
a1_RE95,2042,p61,9.451708774
a1_RE95,2042,p62,1.754044545
a1_RE95,2042,p63,24.21145492
a1_RE95,2042,p64,17.33909291
a1_RE95,2042,p65,4.231389975
a1_RE95,2042,p66,33.75430311
a1_RE95,2042,p67,28.9889399
a1_RE95,2042,p68,1.330788428
a1_RE95,2042,p69,0.064196364
a1_RE95,2042,p7,0.401084425
a1_RE95,2042,p70,0.917498405
a1_RE95,2042,p71,0.131885144
a1_RE95,2042,p72,0.612270858
a1_RE95,2042,p73,2.096013937
a1_RE95,2042,p74,0.017678182
a1_RE95,2042,p75,2.607127347
a1_RE95,2042,p76,4.906622935
a1_RE95,2042,p77,2.163314794
a1_RE95,2042,p78,3.118612952
a1_RE95,2042,p79,0.963928571
a1_RE95,2042,p8,0.096658182
a1_RE95,2042,p80,6.004382359
a1_RE95,2042,p81,3.91555714
a1_RE95,2042,p82,5.797943024
a1_RE95,2042,p83,13.19779274
a1_RE95,2042,p84,8.090724662
a1_RE95,2042,p85,7.941347918
a1_RE95,2042,p86,20.83235569
a1_RE95,2042,p87,17.6578688
a1_RE95,2042,p88,21.08809948
a1_RE95,2042,p89,10.80162577
a1_RE95,2042,p9,18.84899511
a1_RE95,2042,p90,1.705580209
a1_RE95,2042,p91,23.82322561
a1_RE95,2042,p92,48.94553389
a1_RE95,2042,p93,0.522580378
a1_RE95,2042,p94,52.08259083
a1_RE95,2042,p95,70.29154549
a1_RE95,2042,p96,41.32146078
a1_RE95,2042,p97,53.36802608
a1_RE95,2042,p98,7.574366728
a1_RE95,2042,p99,24.97278707
a1_RE95,2044,p1,2.065922213
a1_RE95,2044,p10,45.32365442
a1_RE95,2044,p100,0.133929949
a1_RE95,2044,p101,64.38811157
a1_RE95,2044,p102,46.84504848
a1_RE95,2044,p103,16.2403213
a1_RE95,2044,p104,14.89092093
a1_RE95,2044,p105,5.53419883
a1_RE95,2044,p106,12.63030295
a1_RE95,2044,p107,3.718648647
a1_RE95,2044,p108,29.0698947
a1_RE95,2044,p109,10.74888015
a1_RE95,2044,p11,4.027120842
a1_RE95,2044,p110,1.776492126
a1_RE95,2044,p111,20.60407902
a1_RE95,2044,p112,7.362685604
a1_RE95,2044,p113,13.57044474
a1_RE95,2044,p114,9.495200697
a1_RE95,2044,p115,1.212270476
a1_RE95,2044,p116,17.18371103
a1_RE95,2044,p117,0.067254672
a1_RE95,2044,p118,5.969669259
a1_RE95,2044,p119,0.090467273
a1_RE95,2044,p12,1.393358398
a1_RE95,2044,p120,0.061186364
a1_RE95,2044,p121,0.278199091
a1_RE95,2044,p122,38.29096427
a1_RE95,2044,p123,18.05414957
a1_RE95,2044,p124,0.127021818
a1_RE95,2044,p125,7.693141566
a1_RE95,2044,p126,13.08577724
a1_RE95,2044,p127,42.65651209
a1_RE95,2044,p128,2.246423636
a1_RE95,2044,p129,1.940845497
a1_RE95,2044,p13,8.693067694
a1_RE95,2044,p130,3.216782023
a1_RE95,2044,p131,24.6818666
a1_RE95,2044,p132,5.196537955
a1_RE95,2044,p133,0.962248476
a1_RE95,2044,p134,0.426276866
a1_RE95,2044,p14,0.082594545
a1_RE95,2044,p15,0.508361818
a1_RE95,2044,p16,0.287671818
a1_RE95,2044,p17,0.112455455
a1_RE95,2044,p18,0.110263636
a1_RE95,2044,p19,0.002591818
a1_RE95,2044,p2,4.357262851
a1_RE95,2044,p20,0.062940909
a1_RE95,2044,p21,0.386237417
a1_RE95,2044,p22,0.006253636
a1_RE95,2044,p23,0.013102727
a1_RE95,2044,p24,0.128862393
a1_RE95,2044,p25,7.857934629
a1_RE95,2044,p26,0.960244457
a1_RE95,2044,p27,10.8459065
a1_RE95,2044,p28,13.86649708
a1_RE95,2044,p29,3.740502946
a1_RE95,2044,p3,10.50080783
a1_RE95,2044,p30,16.68083837
a1_RE95,2044,p31,5.702205339
a1_RE95,2044,p32,0.57671728
a1_RE95,2044,p33,11.64840874
a1_RE95,2044,p34,1.172146442
a1_RE95,2044,p35,0.018517273
a1_RE95,2044,p36,1.72421516
a1_RE95,2044,p37,2.46500449
a1_RE95,2044,p38,2.90953393
a1_RE95,2044,p39,0.029473636
a1_RE95,2044,p4,8.69833299
a1_RE95,2044,p40,1.924622019
a1_RE95,2044,p41,7.797524125
a1_RE95,2044,p42,1.304590701
a1_RE95,2044,p43,5.31246748
a1_RE95,2044,p44,2.025286891
a1_RE95,2044,p45,4.685180061
a1_RE95,2044,p46,0.378681818
a1_RE95,2044,p47,0.293437296
a1_RE95,2044,p48,4.987480237
a1_RE95,2044,p49,0.013391818
a1_RE95,2044,p5,1.699337956
a1_RE95,2044,p50,4.897746191
a1_RE95,2044,p51,8.835987527
a1_RE95,2044,p52,0.414566311
a1_RE95,2044,p53,7.614512188
a1_RE95,2044,p54,3.098580633
a1_RE95,2044,p55,8.530756754
a1_RE95,2044,p56,0.285345455
a1_RE95,2044,p57,8.868356863
a1_RE95,2044,p58,4.598584623
a1_RE95,2044,p59,4.219472717
a1_RE95,2044,p6,1.920358867
a1_RE95,2044,p60,10.05934293
a1_RE95,2044,p61,10.40865964
a1_RE95,2044,p62,1.759624545
a1_RE95,2044,p63,24.35479401
a1_RE95,2044,p64,17.42638265
a1_RE95,2044,p65,4.295783611
a1_RE95,2044,p66,33.81405493
a1_RE95,2044,p67,29.05981353
a1_RE95,2044,p68,1.334396609
a1_RE95,2044,p69,0.073755455
a1_RE95,2044,p7,0.403165334
a1_RE95,2044,p70,0.97907386
a1_RE95,2044,p71,0.181430525
a1_RE95,2044,p72,0.74055904
a1_RE95,2044,p73,2.102673028
a1_RE95,2044,p74,0.019567273
a1_RE95,2044,p75,2.630822801
a1_RE95,2044,p76,4.935431801
a1_RE95,2044,p77,2.164372067
a1_RE95,2044,p78,3.124150225
a1_RE95,2044,p79,1.04717879
a1_RE95,2044,p8,0.101391818
a1_RE95,2044,p80,8.204296922
a1_RE95,2044,p81,3.96286482
a1_RE95,2044,p82,5.798924843
a1_RE95,2044,p83,13.19876092
a1_RE95,2044,p84,8.110248299
a1_RE95,2044,p85,8.434974733
a1_RE95,2044,p86,20.83797478
a1_RE95,2044,p87,18.2238155
a1_RE95,2044,p88,21.10436585
a1_RE95,2044,p89,10.8609694
