Year,mod_eff
2020,17.9
2021,19.184744979399646
2022,19.978604815206886
2023,20.561700554446926
2024,21.025679081275538
2025,21.412538459438544
2026,21.745171388299294
2027,22.037484998874
2028,22.29858381911776
2029,22.53476487111559
2030,22.750570912261516
2031,22.949390486363992
2032,23.133820751976888
2033,23.30589763228267
2034,23.467247672411524
2035,23.619191602834803
2036,23.762816980504493
2037,23.8990303894716
2038,24.028595752221676
2039,24.152162973356784
2040,24.270289709819853
2041,24.383458161312
2042,24.492088191538137
2043,24.596547704667806
2044,24.697160940155744
2045,24.79421516904022
2046,24.887966148654776
2047,24.978642602867993
2048,25.066449930115986
2049,25.15157329405726
2050,25.234180216564177
