,PERC,SHJ,TOPCon
2020,22.8,23.5,23.2
2021,22.97,23.68,23.38
2022,23.14,23.86,23.56
2023,23.310000000000002,24.04,23.74
2024,23.48,24.22,23.919999999999998
2025,23.65,24.4,24.1
2026,23.82,24.580000000000002,24.28
2027,23.990000000000002,24.76,24.46
2028,24.16,24.94,24.64
2029,24.33,25.12,24.82
2030,24.5,25.3,25.0
2031,24.5,25.3,25.0
2032,24.5,25.3,25.0
2033,24.5,25.3,25.0
2034,24.5,25.3,25.0
2035,24.5,25.3,25.0
2036,24.5,25.3,25.0
2037,24.5,25.3,25.0
2038,24.5,25.3,25.0
2039,24.5,25.3,25.0
2040,24.5,25.3,25.0
2041,24.5,25.3,25.0
2042,24.5,25.3,25.0
2043,24.5,25.3,25.0
2044,24.5,25.3,25.0
2045,24.5,25.3,25.0
2046,24.5,25.3,25.0
2047,24.5,25.3,25.0
2048,24.5,25.3,25.0
2049,24.5,25.3,25.0
2050,24.5,25.3,25.0
