,market_avg_module,G-B,G-G
1995,8000.0,8000.0,12500.0
1996,8000.0,8000.0,12500.0
1997,8000.0,8000.0,12500.0
1998,8000.0,8000.0,12500.0
1999,8000.0,8000.0,12500.0
2000,8000.0,8000.0,12500.0
2001,8000.0,8000.0,12500.0
2002,8000.0,8000.0,12500.0
2003,8000.0,8000.0,12500.0
2004,8000.0,8000.0,12500.0
2005,8000.0,8000.0,12500.0
2006,8000.0,8000.0,12500.0
2007,8000.0,8000.0,12500.0
2008,8000.0,8000.0,12500.0
2009,8000.0,8000.0,12500.0
2010,8000.0,8000.0,12500.0
2011,8000.0,8000.0,12500.0
2012,8045.0,8000.0,12500.0
2013,8090.0,8000.0,12500.0
2014,8180.0,8000.0,12500.0
2015,8090.0,8000.0,12500.0
2016,8135.0,8000.0,12500.0
2017,8208.375,7982.5,12500.0
2018,8253.55,7982.5,12500.0
2019,8450.0,8000.0,12500.0
2020,8764.1,7982.5,12867.5
2021,9076.6,7930.0,12675.0
2022,9484.212500000001,7921.25,12657.5
2023,9654.375,7912.5,12465.0
2024,10055.525,7912.5,12447.5
2025,10349.55,7825.0,12447.5
2026,10512.3125,7807.5,12447.5
2027,10676.825,7790.0,12447.5
2028,10711.731249999999,7763.75,12430.0
2029,10747.25,7737.5,12412.5
2030,10775.488888888889,7720.0,12406.666666666668
2031,10804.155555555555,7702.5,12400.833333333332
2032,10833.25,7685.0,12395.0
2033,10822.166666666666,7673.333333333333,12383.333333333332
2034,10811.083333333334,7661.666666666667,12371.666666666668
2035,10800.0,7650.0,12360.0
2036,10800.0,7650.0,12360.0
2037,10800.0,7650.0,12360.0
2038,10800.0,7650.0,12360.0
2039,10800.0,7650.0,12360.0
2040,10800.0,7650.0,12360.0
2041,10800.0,7650.0,12360.0
2042,10800.0,7650.0,12360.0
2043,10800.0,7650.0,12360.0
2044,10800.0,7650.0,12360.0
2045,10800.0,7650.0,12360.0
2046,10800.0,7650.0,12360.0
2047,10800.0,7650.0,12360.0
2048,10800.0,7650.0,12360.0
2049,10800.0,7650.0,12360.0
2050,10800.0,7650.0,12360.0
