Technology,Year,Material,Total Demand,MC_iteration
SolarPV,2000,Ag,,0
SolarPV,2001,Ag,,0
SolarPV,2002,Ag,,0
SolarPV,2003,Ag,,0
SolarPV,2004,Ag,,0
SolarPV,2005,Ag,,0
SolarPV,2006,Ag,37.063848,0
SolarPV,2007,Ag,37.063848,0
SolarPV,2008,Ag,37.063848,0
SolarPV,2009,Ag,37.063848,0
SolarPV,2010,Ag,37.063848,0
SolarPV,2011,Ag,85.078353,0
SolarPV,2012,Ag,85.078353,0
SolarPV,2013,Ag,85.078353,0
SolarPV,2014,Ag,85.078353,0
SolarPV,2015,Ag,85.078353,0
SolarPV,2016,Ag,85.078353,0
SolarPV,2017,Ag,85.078353,0
SolarPV,2018,Ag,85.078353,0
SolarPV,2019,Ag,85.078353,0
SolarPV,2020,Ag,85.078353,0
SolarPV,2021,Ag,1628.673195,0
SolarPV,2022,Ag,1628.673195,0
SolarPV,2023,Ag,1628.673195,0
SolarPV,2024,Ag,1628.673195,0
SolarPV,2025,Ag,1628.673195,0
SolarPV,2026,Ag,1628.673195,0
SolarPV,2027,Ag,1628.673195,0
SolarPV,2028,Ag,1628.673195,0
SolarPV,2029,Ag,1628.673195,0
SolarPV,2030,Ag,1628.673195,0
SolarPV,2031,Ag,2668.707168,0
SolarPV,2032,Ag,2668.707168,0
SolarPV,2033,Ag,2668.707168,0
SolarPV,2034,Ag,2668.707168,0
SolarPV,2035,Ag,2668.707168,0
SolarPV,2036,Ag,2618.48808,0
SolarPV,2037,Ag,2618.48808,0
SolarPV,2038,Ag,2618.48808,0
SolarPV,2039,Ag,2618.48808,0
SolarPV,2040,Ag,2618.48808,0
SolarPV,2041,Ag,2883.58182,0
SolarPV,2042,Ag,2883.58182,0
SolarPV,2043,Ag,2883.58182,0
SolarPV,2044,Ag,2883.58182,0
SolarPV,2045,Ag,2883.58182,0
SolarPV,2046,Ag,2883.58182,0
SolarPV,2047,Ag,2883.58182,0
SolarPV,2048,Ag,2883.58182,0
SolarPV,2049,Ag,2883.58182,0
SolarPV,2050,Ag,2883.58182,0
SolarPV,2000,Ag,,1
SolarPV,2001,Ag,,1
SolarPV,2002,Ag,,1
SolarPV,2003,Ag,,1
SolarPV,2004,Ag,,1
SolarPV,2005,Ag,,1
SolarPV,2006,Ag,37.063848,1
SolarPV,2007,Ag,37.063848,1
SolarPV,2008,Ag,37.063848,1
SolarPV,2009,Ag,37.063848,1
SolarPV,2010,Ag,37.063848,1
SolarPV,2011,Ag,85.078353,1
SolarPV,2012,Ag,85.078353,1
SolarPV,2013,Ag,85.078353,1
SolarPV,2014,Ag,85.078353,1
SolarPV,2015,Ag,85.078353,1
SolarPV,2016,Ag,85.078353,1
SolarPV,2017,Ag,85.078353,1
SolarPV,2018,Ag,85.078353,1
SolarPV,2019,Ag,85.078353,1
SolarPV,2020,Ag,85.078353,1
SolarPV,2021,Ag,1628.673195,1
SolarPV,2022,Ag,1628.673195,1
SolarPV,2023,Ag,1628.673195,1
SolarPV,2024,Ag,1628.673195,1
SolarPV,2025,Ag,1628.673195,1
SolarPV,2026,Ag,1628.673195,1
SolarPV,2027,Ag,1628.673195,1
SolarPV,2028,Ag,1628.673195,1
SolarPV,2029,Ag,1628.673195,1
SolarPV,2030,Ag,1628.673195,1
SolarPV,2031,Ag,2668.707168,1
SolarPV,2032,Ag,2668.707168,1
SolarPV,2033,Ag,2668.707168,1
SolarPV,2034,Ag,2668.707168,1
SolarPV,2035,Ag,2668.707168,1
SolarPV,2036,Ag,2618.48808,1
SolarPV,2037,Ag,2618.48808,1
SolarPV,2038,Ag,2618.48808,1
SolarPV,2039,Ag,2618.48808,1
SolarPV,2040,Ag,2618.48808,1
SolarPV,2041,Ag,2883.58182,1
SolarPV,2042,Ag,2883.58182,1
SolarPV,2043,Ag,2883.58182,1
SolarPV,2044,Ag,2883.58182,1
SolarPV,2045,Ag,2883.58182,1
SolarPV,2046,Ag,2883.58182,1
SolarPV,2047,Ag,2883.58182,1
SolarPV,2048,Ag,2883.58182,1
SolarPV,2049,Ag,2883.58182,1
SolarPV,2050,Ag,2883.58182,1
SolarPV,2000,Ag,,2
SolarPV,2001,Ag,,2
SolarPV,2002,Ag,,2
SolarPV,2003,Ag,,2
SolarPV,2004,Ag,,2
SolarPV,2005,Ag,,2
SolarPV,2006,Ag,37.063848,2
SolarPV,2007,Ag,37.063848,2
SolarPV,2008,Ag,37.063848,2
SolarPV,2009,Ag,37.063848,2
SolarPV,2010,Ag,37.063848,2
SolarPV,2011,Ag,85.078353,2
SolarPV,2012,Ag,85.078353,2
SolarPV,2013,Ag,85.078353,2
SolarPV,2014,Ag,85.078353,2
SolarPV,2015,Ag,85.078353,2
SolarPV,2016,Ag,85.078353,2
SolarPV,2017,Ag,85.078353,2
SolarPV,2018,Ag,85.078353,2
SolarPV,2019,Ag,85.078353,2
SolarPV,2020,Ag,85.078353,2
SolarPV,2021,Ag,1628.673195,2
SolarPV,2022,Ag,1628.673195,2
SolarPV,2023,Ag,1628.673195,2
SolarPV,2024,Ag,1628.673195,2
SolarPV,2025,Ag,1628.673195,2
SolarPV,2026,Ag,1628.673195,2
SolarPV,2027,Ag,1628.673195,2
SolarPV,2028,Ag,1628.673195,2
SolarPV,2029,Ag,1628.673195,2
SolarPV,2030,Ag,1628.673195,2
SolarPV,2031,Ag,2668.707168,2
SolarPV,2032,Ag,2668.707168,2
SolarPV,2033,Ag,2668.707168,2
SolarPV,2034,Ag,2668.707168,2
SolarPV,2035,Ag,2668.707168,2
SolarPV,2036,Ag,2618.48808,2
SolarPV,2037,Ag,2618.48808,2
SolarPV,2038,Ag,2618.48808,2
SolarPV,2039,Ag,2618.48808,2
SolarPV,2040,Ag,2618.48808,2
SolarPV,2041,Ag,2883.58182,2
SolarPV,2042,Ag,2883.58182,2
SolarPV,2043,Ag,2883.58182,2
SolarPV,2044,Ag,2883.58182,2
SolarPV,2045,Ag,2883.58182,2
SolarPV,2046,Ag,2883.58182,2
SolarPV,2047,Ag,2883.58182,2
SolarPV,2048,Ag,2883.58182,2
SolarPV,2049,Ag,2883.58182,2
SolarPV,2050,Ag,2883.58182,2
SolarPV,2000,Ag,,3
SolarPV,2001,Ag,,3
SolarPV,2002,Ag,,3
SolarPV,2003,Ag,,3
SolarPV,2004,Ag,,3
SolarPV,2005,Ag,,3
SolarPV,2006,Ag,37.063848,3
SolarPV,2007,Ag,37.063848,3
SolarPV,2008,Ag,37.063848,3
SolarPV,2009,Ag,37.063848,3
SolarPV,2010,Ag,37.063848,3
SolarPV,2011,Ag,85.078353,3
SolarPV,2012,Ag,85.078353,3
SolarPV,2013,Ag,85.078353,3
SolarPV,2014,Ag,85.078353,3
SolarPV,2015,Ag,85.078353,3
SolarPV,2016,Ag,85.078353,3
SolarPV,2017,Ag,85.078353,3
SolarPV,2018,Ag,85.078353,3
SolarPV,2019,Ag,85.078353,3
SolarPV,2020,Ag,85.078353,3
SolarPV,2021,Ag,1628.673195,3
SolarPV,2022,Ag,1628.673195,3
SolarPV,2023,Ag,1628.673195,3
SolarPV,2024,Ag,1628.673195,3
SolarPV,2025,Ag,1628.673195,3
SolarPV,2026,Ag,1628.673195,3
SolarPV,2027,Ag,1628.673195,3
SolarPV,2028,Ag,1628.673195,3
SolarPV,2029,Ag,1628.673195,3
SolarPV,2030,Ag,1628.673195,3
SolarPV,2031,Ag,2668.707168,3
SolarPV,2032,Ag,2668.707168,3
SolarPV,2033,Ag,2668.707168,3
SolarPV,2034,Ag,2668.707168,3
SolarPV,2035,Ag,2668.707168,3
