,Africa,Asia,C America + Carib,Eurasia,Europe,EU 27,Middle East,N America,Oceania,S America
2000,10.927,369.4960000000001,2.613,0.1,200.1,176.2,0.365,197.0,26.159000000000006,1.9089999999999998
2001,13.029000000000002,503.914,3.96,0.3,300.36,273.36000000000007,0.37,237.0,30.646000000000008,3.407
2002,15.242999999999999,709.348,5.017000000000001,0.6,384.99399999999997,354.894,0.37,281.0,35.833,4.654
2003,18.019,947.3729999999999,6.2989999999999995,1.0,623.771,588.5709999999999,0.37,321.0,41.07699999999999,6.121
2004,21.996000000000002,1236.683,7.537,1.5,1335.3639999999998,1296.3269999999998,0.39999999999999997,393.0,48.422999999999995,7.0760000000000005
2005,25.965,1604.312,9.185,2.0,2315.5069999999996,2269.3839999999996,1.4,527.0,54.92199999999999,7.828
2006,34.26800000000001,1964.9619999999998,13.745000000000001,2.5,3266.667,3220.104,1.742,736.0,64.28099999999999,9.027999999999999
2007,46.656000000000006,2286.884,18.592,3.1,5039.852,4987.692000000001,2.273,1022.0,76.71900000000002,10.39
2008,63.373,2862.4010000000003,24.826999999999998,3.8000000000000003,10458.16,10396.756000000001,4.423,1210.0,89.38700000000003,13.17
2009,106.84499999999998,3715.256999999999,44.77899999999999,4.8,16835.742000000002,16788.928,36.113,1746.1,337.41600000000005,17.415
2010,193.84199999999998,5527.089000000001,76.623,6.01,30119.15499999999,30052.582,84.823,3187.8,1099.3519999999996,43.116
2011,266.38800000000003,9646.529000000002,118.99900000000001,7.723,53564.94999999999,52392.84199999999,208.583,5842.4,2491.2380000000007,69.16300000000001
2012,345.95399999999995,16199.991999999998,201.63800000000003,12.793,71717.285,69453.42700000001,302.72100000000006,8975.8,3826.277,163.86500000000004
2013,666.9729999999998,36055.289999999986,282.15599999999995,19.959,81859.24199999997,77721.73600000002,462.61,13078.0,4606.552000000002,197.18200000000004
2014,1573.1200000000006,60342.578,343.056,47.4,88779.95700000001,81661.55799999999,712.5240000000001,18001.0,5353.079000000001,464.45899999999995
2015,1930.76,90228.25400000002,1040.426,315.12,97292.98199999997,85768.36300000001,969.952,24490.0,6073.6410000000005,862.4940000000001
2016,2988.416,140104.801,1245.8069999999998,935.47,103859.38400000002,89575.66500000001,1475.5199999999998,36255.6,6853.312,1510.647
2017,4711.063121250001,211451.734,1610.9299999999998,3677.0699999999997,109985.554,94313.67800000001,2110.6629999999996,45414.74,7569.975999999999,3671.8840000000005
2018,7210.685621250001,275760.758,1996.5099999999995,5650.41,119284.20200000002,102139.012,3253.5360000000005,55448.139,8874.308000000008,5511.764
2019,8417.062621250001,332024.6239999999,2483.3290000000006,7355.231,139962.847,118326.29799999997,5732.7609999999995,66821.347,13285.225000000004,8540.735999999999
2020,9707.972621249997,409346.338,2790.6400000000003,8225.993999999999,160434.44400000005,136576.861,6786.240000000001,82304.83899999999,18350.317999999985,12753.455999999998
2021,10308.14962125,485030.7020000002,3275.6050000000005,9700.144,185038.62199999992,159534.806,7902.906000000001,104368.75200000001,23238.850999999984,19540.817
