,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
0,year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
0,1995,0.7571088000000001,12.5,16.0,21.0,0.75,10.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1,1996,0.8533952000000001,12.7,16.0,21.0,0.75,10.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2,1997,1.2398848,12.88,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
3,1998,1.4951552000000004,13.06,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
4,1999,2.0085520000000003,13.24,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
5,2000,2.8012320000000006,13.42,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
6,2001,2.9009285760000005,13.6,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
7,2002,3.637855648,13.72222222,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
8,2003,5.624580640000001,13.84444444,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
9,2004,11.558338400000002,13.96666667,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
10,2005,15.728758304,14.08888889,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
11,2006,16.026463824,14.21111111,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
12,2007,24.02418580800001,14.33333333,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
13,2008,58.05917566400001,14.45555556,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
14,2009,73.70407013760001,14.57777778,24.0,26.0,0.75,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
15,2010,166.508801984,14.7,25.0,27.0,0.75,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
16,2011,310.94583553600006,15.1,26.5,29.0,0.75,23.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
17,2012,302.891436176,15.4,25.0,30.0,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
18,2013,377.3450840320001,16.0,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
19,2014,413.01342488000006,16.3,29.5,32.0,0.75,26.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
20,2015,503.51723844800006,17.0,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
21,2016,764.8567570560001,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,1026.9913758720002,17.7,32.6,35.0,2.6,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,1034.279430464,18.4,33.8,36.0,2.6,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,1087.200192848,19.2,35.0,37.0,2.6,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,1130.5280000000002,20.0,39.0,42.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,1231.1488000000002,20.9,39.0,42.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,1340.7184000000002,21.1,39.0,42.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,1460.0432000000003,21.86075153,39.0,42.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,1589.9856000000002,22.31841513,39.0,42.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,1731.4976,22.64893163,39.0,42.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,1885.5984000000003,22.90866717,39.0,42.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,2053.4192000000003,23.1230961,41.0,44.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,2236.1696,23.3059583,41.0,44.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,2435.1936000000005,23.46552924,41.0,44.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,2651.9248,23.6071874,41.0,44.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,2887.9424000000004,23.73462942,41.0,44.0,2.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,3144.9712000000004,23.85050733,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,3424.8704000000007,23.9567895,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,3729.6896000000006,24.05497781,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,4061.6240000000007,24.14624472,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,4423.1152,24.23152341,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,4816.772800000001,24.31156892,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,5245.464000000001,24.38700095,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,5712.3024000000005,24.4583345,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,6220.704000000001,24.52600228,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,6774.342400000001,24.5903714,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,7377.260800000001,24.65175604,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,8033.8384000000015,24.71042724,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,8748.8464,24.7666204,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,9527.492800000002,24.82054137,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,10375.4448,24.87237115,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,11298.862400000002,24.92226981,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,12304.454400000002,24.97037955,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,13399.556800000002,25.01682731,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,14592.1104,25.06172689,41.0,44.0,2.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
