,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
16,2011,1304.86198841,15.1,26.5,29.0,0.75,23.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
17,2012,1271.06227681,15.4,25.0,30.0,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
18,2013,1583.50169192,16.0,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
19,2014,1733.18133655,16.3,29.5,32.0,0.75,26.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
20,2015,2112.97412563,17.0,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
21,2016,3209.66674836,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,4309.695952319999,17.7,32.6,35.0,1.8,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,4340.279752840001,18.4,33.8,36.0,1.8,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,4562.35795213,19.2,35.0,37.0,1.8,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,4744.18,20.0,39.0,42.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,5166.428,20.9,39.0,42.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,5626.229,21.1,39.0,42.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,6126.967,21.86075153,39.0,42.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,6672.261,22.31841513,39.0,42.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,7266.106,22.64893163,39.0,42.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,7912.779,22.90866717,39.0,42.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,8617.027,23.1230961,41.0,44.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,9383.926,23.3059583,41.0,44.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,10219.116,23.46552924,41.0,44.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,11128.613,23.6071874,41.0,44.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,12119.044,23.73462942,41.0,44.0,1.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,13197.647,23.85050733,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,14372.224,23.9567895,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,15651.376,24.05497781,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,17044.315,24.14624472,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,18561.287,24.23152341,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,20213.243,24.31156892,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,22012.215,24.38700095,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,23971.269,24.4583345,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,26104.74,24.52600228,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,28428.044,24.5903714,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,30958.148,24.65175604,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,33713.429,24.71042724,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,36713.909,24.7666204,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,39981.443,24.82054137,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,43539.813,24.87237115,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,47414.869,24.92226981,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,51634.764,24.97037955,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,56230.283,25.01682731,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,61234.749,25.06172689,41.0,44.0,1.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
