,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
0,year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
0,1995,8.314677000000001,12.5,16.0,21.0,0.75,10.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1,1996,9.372108,12.7,16.0,21.0,0.75,10.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2,1997,13.616592,12.88,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
3,1998,16.420008000000003,13.06,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
4,1999,22.058205000000005,13.24,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
5,2000,30.763530000000003,13.42,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
6,2001,31.858412040000005,13.6,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
7,2002,39.95145042,13.72222222,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
8,2003,61.76994810000001,13.84444444,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
9,2004,126.9353235,13.96666667,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
10,2005,172.73547066,14.08888889,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
11,2006,176.00491521,14.21111111,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
12,2007,263.83704057000006,14.33333333,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
13,2008,637.6141613100001,14.45555556,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
14,2009,809.428627404,14.57777778,24.0,26.0,0.75,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
15,2010,1828.62345036,14.7,25.0,27.0,0.75,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
16,2011,3414.85158669,15.1,26.5,29.0,0.75,23.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
17,2012,3326.39702229,15.4,25.0,30.0,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
18,2013,4144.05761928,16.0,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
19,2014,4535.77243395,16.3,29.5,32.0,0.75,26.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
20,2015,5529.69824367,17.0,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
21,2016,8399.76617124,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,11278.56600288,17.7,32.6,35.0,0.6,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,11358.60445956,18.4,33.8,36.0,0.6,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,11939.78783217,19.2,35.0,37.0,0.6,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,12415.62,20.0,39.0,42.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,13520.652000000002,20.9,39.0,42.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,14723.961,21.1,39.0,42.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,16034.403000000002,21.86075153,39.0,42.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,17461.449,22.31841513,39.0,42.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,19015.554,22.64893163,39.0,42.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,20707.911000000004,22.90866717,39.0,42.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,22550.943000000003,23.1230961,41.0,44.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,24557.934,23.3059583,41.0,44.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,26743.644000000004,23.46552924,41.0,44.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,29123.817000000003,23.6071874,41.0,44.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,31715.796,23.73462942,41.0,44.0,0.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,34538.523,23.85050733,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,37612.416000000005,23.9567895,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,40959.984,24.05497781,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,44605.33500000001,24.14624472,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,48575.283,24.23152341,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,52898.48700000001,24.31156892,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,57606.435000000005,24.38700095,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,62733.321,24.4583345,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,68316.66,24.52600228,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,74396.796,24.5903714,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,81018.13200000001,24.65175604,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,88228.76100000001,24.71042724,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,96081.081,24.7666204,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,104632.287,24.82054137,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,113944.617,24.87237115,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,124085.721,24.92226981,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,135129.276,24.97037955,41.0,44.0,0.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
