,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
0,year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
0,1995,0.3041955,12.5,16.0,21.0,0.75,10.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1,1996,0.342882,12.7,16.0,21.0,0.75,10.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2,1997,0.498168,12.88,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
3,1998,0.6007320000000002,13.06,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
4,1999,0.8070075000000001,13.24,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
5,2000,1.125495,13.42,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
6,2001,1.1655516600000002,13.6,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
7,2002,1.46163843,13.72222222,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
8,2003,2.25987615,13.84444444,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
9,2004,4.64397525,13.96666667,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
10,2005,6.31959039,14.08888889,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
11,2006,6.439204215,14.21111111,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
12,2007,9.652574655000002,14.33333333,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
13,2008,23.327347365000005,14.45555556,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
14,2009,29.61324246600001,14.57777778,24.0,26.0,0.75,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
15,2010,66.90085794000001,14.7,25.0,27.0,0.75,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
16,2011,124.93359463500002,15.1,26.5,29.0,0.75,23.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
17,2012,121.697452035,15.4,25.0,30.0,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
18,2013,151.61186412,16.0,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
19,2014,165.94289392500002,16.3,29.5,32.0,0.75,26.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
20,2015,202.306033305,17.0,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
21,2016,307.30851846,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,412.63046352,17.7,32.6,35.0,3.2,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,415.55869974000007,18.4,33.8,36.0,3.2,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,436.821506055,19.2,35.0,37.0,3.2,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,454.2300000000001,20.0,39.0,42.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
