,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
0,year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
0,1995,6.908617800000001,12.5,16.0,21.0,0.75,10.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1,1996,7.787231200000001,12.7,16.0,21.0,0.75,10.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2,1997,11.3139488,12.88,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
3,1998,13.643291200000002,13.06,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
4,1999,18.328037,13.24,18.0,20.0,0.75,15.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
5,2000,25.561242000000004,13.42,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
6,2001,26.470973256000004,13.6,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
7,2002,33.195432788000005,13.72222222,22.5,24.0,0.75,20.0,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
8,2003,51.324298340000006,13.84444444,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
9,2004,105.46983790000002,13.96666667,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
10,2005,143.524919524,14.08888889,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
11,2006,146.241482394,14.21111111,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
12,2007,219.22069549800003,14.33333333,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
13,2008,529.7899779340001,14.45555556,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
14,2009,672.5496400056,14.57777778,24.0,26.0,0.75,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
15,2010,1519.392818104,14.7,25.0,27.0,0.75,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
16,2011,2837.3807492660003,15.1,26.5,29.0,0.75,23.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
17,2012,2763.8843551060004,15.4,25.0,30.0,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
18,2013,3443.2738917920005,16.0,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
19,2014,3768.74750203,16.3,29.5,32.0,0.75,26.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
20,2015,4594.594800838,17.0,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
21,2016,6979.317908136,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,9371.296304832002,17.7,32.6,35.0,1.0,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,9437.799802984002,18.4,33.8,36.0,1.0,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,9920.701759738002,19.2,35.0,37.0,1.0,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,10316.068,20.0,39.0,42.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,11234.232800000002,20.9,39.0,42.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,12234.0554,21.1,39.0,42.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,13322.894200000002,21.86075153,39.0,42.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,14508.618600000002,22.31841513,39.0,42.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,15799.915600000002,22.64893163,39.0,42.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,17206.085400000004,22.90866717,39.0,42.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,18737.450200000003,23.1230961,41.0,44.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,20405.0476,23.3059583,41.0,44.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,22221.141600000003,23.46552924,41.0,44.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,24198.813800000004,23.6071874,41.0,44.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,26352.474400000003,23.73462942,41.0,44.0,1.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,28697.862200000003,23.85050733,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,31251.942400000004,23.9567895,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,34033.41760000001,24.05497781,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,37062.319,24.14624472,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,40360.9262,24.23152341,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,43953.05180000001,24.31156892,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,47864.859,24.38700095,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,52124.75940000001,24.4583345,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,56763.924000000006,24.52600228,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,61815.87440000001,24.5903714,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,67317.50480000001,24.65175604,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,73308.77540000001,24.71042724,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,79833.22340000002,24.7666204,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,86938.37180000001,24.82054137,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,94675.9338,24.87237115,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,103102.1194,24.92226981,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,112278.1464,24.97037955,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,122270.9558,25.01682731,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,133153.00740000003,25.06172689,41.0,44.0,1.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
