year,State,New Installs,Type
2027,NJ,336.7351496,PV
2028,NJ,336.7351496,PV
2029,NJ,357.3842001,PV
2030,NJ,357.3842001,PV
2031,NJ,344.8518004,PV
2032,NJ,344.8518004,PV
2033,NJ,326.3957494,PV
2034,NJ,326.3957494,PV
2035,NJ,318.7993008,PV
2036,NJ,318.7993008,PV
2037,NJ,316.8519501,PV
2038,NJ,316.8519501,PV
2039,NJ,328.3821999,PV
2040,NJ,328.3821999,PV
2041,NJ,254.2579497,PV
2042,NJ,254.2579497,PV
2043,NJ,196.15365,PV
2044,NJ,196.15365,PV
2045,NJ,157.1471498,PV
2046,NJ,157.1471498,PV
2047,NJ,128.1026502,PV
2048,NJ,128.1026502,PV
2049,NJ,106.2211004,PV
2050,NJ,106.2211004,PV
2018,NM,683.7935507,PV
2019,NM,798.1304492,PV
2020,NM,798.1304492,PV
2021,NM,79.32029958,PV
2022,NM,79.32029958,PV
2023,NM,78.28330043,PV
2024,NM,78.28330043,PV
2025,NM,439.9030499,PV
2026,NM,439.9030499,PV
2027,NM,93.26879975,PV
2028,NM,93.26879975,PV
2029,NM,1253.0003,PV
2030,NM,1253.0003,PV
2031,NM,104.1097003,PV
2032,NM,104.1097003,PV
2033,NM,1256.91795,PV
2034,NM,1256.91795,PV
2035,NM,118.4271,PV
2036,NM,118.4271,PV
2037,NM,122.1161004,PV
2038,NM,122.1161004,PV
2039,NM,122.3311495,PV
2040,NM,122.3311495,PV
2041,NM,72.61890026,PV
2042,NM,72.61890026,PV
2043,NM,48.91069992,PV
2044,NM,48.91069992,PV
2045,NM,34.82109983,PV
2046,NM,34.82109983,PV
2047,NM,26.41629974,PV
2048,NM,26.41629974,PV
2049,NM,949.5897001,PV
2050,NM,949.5897001,PV
2018,NV,2267.816915,PV
2019,NV,39.15440034,PV
2020,NV,39.15440034,PV
2021,NV,1106.674074,PV
2022,NV,1106.674074,PV
2023,NV,23.00185119,PV
2024,NV,23.00185119,PV
2025,NV,26.38603932,PV
2026,NV,26.38603932,PV
2027,NV,1303.913095,PV
2028,NV,1303.913095,PV
2029,NV,45.03044992,PV
2030,NV,45.03044992,PV
2031,NV,1959.762849,PV
2032,NV,1959.762849,PV
2033,NV,2081.031199,PV
2034,NV,2081.031199,PV
2035,NV,47.1648006,PV
2036,NV,47.1648006,PV
2037,NV,54.86069958,PV
2038,NV,54.86069958,PV
2039,NV,56.95595043,PV
2040,NV,56.95595043,PV
2041,NV,32.34759941,PV
2042,NV,32.34759941,PV
2043,NV,2768.744951,PV
2044,NV,2768.744951,PV
2045,NV,925.7486627,PV
2046,NV,925.7486627,PV
2047,NV,994.7655226,PV
2048,NV,994.7655226,PV
2049,NV,680.6026592,PV
2050,NV,680.6026592,PV
2018,NY,3666.292409,PV
2019,NY,183.2234499,PV
2020,NY,183.2234499,PV
2021,NY,203.6200504,PV
2022,NY,203.6200504,PV
2023,NY,92.35504949,PV
2024,NY,92.35504949,PV
2025,NY,114.9123499,PV
2026,NY,114.9123499,PV
2027,NY,140.3545508,PV
2028,NY,140.3545508,PV
2029,NY,1906.496823,PV
2030,NY,1906.496823,PV
2031,NY,3821.678861,PV
2032,NY,3821.678861,PV
2033,NY,8514.232324,PV
2034,NY,8514.232324,PV
2035,NY,204.0068001,PV
2036,NY,204.0068001,PV
2037,NY,230.1077496,PV
2038,NY,230.1077496,PV
2039,NY,260.8310006,PV
2040,NY,260.8310006,PV
2041,NY,192.46975,PV
2042,NY,192.46975,PV
2043,NY,137.7212495,PV
2044,NY,137.7212495,PV
2045,NY,106.6036005,PV
2046,NY,106.6036005,PV
2047,NY,1866.92827,PV
2048,NY,1866.92827,PV
2049,NY,3426.084065,PV
2050,NY,3426.084065,PV
2018,OH,244.4271983,PV
2019,OH,57.05531917,PV
2020,OH,57.05531917,PV
2021,OH,1256.446481,PV
2022,OH,1256.446481,PV
2023,OH,1176.641224,PV
2024,OH,1176.641224,PV
2025,OH,2064.127061,PV
2026,OH,2064.127061,PV
2027,OH,3638.164627,PV
2028,OH,3638.164627,PV
2029,OH,16507.88036,PV
2030,OH,16507.88036,PV
2031,OH,88.96440009,PV
2032,OH,88.96440009,PV
2033,OH,130.3645003,PV
2034,OH,130.3645003,PV
2035,OH,190.0242996,PV
2036,OH,190.0242996,PV
2037,OH,1144.855989,PV
2038,OH,1144.855989,PV
2039,OH,352.9080998,PV
2040,OH,352.9080998,PV
2041,OH,371.9413002,PV
2042,OH,371.9413002,PV
2043,OH,366.7282497,PV
2044,OH,366.7282497,PV
2045,OH,348.1200533,PV
2046,OH,348.1200533,PV
2047,OH,447.4656525,PV
2048,OH,447.4656525,PV
2049,OH,464.3473236,PV
2050,OH,464.3473236,PV
2018,OK,97.85539983,PV
2019,OK,44.55020026,PV
2020,OK,44.55020026,PV
2021,OK,47.89494958,PV
2022,OK,47.89494958,PV
2023,OK,84.91245043,PV
2024,OK,84.91245043,PV
2025,OK,1381.43744,PV
2026,OK,1381.43744,PV
2027,OK,160.4595996,PV
2028,OK,160.4595996,PV
2029,OK,2175.202224,PV
2030,OK,2175.202224,PV
2031,OK,195.8434002,PV
2032,OK,195.8434002,PV
2033,OK,249.8914997,PV
2034,OK,249.8914997,PV
2035,OK,1176.589102,PV
2036,OK,1176.589102,PV
2037,OK,889.0761917,PV
2038,OK,889.0761917,PV
2039,OK,565.5279497,PV
2040,OK,565.5279497,PV
2041,OK,1468.93283,PV
2042,OK,1468.93283,PV
2043,OK,678.5538512,PV
2044,OK,678.5538512,PV
2045,OK,400.2930499,PV
2046,OK,400.2930499,PV
2047,OK,290.7220997,PV
2048,OK,290.7220997,PV
2049,OK,1355.320739,PV
2050,OK,1355.320739,PV
2018,OR,470.37096,PV
2019,OR,42.21355017,PV
2020,OR,42.21355017,PV
2021,OR,54.65925009,PV
2022,OR,54.65925009,PV
2023,OR,70.92399958,PV
2024,OR,70.92399958,PV
2025,OR,249.2664719,PV
2026,OR,249.2664719,PV
2027,OR,2556.844777,PV
2028,OR,2556.844777,PV
2029,OR,185.4512997,PV
2030,OR,185.4512997,PV
2031,OR,4589.312668,PV
2032,OR,4589.312668,PV
2033,OR,289.7556501,PV
2034,OR,289.7556501,PV
2035,OR,345.6329499,PV
2036,OR,345.6329499,PV
2037,OR,394.7875997,PV
2038,OR,394.7875997,PV
2039,OR,502.6772548,PV
2040,OR,502.6772548,PV
2041,OR,441.9566499,PV
2042,OR,441.9566499,PV
2043,OR,656.7151801,PV
2044,OR,656.7151801,PV
2045,OR,3468.18028,PV
2046,OR,3468.18028,PV
2047,OR,3247.906785,PV
2048,OR,3247.906785,PV
2049,OR,2843.499502,PV
2050,OR,2843.499502,PV
2018,PA,423.7878846,PV
2019,PA,133.8282498,PV
2020,PA,133.8282498,PV
2021,PA,217.4189497,PV
2022,PA,217.4189497,PV
2023,PA,333.3521503,PV
2024,PA,333.3521503,PV
2025,PA,460.4399001,PV
2026,PA,460.4399001,PV
2027,PA,575.1422995,PV
2028,PA,575.1422995,PV
2029,PA,2560.3173,PV
2030,PA,2560.3173,PV
2031,PA,3914.765101,PV
2032,PA,3914.765101,PV
2033,PA,12461.38451,PV
2034,PA,12461.38451,PV
2035,PA,4781.827126,PV
2036,PA,4781.827126,PV
2037,PA,926.1804003,PV
2038,PA,926.1804003,PV
2039,PA,887.0829498,PV
2040,PA,887.0829498,PV
2041,PA,489.6034,PV
2042,PA,489.6034,PV
2043,PA,250.7177003,PV
2044,PA,250.7177003,PV
2045,PA,240.225035,PV
2046,PA,240.225035,PV
2047,PA,6356.990225,PV
2048,PA,6356.990225,PV
2049,PA,6649.711685,PV
2050,PA,6649.711685,PV
2018,RI,29.99947458,PV
2019,RI,11.35429966,PV
2020,RI,11.35429966,PV
2021,RI,31.19840026,PV
2022,RI,31.19840026,PV
2023,RI,58.29129966,PV
2024,RI,58.29129966,PV
2025,RI,67.27410085,PV
2026,RI,67.27410085,PV
2027,RI,30.41044958,PV
2028,RI,30.41044958,PV
2029,RI,28.51495026,PV
2030,RI,28.51495026,PV
2031,RI,18.72549932,PV
2032,RI,18.72549932,PV
2033,RI,1160.295901,PV
2034,RI,1160.295901,PV
2035,RI,4.63164966,PV
2036,RI,4.63164966,PV
2037,RI,9.152800085,PV
2038,RI,9.152800085,PV
2039,RI,7.524200255,PV
2040,RI,7.524200255,PV
2041,RI,1.031049745,PV
2042,RI,1.031049745,PV
2043,RI,0.16660017,PV
2044,RI,0.16660017,PV
2045,RI,0.05779983,PV
2046,RI,0.05779983,PV
2047,RI,384.6872196,PV
2048,RI,384.6872196,PV
2049,RI,93.69777256,PV
2050,RI,93.69777256,PV
2018,SC,428.5253747,PV
2019,SC,867.8041006,PV
2020,SC,867.8041006,PV
2021,SC,3034.01295,PV
2022,SC,3034.01295,PV
2023,SC,4068.485518,PV
2024,SC,4068.485518,PV
2025,SC,2824.541612,PV
2026,SC,2824.541612,PV
2027,SC,5870.451895,PV
2028,SC,5870.451895,PV
2029,SC,2064.766779,PV
2030,SC,2064.766779,PV
2031,SC,7137.227955,PV
2032,SC,7137.227955,PV
2033,SC,6862.596211,PV
2034,SC,6862.596211,PV
2035,SC,646.1771693,PV
2036,SC,646.1771693,PV
2037,SC,5806.001583,PV
2038,SC,5806.001583,PV
2039,SC,1858.638653,PV
2040,SC,1858.638653,PV
2041,SC,2331.957549,PV
2042,SC,2331.957549,PV
2043,SC,3940.319521,PV
2044,SC,3940.319521,PV
2045,SC,3119.575237,PV
2046,SC,3119.575237,PV
2047,SC,57.4838,PV
2048,SC,57.4838,PV
2049,SC,36.00600008,PV
2050,SC,36.00600008,PV
2018,SD,46.38620009,PV
2019,SD,0.70720034,PV
2020,SD,0.70720034,PV
2021,SD,0.92904966,PV
2022,SD,0.92904966,PV
2023,SD,1.489199745,PV
2024,SD,1.489199745,PV
2025,SD,4.002649915,PV
2026,SD,4.002649915,PV
2027,SD,6.568800425,PV
2028,SD,6.568800425,PV
2029,SD,1026.3036,PV
2030,SD,1026.3036,PV
2031,SD,3080.981807,PV
2032,SD,3080.981807,PV
2033,SD,23.69885034,PV
2034,SD,23.69885034,PV
2035,SD,30.48184992,PV
2036,SD,30.48184992,PV
2037,SD,206.209298,PV
2038,SD,206.209298,PV
2039,SD,58.08474975,PV
2040,SD,58.08474975,PV
2041,SD,60.05420009,PV
2042,SD,60.05420009,PV
2043,SD,54.5139006,PV
2044,SD,54.5139006,PV
2045,SD,47.93149966,PV
2046,SD,47.93149966,PV
2047,SD,36.69279966,PV
2048,SD,36.69279966,PV
2049,SD,27.59695043,PV
2050,SD,27.59695043,PV
2018,TN,169.0723099,PV
2019,TN,749.3685005,PV
2020,TN,749.3685005,PV
2021,TN,1662.213249,PV
2022,TN,1662.213249,PV
2023,TN,2388.5034,PV
2024,TN,2388.5034,PV
2025,TN,4669.356062,PV
2026,TN,4669.356062,PV
2027,TN,4287.474704,PV
2028,TN,4287.474704,PV
2029,TN,30.37984983,PV
2030,TN,30.37984983,PV
2031,TN,37.97035,PV
2032,TN,37.97035,PV
2033,TN,48.53159949,PV
2034,TN,48.53159949,PV
2035,TN,7062.993286,PV
2036,TN,7062.993286,PV
2037,TN,80.85795009,PV
2038,TN,80.85795009,PV
2039,TN,105.3677007,PV
2040,TN,105.3677007,PV
2041,TN,5415.853154,PV
2042,TN,5415.853154,PV
2043,TN,7735.883297,PV
2044,TN,7735.883297,PV
2045,TN,8582.566757,PV
2046,TN,8582.566757,PV
2047,TN,11279.71938,PV
2048,TN,11279.71938,PV
2049,TN,3663.603212,PV
2050,TN,3663.603212,PV
2018,TX,2083.967253,PV
2019,TX,6871.215355,PV
2020,TX,6871.215355,PV
2021,TX,8511.433366,PV
2022,TX,8511.433366,PV
2023,TX,12620.96764,PV
2024,TX,12620.96764,PV
2025,TX,1170.295306,PV
2026,TX,1170.295306,PV
2027,TX,1310.041245,PV
2028,TX,1310.041245,PV
2029,TX,12571.16711,PV
2030,TX,12571.16711,PV
2031,TX,8031.270823,PV
2032,TX,8031.270823,PV
2033,TX,3258.367385,PV
2034,TX,3258.367385,PV
2035,TX,3642.676713,PV
2036,TX,3642.676713,PV
2037,TX,13257.534,PV
2038,TX,13257.534,PV
2039,TX,1199.6543,PV
2040,TX,1199.6543,PV
2041,TX,12097.81843,PV
2042,TX,12097.81843,PV
2043,TX,1163.953768,PV
2044,TX,1163.953768,PV
2045,TX,3618.776714,PV
2046,TX,3618.776714,PV
2047,TX,4701.335624,PV
2048,TX,4701.335624,PV
2049,TX,18227.10389,PV
2050,TX,18227.10389,PV
2018,UT,1326.755395,PV
2019,UT,128.8583003,PV
2020,UT,128.8583003,PV
2021,UT,161.9071497,PV
2022,UT,161.9071497,PV
2023,UT,174.5696004,PV
2024,UT,174.5696004,PV
2025,UT,597.4014199,PV
2026,UT,597.4014199,PV
2027,UT,1246.03385,PV
2028,UT,1246.03385,PV
2029,UT,473.0326206,PV
2030,UT,473.0326206,PV
2031,UT,2403.208269,PV
2032,UT,2403.208269,PV
2033,UT,108.6214997,PV
2034,UT,108.6214997,PV
2035,UT,89.35370043,PV
2036,UT,89.35370043,PV
2037,UT,72.11909975,PV
2038,UT,72.11909975,PV
2039,UT,64.06194949,PV
2040,UT,64.06194949,PV
2041,UT,38.06555077,PV
2042,UT,38.06555077,PV
2043,UT,24.99084924,PV
2044,UT,24.99084924,PV
2045,UT,17.06885043,PV
2046,UT,17.06885043,PV
2047,UT,13.64165,PV
2048,UT,13.64165,PV
2049,UT,12.18644966,PV
2050,UT,12.18644966,PV
2018,VA,510.3815653,PV
2019,VA,37.11269975,PV
2020,VA,37.11269975,PV
2021,VA,36.96055,PV
2022,VA,36.96055,PV
2023,VA,45.65944966,PV
2024,VA,45.65944966,PV
2025,VA,83.60004983,PV
2026,VA,83.60004983,PV
2027,VA,1588.2352,PV
2028,VA,1588.2352,PV
2029,VA,7184.238251,PV
2030,VA,7184.238251,PV
2031,VA,170.3944,PV
2032,VA,170.3944,PV
2033,VA,196.5888504,PV
2034,VA,196.5888504,PV
2035,VA,2914.380062,PV
2036,VA,2914.380062,PV
2037,VA,316.0852501,PV
2038,VA,316.0852501,PV
2039,VA,381.8404004,PV
2040,VA,381.8404004,PV
2041,VA,1163.022741,PV
2042,VA,1163.022741,PV
2043,VA,2093.679665,PV
2044,VA,2093.679665,PV
2045,VA,4763.484223,PV
2046,VA,4763.484223,PV
2047,VA,10074.57217,PV
2048,VA,10074.57217,PV
2049,VA,12243.63206,PV
2050,VA,12243.63206,PV
2018,VT,205.4227307,PV
2019,VT,33.53545409,PV
2020,VT,33.53545409,PV
2021,VT,40.11095881,PV
2022,VT,40.11095881,PV
2023,VT,44.61740661,PV
2024,VT,44.61740661,PV
2025,VT,46.73248295,PV
2026,VT,46.73248295,PV
2027,VT,53.42650095,PV
2028,VT,53.42650095,PV
2029,VT,58.60594323,PV
2030,VT,58.60594323,PV
2031,VT,52.15740063,PV
2032,VT,52.15740063,PV
2033,VT,37.85109092,PV
2034,VT,37.85109092,PV
2035,VT,15.67103019,PV
2036,VT,15.67103019,PV
2037,VT,210.9733546,PV
2038,VT,210.9733546,PV
2039,VT,33.21177078,PV
2040,VT,33.21177078,PV
2041,VT,15.39125617,PV
2042,VT,15.39125617,PV
2043,VT,8.19485051,PV
2044,VT,8.19485051,PV
2045,VT,7.185049575,PV
2046,VT,7.185049575,PV
2047,VT,5.500349745,PV
2048,VT,5.500349745,PV
2049,VT,132.3334043,PV
2050,VT,132.3334043,PV
2018,WA,80.50009941,PV
2019,WA,9.78435051,PV
2020,WA,9.78435051,PV
2021,WA,7.11704983,PV
2022,WA,7.11704983,PV
2023,WA,3.41444983,PV
2024,WA,3.41444983,PV
2025,WA,14.55964983,PV
2026,WA,14.55964983,PV
2027,WA,33.94560043,PV
2028,WA,33.94560043,PV
2029,WA,75.38139983,PV
2030,WA,75.38139983,PV
2031,WA,4285.632,PV
2032,WA,4285.632,PV
2033,WA,133.7925497,PV
2034,WA,133.7925497,PV
2035,WA,164.9569505,PV
2036,WA,164.9569505,PV
2037,WA,180.3096496,PV
2038,WA,180.3096496,PV
2039,WA,199.5409007,PV
2040,WA,199.5409007,PV
2041,WA,71.83944966,PV
2042,WA,71.83944966,PV
2043,WA,39.89814983,PV
2044,WA,39.89814983,PV
2045,WA,5992.182369,PV
2046,WA,5992.182369,PV
2047,WA,27.27225017,PV
2048,WA,27.27225017,PV
2049,WA,614.7636914,PV
2050,WA,614.7636914,PV
2018,WI,1576.930004,PV
2019,WI,573.9118552,PV
2020,WI,573.9118552,PV
2021,WI,40.71925,PV
2022,WI,40.71925,PV
2023,WI,70.42164932,PV
2024,WI,70.42164932,PV
2025,WI,120.3243001,PV
2026,WI,120.3243001,PV
2027,WI,959.2433577,PV
2028,WI,959.2433577,PV
2029,WI,300.0151508,PV
2030,WI,300.0151508,PV
2031,WI,4730.976035,PV
2032,WI,4730.976035,PV
2033,WI,498.5708999,PV
2034,WI,498.5708999,PV
2035,WI,551.0184505,PV
2036,WI,551.0184505,PV
2037,WI,545.2614003,PV
2038,WI,545.2614003,PV
2039,WI,512.2371993,PV
2040,WI,512.2371993,PV
2041,WI,972.9521445,PV
2042,WI,972.9521445,PV
2043,WI,255.0204001,PV
2044,WI,255.0204001,PV
2045,WI,179.2054997,PV
2046,WI,179.2054997,PV
2047,WI,147.9747998,PV
2048,WI,147.9747998,PV
2049,WI,119.8491499,PV
2050,WI,119.8491499,PV
2018,WV,45.31094992,PV
2019,WV,1.46285051,PV
2020,WV,1.46285051,PV
2021,WV,0.948599575,PV
2022,WV,0.948599575,PV
2023,WV,1.027650085,PV
2024,WV,1.027650085,PV
2025,WV,3.415299745,PV
2026,WV,3.415299745,PV
2027,WV,6.03244983,PV
2028,WV,6.03244983,PV
2029,WV,3197.2155,PV
2030,WV,3197.2155,PV
2031,WV,13.99610009,PV
2032,WV,13.99610009,PV
2033,WV,19.36300009,PV
2034,WV,19.36300009,PV
2035,WV,26.8906,PV
2036,WV,26.8906,PV
2037,WV,37.17135043,PV
2038,WV,37.17135043,PV
2039,WV,50.65660017,PV
2040,WV,50.65660017,PV
2041,WV,57.68269975,PV
2042,WV,57.68269975,PV
2043,WV,62.47074966,PV
2044,WV,62.47074966,PV
2045,WV,64.10529983,PV
2046,WV,64.10529983,PV
2047,WV,211.4224782,PV
2048,WV,211.4224782,PV
2049,WV,941.7448033,PV
2050,WV,941.7448033,PV
2018,WY,46.63099975,PV
2019,WY,2.27035017,PV
2020,WY,2.27035017,PV
2021,WY,2.14880017,PV
2022,WY,2.14880017,PV
2023,WY,2.084200085,PV
2024,WY,2.084200085,PV
2025,WY,3.065950085,PV
2026,WY,3.065950085,PV
2027,WY,620.8188381,PV
2028,WY,620.8188381,PV
2029,WY,90.50893075,PV
2030,WY,90.50893075,PV
2031,WY,742.1613513,PV
2032,WY,742.1613513,PV
2033,WY,743.26805,PV
2034,WY,743.26805,PV
2035,WY,10.95650017,PV
2036,WY,10.95650017,PV
2037,WY,1654.013932,PV
2038,WY,1654.013932,PV
2039,WY,15.5244006,PV
2040,WY,15.5244006,PV
2041,WY,12.71089958,PV
2042,WY,12.71089958,PV
2043,WY,13.01180034,PV
2044,WY,13.01180034,PV
2045,WY,13.14864975,PV
2046,WY,13.14864975,PV
2047,WY,13.3458506,PV
2048,WY,13.3458506,PV
2049,WY,371.7574305,PV
2050,WY,371.7574305,PV
