year,State,Type,New Installs
2018,MO,Rooftop_MW,122.221818
2019,MO,Rooftop_MW,140.200909
2020,MO,Rooftop_MW,17.979091
2021,MO,Rooftop_MW,149.805455
2022,MO,Rooftop_MW,9.604546
2023,MO,Rooftop_MW,160.240909
2024,MO,Rooftop_MW,10.435454
2025,MO,Rooftop_MW,221.238182
2026,MO,Rooftop_MW,60.997273
2027,MO,Rooftop_MW,298.17
2028,MO,Rooftop_MW,76.931818
2029,MO,Rooftop_MW,390.354545
2030,MO,Rooftop_MW,92.184545
2031,MO,Rooftop_MW,500.048182
2032,MO,Rooftop_MW,109.693637
2033,MO,Rooftop_MW,628.467273
2034,MO,Rooftop_MW,128.419091
2035,MO,Rooftop_MW,718.641818
2036,MO,Rooftop_MW,90.174545
2037,MO,Rooftop_MW,987.146364
2038,MO,Rooftop_MW,268.504546
2039,MO,Rooftop_MW,1199.499091
2040,MO,Rooftop_MW,212.352727
2041,MO,Rooftop_MW,1367.696364
2042,MO,Rooftop_MW,168.197273
2043,MO,Rooftop_MW,1522.952727
2044,MO,Rooftop_MW,155.256363
2045,MO,Rooftop_MW,1682.229091
2046,MO,Rooftop_MW,159.276364
2047,MO,Rooftop_MW,1828.587273
2048,MO,Rooftop_MW,146.358182
2049,MO,Rooftop_MW,1965.442727
2050,MO,Rooftop_MW,136.855454
2018,MS,Rooftop_MW,2.382727
2019,MS,Rooftop_MW,4.55
2020,MS,Rooftop_MW,2.167273
2021,MS,Rooftop_MW,7.431818
2022,MS,Rooftop_MW,2.881818
2023,MS,Rooftop_MW,11.101818
2024,MS,Rooftop_MW,3.67
2025,MS,Rooftop_MW,16.618182
2026,MS,Rooftop_MW,5.516364
2027,MS,Rooftop_MW,25.793636
2028,MS,Rooftop_MW,9.175454
2029,MS,Rooftop_MW,43.294545
2030,MS,Rooftop_MW,17.500909
2031,MS,Rooftop_MW,79.724545
2032,MS,Rooftop_MW,36.43
2033,MS,Rooftop_MW,153.275455
2034,MS,Rooftop_MW,73.55091
2035,MS,Rooftop_MW,288.645455
2036,MS,Rooftop_MW,135.37
2037,MS,Rooftop_MW,482.287273
2038,MS,Rooftop_MW,193.641818
2039,MS,Rooftop_MW,709.78
2040,MS,Rooftop_MW,227.492727
2041,MS,Rooftop_MW,774.195455
2042,MS,Rooftop_MW,64.415455
2043,MS,Rooftop_MW,830.825455
2044,MS,Rooftop_MW,56.63
2045,MS,Rooftop_MW,879.757273
2046,MS,Rooftop_MW,48.931818
2047,MS,Rooftop_MW,923.720909
2048,MS,Rooftop_MW,43.963636
2049,MS,Rooftop_MW,960.642727
2050,MS,Rooftop_MW,36.921818
2018,MT,Rooftop_MW,14.900909
2019,MT,Rooftop_MW,23.292727
2020,MT,Rooftop_MW,8.391818
2021,MT,Rooftop_MW,34.513636
2022,MT,Rooftop_MW,11.220909
2023,MT,Rooftop_MW,47.166364
2024,MT,Rooftop_MW,12.652728
2025,MT,Rooftop_MW,68.869091
2026,MT,Rooftop_MW,21.702727
2027,MT,Rooftop_MW,98.496364
2028,MT,Rooftop_MW,29.627273
2029,MT,Rooftop_MW,132.267273
2030,MT,Rooftop_MW,33.770909
2031,MT,Rooftop_MW,164.528182
2032,MT,Rooftop_MW,32.260909
2033,MT,Rooftop_MW,191.470909
2034,MT,Rooftop_MW,26.942727
2035,MT,Rooftop_MW,214.064545
2036,MT,Rooftop_MW,22.593636
2037,MT,Rooftop_MW,233.958182
2038,MT,Rooftop_MW,19.893637
2039,MT,Rooftop_MW,251.78
2040,MT,Rooftop_MW,17.821818
2041,MT,Rooftop_MW,264.446364
2042,MT,Rooftop_MW,12.666364
2043,MT,Rooftop_MW,277.156364
2044,MT,Rooftop_MW,12.71
2045,MT,Rooftop_MW,288.848182
2046,MT,Rooftop_MW,11.691818
2047,MT,Rooftop_MW,299.598182
2048,MT,Rooftop_MW,10.75
2049,MT,Rooftop_MW,310.678182
2050,MT,Rooftop_MW,11.08
2018,NC,Rooftop_MW,192.041818
2019,NC,Rooftop_MW,358.148182
2020,NC,Rooftop_MW,166.106364
2021,NC,Rooftop_MW,497.278182
2022,NC,Rooftop_MW,139.13
2023,NC,Rooftop_MW,609.71
2024,NC,Rooftop_MW,112.431818
2025,NC,Rooftop_MW,765.138182
2026,NC,Rooftop_MW,155.428182
2027,NC,Rooftop_MW,980.535455
2028,NC,Rooftop_MW,215.397273
2029,NC,Rooftop_MW,1298.684545
2030,NC,Rooftop_MW,318.14909
2031,NC,Rooftop_MW,1674.751818
2032,NC,Rooftop_MW,376.067273
2033,NC,Rooftop_MW,2140.172727
2034,NC,Rooftop_MW,465.420909
2035,NC,Rooftop_MW,2714.406364
2036,NC,Rooftop_MW,574.233637
2037,NC,Rooftop_MW,3342.99
2038,NC,Rooftop_MW,628.583636
2039,NC,Rooftop_MW,3985.957273
2040,NC,Rooftop_MW,642.967273
2041,NC,Rooftop_MW,4543.918182
2042,NC,Rooftop_MW,557.960909
2043,NC,Rooftop_MW,5023.19
2044,NC,Rooftop_MW,479.271818
2045,NC,Rooftop_MW,5424.687273
2046,NC,Rooftop_MW,401.497273
2047,NC,Rooftop_MW,5774.960909
2048,NC,Rooftop_MW,350.273636
2049,NC,Rooftop_MW,6044.359091
2050,NC,Rooftop_MW,269.398182
2018,ND,Rooftop_MW,48.309091
2019,ND,Rooftop_MW,48.546364
2020,ND,Rooftop_MW,0.237273
2021,ND,Rooftop_MW,48.961818
2022,ND,Rooftop_MW,0.415454
2023,ND,Rooftop_MW,49.729091
2024,ND,Rooftop_MW,0.767273
2025,ND,Rooftop_MW,51.797273
2026,ND,Rooftop_MW,2.068182
2027,ND,Rooftop_MW,55.711818
2028,ND,Rooftop_MW,3.914545
2029,ND,Rooftop_MW,62.561818
2030,ND,Rooftop_MW,6.85
2031,ND,Rooftop_MW,74.373636
2032,ND,Rooftop_MW,11.811818
2033,ND,Rooftop_MW,93.41
2034,ND,Rooftop_MW,19.036364
2035,ND,Rooftop_MW,121.386364
2036,ND,Rooftop_MW,27.976364
2037,ND,Rooftop_MW,165.634545
2038,ND,Rooftop_MW,44.248181
2039,ND,Rooftop_MW,225.054545
2040,ND,Rooftop_MW,59.42
2041,ND,Rooftop_MW,293.779091
2042,ND,Rooftop_MW,68.724546
2043,ND,Rooftop_MW,363.676364
2044,ND,Rooftop_MW,69.897273
2045,ND,Rooftop_MW,432.073636
2046,ND,Rooftop_MW,68.397272
2047,ND,Rooftop_MW,488.179091
2048,ND,Rooftop_MW,56.105455
2049,ND,Rooftop_MW,534.548182
2050,ND,Rooftop_MW,46.369091
2018,NE,Rooftop_MW,55.901818
2019,NE,Rooftop_MW,67.905455
2020,NE,Rooftop_MW,12.003637
2021,NE,Rooftop_MW,77.256364
2022,NE,Rooftop_MW,9.350909
2023,NE,Rooftop_MW,88.761818
2024,NE,Rooftop_MW,11.505454
2025,NE,Rooftop_MW,131.452727
2026,NE,Rooftop_MW,42.690909
2027,NE,Rooftop_MW,160.611818
2028,NE,Rooftop_MW,29.159091
2029,NE,Rooftop_MW,191.480909
2030,NE,Rooftop_MW,30.869091
2031,NE,Rooftop_MW,227.814545
2032,NE,Rooftop_MW,36.333636
2033,NE,Rooftop_MW,271.099091
2034,NE,Rooftop_MW,43.284546
2035,NE,Rooftop_MW,288.559091
2036,NE,Rooftop_MW,17.46
2037,NE,Rooftop_MW,385.444545
2038,NE,Rooftop_MW,96.885454
2039,NE,Rooftop_MW,443.263636
2040,NE,Rooftop_MW,57.819091
2041,NE,Rooftop_MW,476.62
2042,NE,Rooftop_MW,33.356364
2043,NE,Rooftop_MW,507.608182
2044,NE,Rooftop_MW,30.988182
2045,NE,Rooftop_MW,542.473636
2046,NE,Rooftop_MW,34.865454
2047,NE,Rooftop_MW,584.399091
2048,NE,Rooftop_MW,41.925455
2049,NE,Rooftop_MW,622.769091
2050,NE,Rooftop_MW,38.37
2018,NH,Rooftop_MW,69.501818
2019,NH,Rooftop_MW,103.83
2020,NH,Rooftop_MW,34.328182
2021,NH,Rooftop_MW,115.756364
2022,NH,Rooftop_MW,11.926364
2023,NH,Rooftop_MW,128.931818
2024,NH,Rooftop_MW,13.175454
2025,NH,Rooftop_MW,144.602727
2026,NH,Rooftop_MW,15.670909
2027,NH,Rooftop_MW,171.154545
2028,NH,Rooftop_MW,26.551818
2029,NH,Rooftop_MW,200.201818
2030,NH,Rooftop_MW,29.047273
2031,NH,Rooftop_MW,226.39
2032,NH,Rooftop_MW,26.188182
2033,NH,Rooftop_MW,247.504545
2034,NH,Rooftop_MW,21.114545
2035,NH,Rooftop_MW,258.987273
2036,NH,Rooftop_MW,11.482728
2037,NH,Rooftop_MW,268.043636
2038,NH,Rooftop_MW,9.056363
2039,NH,Rooftop_MW,276.248182
2040,NH,Rooftop_MW,8.204546
2041,NH,Rooftop_MW,280.86
2042,NH,Rooftop_MW,4.611818
2043,NH,Rooftop_MW,283.17
2044,NH,Rooftop_MW,2.31
2045,NH,Rooftop_MW,286.867273
2046,NH,Rooftop_MW,3.697273
2047,NH,Rooftop_MW,289.150909
2048,NH,Rooftop_MW,2.283636
2049,NH,Rooftop_MW,291.623636
2050,NH,Rooftop_MW,2.472727
2018,NJ,Rooftop_MW,1592.901818
2019,NJ,Rooftop_MW,1777.084545
2020,NJ,Rooftop_MW,184.182727
2021,NJ,Rooftop_MW,1970.526364
2022,NJ,Rooftop_MW,193.441819
2023,NJ,Rooftop_MW,2170.513636
2024,NJ,Rooftop_MW,199.987272
2025,NJ,Rooftop_MW,2395.917273
2026,NJ,Rooftop_MW,225.403637
2027,NJ,Rooftop_MW,2637.58
2028,NJ,Rooftop_MW,241.662727
2029,NJ,Rooftop_MW,2881.974545
2030,NJ,Rooftop_MW,244.394545
2031,NJ,Rooftop_MW,3093.151818
2032,NJ,Rooftop_MW,211.177273
2033,NJ,Rooftop_MW,3269.725455
2034,NJ,Rooftop_MW,176.573637
2035,NJ,Rooftop_MW,3419.769091
2036,NJ,Rooftop_MW,150.043636
2037,NJ,Rooftop_MW,3549.575455
2038,NJ,Rooftop_MW,129.806364
2039,NJ,Rooftop_MW,3663.019091
2040,NJ,Rooftop_MW,113.443636
2041,NJ,Rooftop_MW,3755.596364
2042,NJ,Rooftop_MW,92.577273
2043,NJ,Rooftop_MW,3833.568182
2044,NJ,Rooftop_MW,77.971818
2045,NJ,Rooftop_MW,3903.104545
2046,NJ,Rooftop_MW,69.536363
2047,NJ,Rooftop_MW,3967.371818
2048,NJ,Rooftop_MW,64.267273
2049,NJ,Rooftop_MW,4027.073636
2050,NJ,Rooftop_MW,59.701818
2018,NM,Rooftop_MW,121.314545
2019,NM,Rooftop_MW,183.202727
2020,NM,Rooftop_MW,61.888182
2021,NM,Rooftop_MW,254.733636
2022,NM,Rooftop_MW,71.530909
2023,NM,Rooftop_MW,309.495455
2024,NM,Rooftop_MW,54.761819
2025,NM,Rooftop_MW,365.758182
2026,NM,Rooftop_MW,56.262727
2027,NM,Rooftop_MW,420.75
2028,NM,Rooftop_MW,54.991818
2029,NM,Rooftop_MW,477.920909
2030,NM,Rooftop_MW,57.170909
2031,NM,Rooftop_MW,521.71
2032,NM,Rooftop_MW,43.789091
2033,NM,Rooftop_MW,559.916364
2034,NM,Rooftop_MW,38.206364
2035,NM,Rooftop_MW,596.737273
2036,NM,Rooftop_MW,36.820909
2037,NM,Rooftop_MW,635.336364
2038,NM,Rooftop_MW,38.599091
2039,NM,Rooftop_MW,674.849091
2040,NM,Rooftop_MW,39.512727
2041,NM,Rooftop_MW,700.518182
2042,NM,Rooftop_MW,25.669091
2043,NM,Rooftop_MW,731.111818
2044,NM,Rooftop_MW,30.593636
2045,NM,Rooftop_MW,759.51
2046,NM,Rooftop_MW,28.398182
2047,NM,Rooftop_MW,786.53
2048,NM,Rooftop_MW,27.02
2049,NM,Rooftop_MW,812.866364
2050,NM,Rooftop_MW,26.336364
2018,NV,Rooftop_MW,244.557273
2019,NV,Rooftop_MW,270.673636
2020,NV,Rooftop_MW,26.116363
2021,NV,Rooftop_MW,286.561818
2022,NV,Rooftop_MW,15.888182
2023,NV,Rooftop_MW,298.06
2024,NV,Rooftop_MW,11.498182
2025,NV,Rooftop_MW,309.396364
2026,NV,Rooftop_MW,11.336364
2027,NV,Rooftop_MW,320.95
2028,NV,Rooftop_MW,11.553636
2029,NV,Rooftop_MW,338.733636
2030,NV,Rooftop_MW,17.783636
2031,NV,Rooftop_MW,352.120909
2032,NV,Rooftop_MW,13.387273
2033,NV,Rooftop_MW,361.972727
2034,NV,Rooftop_MW,9.851818
2035,NV,Rooftop_MW,372.445455
2036,NV,Rooftop_MW,10.472728
2037,NV,Rooftop_MW,382.994545
2038,NV,Rooftop_MW,10.54909
2039,NV,Rooftop_MW,394.099091
2040,NV,Rooftop_MW,11.104546
2041,NV,Rooftop_MW,400.594545
2042,NV,Rooftop_MW,6.495454
2043,NV,Rooftop_MW,410.610909
2044,NV,Rooftop_MW,10.016364
2045,NV,Rooftop_MW,419.249091
2046,NV,Rooftop_MW,8.638182
2047,NV,Rooftop_MW,427.789091
2048,NV,Rooftop_MW,8.54
2049,NV,Rooftop_MW,436.294545
2050,NV,Rooftop_MW,8.505454
2018,NY,Rooftop_MW,876.983636
2019,NY,Rooftop_MW,1039.881818
2020,NY,Rooftop_MW,162.898182
2021,NY,Rooftop_MW,1211.941818
2022,NY,Rooftop_MW,172.06
2023,NY,Rooftop_MW,1274.810909
2024,NY,Rooftop_MW,62.869091
2025,NY,Rooftop_MW,1346.779091
2026,NY,Rooftop_MW,71.968182
2027,NY,Rooftop_MW,1431.106364
2028,NY,Rooftop_MW,84.327273
2029,NY,Rooftop_MW,1529.69
2030,NY,Rooftop_MW,98.583636
2031,NY,Rooftop_MW,1611.331818
2032,NY,Rooftop_MW,81.641818
2033,NY,Rooftop_MW,1684.161818
2034,NY,Rooftop_MW,72.83
2035,NY,Rooftop_MW,1747.761818
2036,NY,Rooftop_MW,63.6
2037,NY,Rooftop_MW,1805.603636
2038,NY,Rooftop_MW,57.841818
2039,NY,Rooftop_MW,1860.994545
2040,NY,Rooftop_MW,55.390909
2041,NY,Rooftop_MW,1903.060909
2042,NY,Rooftop_MW,42.066364
2043,NY,Rooftop_MW,1939.473636
2044,NY,Rooftop_MW,36.412727
2045,NY,Rooftop_MW,1978.966364
2046,NY,Rooftop_MW,39.492728
2047,NY,Rooftop_MW,2023.41
2048,NY,Rooftop_MW,44.443636
2049,NY,Rooftop_MW,2070.316364
2050,NY,Rooftop_MW,46.906364
2018,OH,Rooftop_MW,89.198182
2019,OH,Rooftop_MW,93.527273
2020,OH,Rooftop_MW,4.329091
2021,OH,Rooftop_MW,96.726364
2022,OH,Rooftop_MW,3.199091
2023,OH,Rooftop_MW,100.041818
2024,OH,Rooftop_MW,3.315454
2025,OH,Rooftop_MW,107.213636
2026,OH,Rooftop_MW,7.171818
2027,OH,Rooftop_MW,121.546364
2028,OH,Rooftop_MW,14.332728
2029,OH,Rooftop_MW,147.635455
2030,OH,Rooftop_MW,26.089091
2031,OH,Rooftop_MW,187.575455
2032,OH,Rooftop_MW,39.94
2033,OH,Rooftop_MW,243.972727
2034,OH,Rooftop_MW,56.397272
2035,OH,Rooftop_MW,317.868182
2036,OH,Rooftop_MW,73.895455
2037,OH,Rooftop_MW,407.04
2038,OH,Rooftop_MW,89.171818
2039,OH,Rooftop_MW,507.2
2040,OH,Rooftop_MW,100.16
2041,OH,Rooftop_MW,609.701818
2042,OH,Rooftop_MW,102.501818
2043,OH,Rooftop_MW,716.825455
2044,OH,Rooftop_MW,107.123637
2045,OH,Rooftop_MW,825.156364
2046,OH,Rooftop_MW,108.330909
2047,OH,Rooftop_MW,940.295455
2048,OH,Rooftop_MW,115.139091
2049,OH,Rooftop_MW,1054.508182
2050,OH,Rooftop_MW,114.212727
2018,OK,Rooftop_MW,61.377273
2019,OK,Rooftop_MW,84.528182
2020,OK,Rooftop_MW,23.150909
2021,OK,Rooftop_MW,102.225455
2022,OK,Rooftop_MW,17.697273
2023,OK,Rooftop_MW,125.812727
2024,OK,Rooftop_MW,23.587272
2025,OK,Rooftop_MW,166.417273
2026,OK,Rooftop_MW,40.604546
2027,OK,Rooftop_MW,219.85
2028,OK,Rooftop_MW,53.432727
2029,OK,Rooftop_MW,300.863636
2030,OK,Rooftop_MW,81.013636
2031,OK,Rooftop_MW,379.462727
2032,OK,Rooftop_MW,78.599091
2033,OK,Rooftop_MW,472.153636
2034,OK,Rooftop_MW,92.690909
2035,OK,Rooftop_MW,587.641818
2036,OK,Rooftop_MW,115.488182
2037,OK,Rooftop_MW,730.350909
2038,OK,Rooftop_MW,142.709091
2039,OK,Rooftop_MW,908.843636
2040,OK,Rooftop_MW,178.492727
2041,OK,Rooftop_MW,1094.841818
2042,OK,Rooftop_MW,185.998182
2043,OK,Rooftop_MW,1284.123636
2044,OK,Rooftop_MW,189.281818
2045,OK,Rooftop_MW,1467.623636
2046,OK,Rooftop_MW,183.5
2047,OK,Rooftop_MW,1631.656364
2048,OK,Rooftop_MW,164.032728
2049,OK,Rooftop_MW,1773.201818
2050,OK,Rooftop_MW,141.545454
2018,OR,Rooftop_MW,135.725455
2019,OR,Rooftop_MW,174.75
2020,OR,Rooftop_MW,39.024545
2021,OR,Rooftop_MW,212.482727
2022,OR,Rooftop_MW,37.732727
2023,OR,Rooftop_MW,253.087273
2024,OR,Rooftop_MW,40.604546
2025,OR,Rooftop_MW,322.025455
2026,OR,Rooftop_MW,68.938182
2027,OR,Rooftop_MW,419.272727
2028,OR,Rooftop_MW,97.247272
2029,OR,Rooftop_MW,546.213636
2030,OR,Rooftop_MW,126.940909
2031,OR,Rooftop_MW,695.453636
2032,OR,Rooftop_MW,149.24
2033,OR,Rooftop_MW,862.604545
2034,OR,Rooftop_MW,167.150909
2035,OR,Rooftop_MW,1052.38
2036,OR,Rooftop_MW,189.775455
2037,OR,Rooftop_MW,1255.919091
2038,OR,Rooftop_MW,203.539091
2039,OR,Rooftop_MW,1470.104545
2040,OR,Rooftop_MW,214.185454
2041,OR,Rooftop_MW,1677.6
2042,OR,Rooftop_MW,207.495455
2043,OR,Rooftop_MW,1880.069091
2044,OR,Rooftop_MW,202.469091
2045,OR,Rooftop_MW,2075.208182
2046,OR,Rooftop_MW,195.139091
2047,OR,Rooftop_MW,2261.141818
2048,OR,Rooftop_MW,185.933636
2049,OR,Rooftop_MW,2432.704545
2050,OR,Rooftop_MW,171.562727
2018,PA,Rooftop_MW,294.699091
2019,PA,Rooftop_MW,410.172727
2020,PA,Rooftop_MW,115.473636
2021,PA,Rooftop_MW,590.356364
2022,PA,Rooftop_MW,180.183637
2023,PA,Rooftop_MW,837.366364
2024,PA,Rooftop_MW,247.01
2025,PA,Rooftop_MW,1151.539091
2026,PA,Rooftop_MW,314.172727
2027,PA,Rooftop_MW,1521.46
2028,PA,Rooftop_MW,369.920909
2029,PA,Rooftop_MW,1931.935455
2030,PA,Rooftop_MW,410.475455
2031,PA,Rooftop_MW,2307.911818
2032,PA,Rooftop_MW,375.976363
2033,PA,Rooftop_MW,2658.279091
2034,PA,Rooftop_MW,350.367273
2035,PA,Rooftop_MW,3013.604545
2036,PA,Rooftop_MW,355.325454
2037,PA,Rooftop_MW,3366.060909
2038,PA,Rooftop_MW,352.456364
2039,PA,Rooftop_MW,3686.907273
2040,PA,Rooftop_MW,320.846364
2041,PA,Rooftop_MW,3899.862727
2042,PA,Rooftop_MW,212.955454
2043,PA,Rooftop_MW,4060.903636
2044,PA,Rooftop_MW,161.040909
2045,PA,Rooftop_MW,4231.96
2046,PA,Rooftop_MW,171.056364
2047,PA,Rooftop_MW,4417.331818
2048,PA,Rooftop_MW,185.371818
2049,PA,Rooftop_MW,4618.633636
2050,PA,Rooftop_MW,201.301818
2018,RI,Rooftop_MW,5.288182
2019,RI,Rooftop_MW,16.5
2020,RI,Rooftop_MW,11.211818
2021,RI,Rooftop_MW,48.54
2022,RI,Rooftop_MW,32.04
2023,RI,Rooftop_MW,105.091818
2024,RI,Rooftop_MW,56.551818
2025,RI,Rooftop_MW,162.128182
2026,RI,Rooftop_MW,57.036364
2027,RI,Rooftop_MW,182.131818
2028,RI,Rooftop_MW,20.003636
2029,RI,Rooftop_MW,196.497273
2030,RI,Rooftop_MW,14.365455
2031,RI,Rooftop_MW,201.281818
2032,RI,Rooftop_MW,4.784545
2033,RI,Rooftop_MW,202.215455
2034,RI,Rooftop_MW,0.933637
2035,RI,Rooftop_MW,203.196364
2036,RI,Rooftop_MW,0.980909
2037,RI,Rooftop_MW,203.531818
2038,RI,Rooftop_MW,0.335454
2039,RI,Rooftop_MW,203.777273
2040,RI,Rooftop_MW,0.245455
2041,RI,Rooftop_MW,203.777273
2042,RI,Rooftop_MW,0
2043,RI,Rooftop_MW,203.777273
2044,RI,Rooftop_MW,0
2045,RI,Rooftop_MW,203.787273
2046,RI,Rooftop_MW,0.01
2047,RI,Rooftop_MW,203.787273
2048,RI,Rooftop_MW,0
2049,RI,Rooftop_MW,203.788182
2050,RI,Rooftop_MW,0.000909
2018,SC,Rooftop_MW,103.93
2019,SC,Rooftop_MW,241.788182
2020,SC,Rooftop_MW,137.858182
2021,SC,Rooftop_MW,472.272727
2022,SC,Rooftop_MW,230.484545
2023,SC,Rooftop_MW,778.076364
2024,SC,Rooftop_MW,305.803637
2025,SC,Rooftop_MW,917.56
2026,SC,Rooftop_MW,139.483636
2027,SC,Rooftop_MW,1060.786364
2028,SC,Rooftop_MW,143.226364
2029,SC,Rooftop_MW,1203.449091
2030,SC,Rooftop_MW,142.662727
2031,SC,Rooftop_MW,1313.232727
2032,SC,Rooftop_MW,109.783636
2033,SC,Rooftop_MW,1396.228182
2034,SC,Rooftop_MW,82.995455
2035,SC,Rooftop_MW,1460.733636
2036,SC,Rooftop_MW,64.505454
2037,SC,Rooftop_MW,1520.555455
2038,SC,Rooftop_MW,59.821819
2039,SC,Rooftop_MW,1569.718182
2040,SC,Rooftop_MW,49.162727
2041,SC,Rooftop_MW,1599.420909
2042,SC,Rooftop_MW,29.702727
2043,SC,Rooftop_MW,1634.570909
2044,SC,Rooftop_MW,35.15
2045,SC,Rooftop_MW,1680.742727
2046,SC,Rooftop_MW,46.171818
2047,SC,Rooftop_MW,1739.240909
2048,SC,Rooftop_MW,58.498182
2049,SC,Rooftop_MW,1783.378182
2050,SC,Rooftop_MW,44.137273
2018,SD,Rooftop_MW,48.36
2019,SD,Rooftop_MW,48.622727
2020,SD,Rooftop_MW,0.262727
2021,SD,Rooftop_MW,48.931818
2022,SD,Rooftop_MW,0.309091
2023,SD,Rooftop_MW,49.413636
2024,SD,Rooftop_MW,0.481818
2025,SD,Rooftop_MW,51.147273
2026,SD,Rooftop_MW,1.733637
2027,SD,Rooftop_MW,54.218182
2028,SD,Rooftop_MW,3.070909
2029,SD,Rooftop_MW,59.385455
2030,SD,Rooftop_MW,5.167273
2031,SD,Rooftop_MW,67.852727
2032,SD,Rooftop_MW,8.467272
2033,SD,Rooftop_MW,80.937273
2034,SD,Rooftop_MW,13.084546
2035,SD,Rooftop_MW,97.360909
2036,SD,Rooftop_MW,16.423636
2037,SD,Rooftop_MW,126.3
2038,SD,Rooftop_MW,28.939091
2039,SD,Rooftop_MW,161.744545
2040,SD,Rooftop_MW,35.444545
2041,SD,Rooftop_MW,199.092727
2042,SD,Rooftop_MW,37.348182
2043,SD,Rooftop_MW,233.133636
2044,SD,Rooftop_MW,34.040909
2045,SD,Rooftop_MW,264.334545
2046,SD,Rooftop_MW,31.200909
2047,SD,Rooftop_MW,287.737273
2048,SD,Rooftop_MW,23.402728
2049,SD,Rooftop_MW,306.361818
2050,SD,Rooftop_MW,18.624545
2018,TN,Rooftop_MW,70.896364
2019,TN,Rooftop_MW,76.800909
2020,TN,Rooftop_MW,5.904545
2021,TN,Rooftop_MW,80.037273
2022,TN,Rooftop_MW,3.236364
2023,TN,Rooftop_MW,83.573636
2024,TN,Rooftop_MW,3.536363
2025,TN,Rooftop_MW,89.413636
2026,TN,Rooftop_MW,5.84
2027,TN,Rooftop_MW,98.49
2028,TN,Rooftop_MW,9.076364
2029,TN,Rooftop_MW,112.737273
2030,TN,Rooftop_MW,14.247273
2031,TN,Rooftop_MW,130.474545
2032,TN,Rooftop_MW,17.737272
2033,TN,Rooftop_MW,152.091818
2034,TN,Rooftop_MW,21.617273
2035,TN,Rooftop_MW,179.306364
2036,TN,Rooftop_MW,27.214546
2037,TN,Rooftop_MW,213.425455
2038,TN,Rooftop_MW,34.119091
2039,TN,Rooftop_MW,255.909091
2040,TN,Rooftop_MW,42.483636
2041,TN,Rooftop_MW,307.238182
2042,TN,Rooftop_MW,51.329091
2043,TN,Rooftop_MW,367.745455
2044,TN,Rooftop_MW,60.507273
2045,TN,Rooftop_MW,438.633636
2046,TN,Rooftop_MW,70.888181
2047,TN,Rooftop_MW,521.029091
2048,TN,Rooftop_MW,82.395455
2049,TN,Rooftop_MW,612.497273
2050,TN,Rooftop_MW,91.468182
2018,TX,Rooftop_MW,257.574545
2019,TX,Rooftop_MW,372.417273
2020,TX,Rooftop_MW,114.842728
2021,TX,Rooftop_MW,541.394545
2022,TX,Rooftop_MW,168.977272
2023,TX,Rooftop_MW,763.167273
2024,TX,Rooftop_MW,221.772728
2025,TX,Rooftop_MW,1067.426364
2026,TX,Rooftop_MW,304.259091
2027,TX,Rooftop_MW,1429.689091
2028,TX,Rooftop_MW,362.262727
2029,TX,Rooftop_MW,1828.319091
2030,TX,Rooftop_MW,398.63
2031,TX,Rooftop_MW,2176.98
2032,TX,Rooftop_MW,348.660909
2033,TX,Rooftop_MW,2484.704545
2034,TX,Rooftop_MW,307.724545
2035,TX,Rooftop_MW,2760.000909
2036,TX,Rooftop_MW,275.296364
2037,TX,Rooftop_MW,3017.670909
2038,TX,Rooftop_MW,257.67
2039,TX,Rooftop_MW,3262.423636
2040,TX,Rooftop_MW,244.752727
2041,TX,Rooftop_MW,3443.19
2042,TX,Rooftop_MW,180.766364
2043,TX,Rooftop_MW,3583.953636
2044,TX,Rooftop_MW,140.763636
2045,TX,Rooftop_MW,3707.946364
2046,TX,Rooftop_MW,123.992728
2047,TX,Rooftop_MW,3813.309091
2048,TX,Rooftop_MW,105.362727
2049,TX,Rooftop_MW,3915.081818
2050,TX,Rooftop_MW,101.772727
2018,UT,Rooftop_MW,219.055455
2019,UT,Rooftop_MW,351.512727
2020,UT,Rooftop_MW,132.457272
2021,UT,Rooftop_MW,509.856364
2022,UT,Rooftop_MW,158.343637
2023,UT,Rooftop_MW,665.222727
2024,UT,Rooftop_MW,155.366363
2025,UT,Rooftop_MW,815.964545
2026,UT,Rooftop_MW,150.741818
2027,UT,Rooftop_MW,959.345455
2028,UT,Rooftop_MW,143.38091
2029,UT,Rooftop_MW,1087.955455
2030,UT,Rooftop_MW,128.61
2031,UT,Rooftop_MW,1188.865455
2032,UT,Rooftop_MW,100.91
2033,UT,Rooftop_MW,1261.983636
2034,UT,Rooftop_MW,73.118181
2035,UT,Rooftop_MW,1314.2
2036,UT,Rooftop_MW,52.216364
2037,UT,Rooftop_MW,1352.71
2038,UT,Rooftop_MW,38.51
2039,UT,Rooftop_MW,1380.034545
2040,UT,Rooftop_MW,27.324545
2041,UT,Rooftop_MW,1399.390909
2042,UT,Rooftop_MW,19.356364
2043,UT,Rooftop_MW,1413.237273
2044,UT,Rooftop_MW,13.846364
2045,UT,Rooftop_MW,1424.331818
2046,UT,Rooftop_MW,11.094545
2047,UT,Rooftop_MW,1435.04
2048,UT,Rooftop_MW,10.708182
2049,UT,Rooftop_MW,1443.412727
2050,UT,Rooftop_MW,8.372727
2018,VA,Rooftop_MW,32.356364
2019,VA,Rooftop_MW,50.310909
2020,VA,Rooftop_MW,17.954545
