@states,@scenario|Module Composition Scenario,@timeseries|Year,@value|NewInstalledCapacity|PV#MW,@value|CumulativeNewInstalledCapacity|PV#MW,@value|InstalledCapacity|PV#MW,@value|CumulativeEOLMaterial|Module#MetricTonnes
MS,Today,2021,2.69449983,187.0595004,185.9860557,0.000578972
MS,Today,2022,2.69449983,189.7540003,188.1263013,0.005086121
MS,Today,2023,3.43145,193.1854503,190.9948259,0.028119944
MS,Today,2024,3.43145,196.6169003,193.8470528,0.115469752
MS,Today,2025,5.15780034,201.7747006,198.4147433,0.385072012
MS,Today,2026,5.15780034,206.932501,202.951293,1.100734261
MS,Today,2027,742.9790488,949.9115498,948.5123587,2.793747672
MS,Today,2028,742.9790488,1692.890599,1690.743549,6.450591469
MS,Today,2029,1668.763351,3361.65395,3358.99204,13.78760213
MS,Today,2030,1668.763351,5030.417301,5019.396889,27.63475207
MS,Today,2031,34.06205,5064.479351,5029.617008,52.44851121
MS,Today,2032,34.06205,5098.541401,5038.292232,94.96413991
MS,Today,2033,68.77010085,5167.311501,5081.289368,164.9734746
MS,Today,2034,68.77010085,5236.081602,5123.367903,276.163582
MS,Today,2035,126.57095,5362.652552,5222.227319,446.8579161
MS,Today,2036,126.57095,5489.223502,5319.181321,700.3464572
MS,Today,2037,181.0550998,5670.278602,5468.422487,1064.267142
MS,Today,2038,181.0550998,5851.333702,5614.513749,1568.241537
MS,Today,2039,212.7056997,6064.039402,5788.751131,2238.805465
MS,Today,2040,212.7056997,6276.745101,5958.991464,3090.913718
MS,Today,2041,60.22845043,6336.973552,5972.278889,4116.428354
MS,Today,2042,60.22845043,6397.202002,5983.113063,5272.47529
MS,Today,2043,52.94905,6450.151052,5985.777445,6476.057694
MS,Today,2044,52.94905,6503.100102,5989.571439,7613.591244
MS,Today,2045,563.4405199,7066.540622,6509.008163,8570.560591
MS,Today,2046,563.4405199,7629.981142,7030.682044,9273.885633
MS,Today,2047,41.10599966,7671.087142,7029.630604,9723.439864
MS,Today,2048,41.10599966,7712.193141,7029.749982,10072.24763
MS,Today,2049,2165.236619,9877.42976,9166.478727,10182.75769
MS,Today,2050,2165.236619,12042.66638,11293.93222,10331.77341
MT,Today,2018,33.82234992,33.82234992,34.00616704,0
MT,Today,2019,7.84634983,41.66869975,41.70956615,3.37E-08
MT,Today,2020,7.84634983,49.51504958,49.45232489,5.37E-06
MT,Today,2021,10.49154992,60.0065995,59.83063987,0.000109763
MT,Today,2022,10.49154992,70.49814942,70.15751446,0.000977535
MT,Today,2023,11.83030068,82.3284501,81.77760792,0.005481212
MT,Today,2024,11.83030068,94.15875078,93.33975662,0.022803605
MT,Today,2025,20.29204975,114.4508005,113.3429854,0.076944068
MT,Today,2026,20.29204975,134.7428503,133.2485513,0.222265524
MT,Today,2027,27.70150026,162.4443505,160.4928284,0.569474046
MT,Today,2028,27.70150026,190.1458508,187.5976803,1.326212806
MT,Today,2029,765.9758003,956.1216511,956.0240937,2.857207468
MT,Today,2030,765.9758003,1722.097451,1721.07247,5.76944196
MT,Today,2031,30.16394992,1752.261401,1743.297708,11.02776695
MT,Today,2032,30.16394992,1782.425351,1764.813413,20.10482719
MT,Today,2033,25.19144975,1807.616801,1781.121114,35.16473328
MT,Today,2034,25.19144975,1832.808251,1797.182354,59.27000914
MT,Today,2035,21.12504966,1853.9333,1808.845383,96.58241024
MT,Today,2036,21.12504966,1875.05835,1820.117499,152.496079
MT,Today,2037,264.3011327,2139.359483,2075.074356,233.5939288
MT,Today,2038,264.3011327,2403.660615,2328.39026,347.2609791
MT,Today,2039,16.66339983,2420.324015,2331.082231,500.7474258
MT,Today,2040,16.66339983,2436.987415,2332.747524,699.5111178
MT,Today,2041,11.84305034,2448.830465,2328.747765,944.8871076
MT,Today,2042,11.84305034,2460.673516,2324.037806,1231.633975
MT,Today,2043,11.88385,2472.557366,2318.891981,1546.649126
MT,Today,2044,11.88385,2484.441216,2313.600361,1870.689449
MT,Today,2045,10.93184983,2495.373066,2307.536157,2184.340213
MT,Today,2046,10.93184983,2506.304915,2301.832923,2476.92771
MT,Today,2047,1873.16625,4379.471165,4166.110928,2753.502107
MT,Today,2048,1873.16625,6252.637415,6022.523154,3049.967007
MT,Today,2049,3066.077986,9318.715401,9067.18506,3351.35205
MT,Today,2050,3066.077986,12384.79339,12096.88855,3703.930881
NC,Today,2018,4754.272954,4754.272954,4780.111394,0
NC,Today,2019,155.3094503,4909.582404,4910.391308,4.73E-06
NC,Today,2020,155.3094503,5064.891855,5051.395884,0.000754402
NC,Today,2021,130.08655,5194.978405,5166.651922,0.015281544
NC,Today,2022,130.08655,5325.064955,5281.304194,0.134425868
NC,Today,2023,194.5798735,5519.644828,5460.138198,0.744254214
NC,Today,2024,194.5798735,5714.224702,5638.042693,3.060187735
NC,Today,2025,145.3253502,5859.550052,5765.466986,10.21742167
NC,Today,2026,145.3253502,6004.875402,5891.986802,29.23807497
NC,Today,2027,201.3964503,6206.271852,6073.692362,74.28036588
NC,Today,2028,201.3964503,6407.668303,6253.549374,171.659575
NC,Today,2029,297.4693992,6705.137702,6527.201358,367.2037694
NC,Today,2030,297.4693992,7002.607101,6796.402554,736.5438333
NC,Today,2031,351.6229003,7354.230001,7113.374446,1398.882898
NC,Today,2032,351.6229003,7705.852902,7420.333455,2534.537961
NC,Today,2033,435.1685499,8141.021451,7796.5517,4405.904064
NC,Today,2034,435.1685499,8576.190001,8151.383187,7380.145348
NC,Today,2035,536.9084506,9113.098452,8578.403633,11949.42178
NC,Today,2036,536.9084506,9650.006903,8964.223719,18740.3212
NC,Today,2037,587.7256997,10237.7326,9347.035281,28498.17176
NC,Today,2038,587.7256997,10825.4583,9662.002844,42024.9438
NC,Today,2039,601.1744003,11426.6327,9910.509564,60045.01442
NC,Today,2040,601.1744003,12027.8071,10072.3499,82979.22698
NC,Today,2041,1042.135614,13069.94272,10594.32252,110637.5367
NC,Today,2042,1042.135614,14112.07833,11051.84636,141906.2761
NC,Today,2043,448.1191498,14560.19748,10886.36628,174599.5749
NC,Today,2044,448.1191498,15008.31663,10748.77154,205706.0366
NC,Today,2045,375.3999503,15383.71658,10618.74773,232171.0795
NC,Today,2046,375.3999503,15759.11653,10602.61826,252020.2246
NC,Today,2047,327.5058497,16086.62238,10652.26976,265195.219
NC,Today,2048,327.5058497,16414.12823,10747.51066,275656.265
NC,Today,2049,589.3145202,17003.44275,11213.79639,279682.6309
NC,Today,2050,589.3145202,17592.75727,11669.96781,284152.7407
ND,Today,2018,45.17070179,45.17070179,45.41619473,0
ND,Today,2019,0.221850255,45.39255205,45.39370751,4.50E-08
ND,Today,2020,0.221850255,45.6144023,45.47998548,7.17E-06
ND,Today,2021,0.38844949,46.00285179,45.73342496,0.000144996
ND,Today,2022,0.38844949,46.39130128,45.98533992,0.001273244
ND,Today,2023,0.717400255,47.10870154,46.56611353,0.007036528
ND,Today,2024,0.717400255,47.82610179,47.14354298,0.028882979
ND,Today,2025,1.93375017,49.75985196,48.93879722,0.096285507
ND,Today,2026,1.93375017,51.69360213,50.72338778,0.275145107
ND,Today,2027,3.660099575,55.35370171,54.22832042,0.698136066
ND,Today,2028,3.660099575,59.01380128,57.70763652,1.611524998
ND,Today,2029,416.6217963,475.6355976,475.9026927,3.443656322
ND,Today,2030,416.6217963,892.2573939,892.2509666,6.900607052
ND,Today,2031,11.04404983,903.3014437,899.1577419,13.09396291
ND,Today,2032,11.04404983,914.3454935,905.6589497,23.7032546
ND,Today,2033,752.1990008,1666.544494,1656.294174,41.16951778
ND,Today,2034,752.1990008,2418.743495,2403.566398,68.9037741
ND,Today,2035,26.15790034,2444.901395,2417.759687,111.4708184
ND,Today,2036,26.15790034,2471.059296,2430.927722,174.6699647
ND,Today,2037,653.5578087,3124.617105,3073.55184,265.3784729
ND,Today,2038,653.5578087,3778.174913,3712.88779,390.958732
ND,Today,2039,55.5577,3833.732613,3747.841147,557.9900044
ND,Today,2040,55.5577,3889.290313,3781.306576,770.1454627
ND,Today,2041,64.25745051,3953.547764,3822.595816,1025.317999
ND,Today,2042,64.25745051,4017.805214,3863.132,1312.716524
ND,Today,2043,65.35395026,4083.159165,3904.37313,1611.528309
ND,Today,2044,65.35395026,4148.513115,3945.705729,1893.307664
ND,Today,2045,63.95144932,4212.464564,3986.210406,2129.379225
ND,Today,2046,63.95144932,4276.416013,4027.607982,2301.389486
ND,Today,2047,52.45860043,4328.874614,4058.354223,2409.112709
ND,Today,2048,52.45860043,4381.333214,4089.378633,2490.451331
ND,Today,2049,1190.8551,5572.188314,5264.232867,2510.075708
ND,Today,2050,1190.8551,6763.043414,6434.232827,2536.567917
NE,Today,2018,71.48746483,71.48746483,71.87598366,0
NE,Today,2019,11.2234006,82.71086543,82.76932064,7.12E-08
NE,Today,2020,11.2234006,93.93426603,93.77522054,1.14E-05
NE,Today,2021,8.743099915,102.6773659,102.2572534,0.000231163
NE,Today,2022,8.743099915,111.4204659,110.6965394,0.002049263
NE,Today,2023,10.75759949,122.1780654,121.1169804,0.011436852
NE,Today,2024,10.75759949,132.9356648,131.4851948,0.047376227
NE,Today,2025,39.91599992,172.8516648,171.0889383,0.159241804
NE,Today,2026,39.91599992,212.7676647,210.5052215,0.458413408
NE,Today,2027,71.32775,284.0954147,281.2665532,1.17086325
NE,Today,2028,71.32775,355.4231647,351.6771537,2.718948333
NE,Today,2029,28.86260009,384.2857648,379.0580422,5.842003895
NE,Today,2030,28.86260009,413.1483649,406.2232741,11.76619301
NE,Today,2031,2365.985709,2779.134074,2780.28134,22.43358401
NE,Today,2032,2365.985709,5145.119783,5144.018985,40.79691669
NE,Today,2033,40.47105051,5185.590833,5160.380366,71.17691012
NE,Today,2034,40.47105051,5226.061884,5174.545814,119.6582074
NE,Today,2035,16.3251,5242.386984,5163.926848,194.4608708
NE,Today,2036,16.3251,5258.712084,5152.689394,306.158481
NE,Today,2037,90.58789949,5349.299983,5215.204358,467.5172066
NE,Today,2038,90.58789949,5439.887883,5276.350339,692.6154724
NE,Today,2039,54.06085009,5493.948733,5299.162085,994.8250148
NE,Today,2040,54.06085009,5548.009583,5320.319322,1383.318209
NE,Today,2041,31.18820034,5579.197783,5316.896852,1858.224232
NE,Today,2042,31.18820034,5610.385984,5312.206411,2405.593066
NE,Today,2043,28.97395017,5639.359934,5304.580354,2994.838956
NE,Today,2044,28.97395017,5668.333884,5297.001332,3582.408344
NE,Today,2045,32.59919949,5700.933084,5293.861518,4124.132864
NE,Today,2046,32.59919949,5733.532283,5291.942778,4593.486748
NE,Today,2047,39.20030043,5772.732583,5297.752562,4995.820254
NE,Today,2048,39.20030043,5811.932884,5303.424463,5400.68368
NE,Today,2049,1197.070216,7009.0031,6472.096633,5768.556534
NE,Today,2050,1197.070216,8206.073316,7634.856217,6202.797763
NH,Today,2018,234.6500845,234.6500845,235.9253567,0
NH,Today,2019,32.09685017,266.7469347,266.9141058,2.34E-07
NH,Today,2020,32.09685017,298.8437848,298.2983166,3.73E-05
NH,Today,2021,11.15115034,309.9949352,308.5462099,0.000758029
NH,Today,2022,11.15115034,321.1460855,318.7398627,0.006711563
NH,Today,2023,12.31904949,333.465135,330.0540491,0.037409029
NH,Today,2024,12.31904949,345.7841845,341.3090798,0.154780096
NH,Today,2025,14.65229992,360.4364844,354.8455778,0.519692978
NH,Today,2026,14.65229992,375.0887843,368.3029668,1.494605898
NH,Today,2027,24.82594983,399.9147342,391.8855948,3.814075669
NH,Today,2028,24.82594983,424.740684,415.3057087,8.849544639
NH,Today,2029,27.15920026,451.8998843,440.8584508,18.99900976
NH,Today,2030,27.15920026,479.0590845,466.1202608,38.23454806
NH,Today,2031,24.48595017,503.5450347,488.2943467,72.83842848
NH,Today,2032,24.48595017,528.0309849,509.9094621,132.3461435
NH,Today,2033,19.74209958,547.7730844,525.9598952,230.6821256
NH,Today,2034,19.74209958,567.515184,540.8887143,387.404739
NH,Today,2035,10.73635068,578.2515347,545.1989661,628.8477702
NH,Today,2036,10.73635068,588.9878854,547.3897097,988.7294191
NH,Today,2037,8.467699405,597.4555848,544.4962249,1507.483681
NH,Today,2038,8.467699405,605.9232842,538.0559322,2229.195334
NH,Today,2039,7.67125051,613.5945347,526.5852154,3194.765222
NH,Today,2040,7.67125051,621.2657852,510.4687835,4430.211708
NH,Today,2041,4.31204983,625.577835,486.4607892,5930.512369
NH,Today,2042,4.31204983,629.8898849,458.903148,7642.771211
NH,Today,2043,2.15985,632.0497349,427.562144,9457.417029
NH,Today,2044,2.15985,634.2095849,397.2900645,11219.60817
NH,Today,2045,3.456950255,637.6665351,372.1408668,12768.80457
NH,Today,2046,3.456950255,641.1234854,352.616452,13997.43976
NH,Today,2047,2.13519966,643.258685,337.4899804,14896.58894
NH,Today,2048,2.13519966,645.3938847,324.7041737,15662.19628
NH,Today,2049,736.7120002,1382.105885,1054.583001,16126.43455
NH,Today,2050,736.7120002,2118.817885,1781.381189,16599.63777
NJ,Today,2018,6104.650269,6104.650269,6137.827716,0
NJ,Today,2019,5600.612688,11705.26296,11734.43281,6.08E-06
NJ,Today,2020,5600.612688,17305.87565,17315.21549,0.00097395
NJ,Today,2021,2319.911368,19625.78701,19583.51462,0.020461967
NJ,Today,2022,2319.911368,21945.69838,21840.2209,0.189606169
NJ,Today,2023,186.9880993,22132.68648,21942.87961,1.1050749
NJ,Today,2024,186.9880993,22319.67458,22044.17763,4.756846796
NJ,Today,2025,210.7524006,22530.42698,22168.62373,16.52608157
NJ,Today,2026,210.7524006,22741.17938,22292.01406,48.94285335
NJ,Today,2027,225.9546497,22967.13403,22429.13643,128.108708
NJ,Today,2028,225.9546497,23193.08868,22563.75705,303.9177123
NJ,Today,2029,228.5088996,23421.59758,22696.83465,665.4344258
NJ,Today,2030,228.5088996,23650.10648,22823.10469,1362.964586
NJ,Today,2031,197.4507503,23847.55723,22907.06407,2638.387362
NJ,Today,2032,197.4507503,24045.00798,22973.40998,4865.010363
NJ,Today,2033,165.0963506,24210.10433,22979.87129,8597.195662
NJ,Today,2034,165.0963506,24375.20068,22945.11964,14627.67104
NJ,Today,2035,140.2907997,24515.49148,22825.17678,24045.86233
NJ,Today,2036,140.2907997,24655.78228,22620.10404,38282.62115
NJ,Today,2037,121.3689503,24777.15123,22280.11666,59114.53014
NJ,Today,2038,121.3689503,24898.52018,21789.10899,88585.38276
NJ,Today,2039,106.0697997,25004.58998,21096.06434,128788.7998
NJ,Today,2040,106.0697997,25110.65978,20187.46865,181458.2365
NJ,Today,2041,86.55975026,25197.21953,19032.19263,247354.1557
NJ,Today,2042,86.55975026,25283.77928,17667.95779,325552.3198
NJ,Today,2043,72.90364983,25356.68293,16137.41504,412924.1211
NJ,Today,2044,72.90364983,25429.58658,14546.13201,504273.3048
NJ,Today,2045,65.01649941,25494.60308,12992.28366,593533.7647
NJ,Today,2046,65.01649941,25559.61958,11567.28792,675894.1046
NJ,Today,2047,60.08990026,25619.70948,10292.83993,749794.7877
NJ,Today,2048,60.08990026,25679.79938,9090.109894,820107.4798
NJ,Today,2049,55.82119983,25735.62058,7984.251581,884984.2759
NJ,Today,2050,55.82119983,25791.44178,6955.104842,945955.033
NM,Today,2018,775.8502497,775.8502497,780.0668271,0
NM,Today,2019,57.86545017,833.7156999,834.0170824,7.72E-07
NM,Today,2020,57.86545017,891.58115,889.5393158,0.000123143
NM,Today,2021,408.1816935,1299.762844,1296.894585,0.002498854
NM,Today,2022,408.1816935,1707.944537,1702.257112,0.022039321
NM,Today,2023,51.20230077,1759.146838,1746.974454,0.122355181
NM,Today,2024,51.20230077,1810.349139,1791.336653,0.504393415
NM,Today,2025,52.60564975,1862.954788,1836.867652,1.68813565
NM,Today,2026,52.60564975,1915.560438,1882.131339,4.841828014
NM,Today,2027,407.7169499,2323.277388,2283.758539,12.32857279
NM,Today,2028,407.7169499,2730.994338,2683.424116,28.55616662
NM,Today,2029,440.0790553,3171.073393,3113.293885,61.23117463
NM,Today,2030,440.0790553,3611.152448,3540.507223,123.12831
NM,Today,2031,1188.442801,4799.595249,4716.257962,234.4823234
NM,Today,2032,1188.442801,5988.03805,5885.233728,426.0741057
NM,Today,2033,35.72295034,6023.761001,5888.53699,742.9835389
NM,Today,2034,35.72295034,6059.483951,5887.577407,1248.766339
NM,Today,2035,34.42754992,6093.911501,5880.45116,2029.405613
NM,Today,2036,34.42754992,6128.339051,5866.546387,3195.706843
NM,Today,2037,36.09015009,6164.429201,5845.224912,4881.80789
NM,Today,2038,36.09015009,6200.519351,5812.271562,7236.302782
NM,Today,2039,36.94439975,6237.463751,5766.135573,10401.69952
NM,Today,2040,36.94439975,6274.408151,5704.296817,14478.8742
NM,Today,2041,576.4170444,6850.825195,6168.364364,19478.01591
NM,Today,2042,576.4170444,7427.242239,6616.811009,25268.31852
NM,Today,2043,982.1826498,8409.424889,7461.749683,31554.07257
NM,Today,2044,982.1826498,9391.607539,8301.383939,37914.99413
NM,Today,2045,1295.143641,10686.75118,9456.702428,43933.54795
NM,Today,2046,1295.143641,11981.89482,10616.13076,49375.94248
NM,Today,2047,25.2637,12007.15852,10502.95333,54320.02247
NM,Today,2048,25.2637,12032.42222,10385.10735,59477.02675
NM,Today,2049,273.2041953,12305.62642,10522.79187,64259.54616
NM,Today,2050,273.2041953,12578.83061,10649.58893,69646.45056
NV,Today,2018,2605.536196,2605.536196,2619.696719,0
NV,Today,2019,24.41879941,2629.954995,2630.082177,2.59E-06
NV,Today,2020,24.41879941,2654.373795,2646.67775,0.000413384
NV,Today,2021,14.85545017,2669.229245,2653.617163,0.008365473
NV,Today,2022,14.85545017,2684.084695,2660.504949,0.073479851
NV,Today,2023,10.75080017,2694.835495,2663.214533,0.406202507
NV,Today,2024,10.75080017,2705.586295,2665.876714,1.667807734
NV,Today,2025,10.59950034,2716.185796,2668.31018,5.561262237
NV,Today,2026,10.59950034,2726.785296,2670.598972,15.89538817
NV,Today,2027,745.202649,3471.987945,3410.439112,40.33997411
NV,Today,2028,745.202649,4217.190594,4146.485533,93.13419407
NV,Today,2029,16.62769966,4233.818294,4146.153345,199.0489142
NV,Today,2030,16.62769966,4250.445993,4143.641755,398.9213223
NV,Today,2031,12.51710026,4262.963094,4134.169873,757.0482257
NV,Today,2032,12.51710026,4275.480194,4120.17503,1370.584386
NV,Today,2033,336.0520052,4611.532199,4424.091076,2380.74029
NV,Today,2034,336.0520052,4947.584204,4716.202841,3984.840379
NV,Today,2035,9.79200068,4957.376205,4664.064982,6446.947446
NV,Today,2036,9.79200068,4967.168206,4590.903665,10102.51683
NV,Today,2037,9.86339915,4977.031605,4490.251542,15349.30536
NV,Today,2038,9.86339915,4986.895004,4354.823242,22613.01356
NV,Today,2039,10.38275051,4997.277755,4178.810323,32273.79533
NV,Today,2040,10.38275051,5007.660505,3958.374064,44543.20866
NV,Today,2041,6.07324949,5013.733755,3691.738123,59297.49435
NV,Today,2042,6.07324949,5019.807004,3394.500676,75908.78542
NV,Today,2043,9.36530034,5029.172304,3091.155359,93166.38455
NV,Today,2044,9.36530034,5038.537605,2807.003485,109413.0076
NV,Today,2045,8.07670017,5046.614305,2569.380956,122970.6847
NV,Today,2046,8.07670017,5054.691005,2397.824505,132748.765
NV,Today,2047,2350.389911,7405.080916,4644.389403,138693.2875
NV,Today,2048,2350.389911,9755.470827,6911.024293,142937.5997
NV,Today,2049,7.95259949,9763.423427,6879.061442,143376.8227
NV,Today,2050,7.95259949,9771.376026,6844.299549,143847.4249
NY,Today,2018,3474.187973,3474.187973,3493.069429,0
NY,Today,2019,152.3098002,3626.497773,3627.291053,3.46E-06
NY,Today,2020,152.3098002,3778.807573,3769.13705,0.000551318
NY,Today,2021,160.8761,3939.683673,3919.182609,0.011173035
NY,Today,2022,160.8761,4100.559773,4068.463009,0.098353955
NY,Today,2023,1754.203507,5854.76328,5817.631483,0.544938217
NY,Today,2024,1754.203507,7608.966787,7558.581888,2.242183485
NY,Today,2025,67.29025017,7676.257038,7596.282681,7.490904688
NY,Today,2026,67.29025017,7743.547288,7632.796737,21.44799641
NY,Today,2027,78.84600026,7822.393288,7680.367644,54.51795698
NY,Today,2028,78.84600026,7901.239288,7726.991973,126.0534036
NY,Today,2029,92.17569966,7993.414988,7785.450047,269.7869048
NY,Today,2030,92.17569966,8085.590688,7841.307914,541.4508503
NY,Today,2031,76.33509983,8161.925787,7877.094522,1029.013137
NY,Today,2032,76.33509983,8238.260887,7906.440636,1865.786137
NY,Today,2033,68.09605,8306.356937,7917.676221,3246.213772
NY,Today,2034,68.09605,8374.452987,7914.348717,5443.176272
NY,Today,2035,59.466,8433.918987,7881.420909,8823.846029
NY,Today,2036,59.466,8493.384987,7819.475253,13858.11618
NY,Today,2037,424.4848193,8917.869807,8085.377506,21109.24571
NY,Today,2038,424.4848193,9342.354626,8300.606663,31191.26213
NY,Today,2039,51.79049992,9394.145126,8081.033943,44674.39284
NY,Today,2040,51.79049992,9445.935626,7796.495565,61924.26308
NY,Today,2041,39.33205034,9485.267676,7436.272693,82882.41193
NY,Today,2042,39.33205034,9524.599726,7025.522473,106843.7866
NY,Today,2043,34.04589975,9558.645626,6584.257627,132355.3472
NY,Today,2044,34.04589975,9592.691526,6152.377393,157404.9205
NY,Today,2045,753.497398,10346.18892,6485.952491,180002.4138
NY,Today,2046,753.497398,11099.68632,6878.389515,199007.9736
NY,Today,2047,41.55479966,11141.24112,6607.725778,214739.7924
NY,Today,2048,41.55479966,11182.79592,6334.791991,230482.3107
NY,Today,2049,5554.502305,16737.29823,11634.71161,243886.189
NY,Today,2050,5554.502305,22291.80053,16862.5467,260125.1959
OH,Today,2018,258.487633,258.487633,259.8924571,0
OH,Today,2019,54.83037073,313.3180037,313.6035786,2.57E-07
OH,Today,2020,54.83037073,368.1483745,367.6436435,4.11E-05
OH,Today,2021,548.1092263,916.2576008,917.1676715,0.000838064
OH,Today,2022,548.1092263,1464.366827,1464.010341,0.007454662
OH,Today,2023,1522.46998,2986.836807,2986.973948,0.041748856
OH,Today,2024,1522.46998,4509.306787,4502.675839,0.173513863
OH,Today,2025,1137.062494,5646.369281,5623.672423,0.585114002
OH,Today,2026,1137.062494,6783.431775,6738.870835,1.69018732
OH,Today,2027,1698.079235,8481.51101,8411.953714,4.334140365
OH,Today,2028,1698.079235,10179.59025,10076.94782,10.11343559
OH,Today,2029,431.4748271,10611.06507,10461.42404,21.86268924
OH,Today,2030,431.4748271,11042.5399,10842.94769,44.37322295
OH,Today,2031,37.3439,11079.8838,10826.4134,85.42201497
OH,Today,2032,37.3439,11117.2277,10809.12369,157.2006935
OH,Today,2033,52.73144932,11169.95915,10806.48661,278.2296539
OH,Today,2034,52.73144932,11222.6906,10802.4986,475.8042634
OH,Today,2035,69.09225043,11291.78285,10812.88416,788.9213293
OH,Today,2036,69.09225043,11360.8751,10820.1881,1271.442571
OH,Today,2037,83.37564983,11444.25075,10837.46735,1994.948486
OH,Today,2038,83.37564983,11527.6264,10848.70068,3050.359277
OH,Today,2039,10058.24462,21585.87102,20867.88494,4547.131928
OH,Today,2040,10058.24462,31644.11564,30835.58603,6609.123385
OH,Today,2041,95.83919983,31739.95484,30737.62567,9367.768374
OH,Today,2042,95.83919983,31835.79404,30615.8316,12956.74026
OH,Today,2043,100.1606006,31935.95464,30481.03716,17517.25648
OH,Today,2044,100.1606006,32036.11524,30325.52534,23226.10947
OH,Today,2045,101.2893999,32137.40464,30145.40588,30351.99912
OH,Today,2046,101.2893999,32238.69404,29931.72266,39323.54584
OH,Today,2047,12909.73572,45148.42976,42533.2886,50761.89785
OH,Today,2048,12909.73572,58058.16548,55023.24887,65542.37451
OH,Today,2049,106.7888997,58164.95438,54528.00431,84067.59402
OH,Today,2050,106.7888997,58271.74328,53942.59685,106983.7774
OK,Today,2018,91.09025026,91.09025026,91.58530597,0
OK,Today,2019,21.64609992,112.7363502,112.8490903,9.07E-08
OK,Today,2020,21.64609992,134.3824501,134.2160597,1.45E-05
OK,Today,2021,16.54695026,150.9294004,150.3979264,0.000295693
OK,Today,2022,16.54695026,167.4763506,166.4984911,0.002634314
OK,Today,2023,22.05409932,189.5304499,188.0505961,0.014776195
OK,Today,2024,22.05409932,211.5845493,209.4958579,0.061492792
OK,Today,2025,37.96525051,249.5497998,246.8141292,0.207542177
OK,Today,2026,37.96525051,287.5150503,283.948672,0.599631887
OK,Today,2027,463.833553,751.3486033,748.6283323,1.536508272
OK,Today,2028,463.833553,1215.182156,1211.214852,3.578377356
OK,Today,2029,202.2563189,1417.438475,1408.74178,7.708808655
OK,Today,2030,202.2563189,1619.694794,1605.041438,15.56358808
OK,Today,2031,1955.39015,3575.084944,3560.874317,29.74056033
OK,Today,2032,1955.39015,5530.475094,5508.009935,54.2001054
OK,Today,2033,86.66599992,5617.141094,5568.500339,94.75345493
OK,Today,2034,86.66599992,5703.807094,5626.815479,159.6088418
OK,Today,2035,107.9814502,5811.788544,5705.615073,259.8937447
OK,Today,2036,107.9814502,5919.769994,5783.156958,409.9840303
OK,Today,2037,133.4330001,6053.202994,5884.681848,627.3415354
OK,Today,2038,133.4330001,6186.635995,5984.195655,931.4064313
OK,Today,2039,166.8906997,6353.526694,6114.956436,1340.979423
OK,Today,2040,166.8906997,6520.417394,6243.008875,1869.628184
OK,Today,2041,173.9083002,6694.325694,6375.35383,2519.242172
OK,Today,2042,173.9083002,6868.233994,6505.220492,3273.220045
OK,Today,2043,176.9784998,7045.212494,6636.368395,4092.790204
OK,Today,2044,176.9784998,7222.190994,6766.682002,4921.457569
OK,Today,2045,171.5725,7393.763494,6891.726596,5701.004948
OK,Today,2046,171.5725,7565.335994,7017.548881,6395.644677
OK,Today,2047,153.3706007,7718.706595,7125.751333,7011.310019
OK,Today,2048,153.3706007,7872.077195,7233.13078,7637.31669
OK,Today,2049,2453.7834,10325.8606,9650.062429,8227.882389
OK,Today,2050,2453.7834,12779.644,12055.63204,8904.766477
OR,Today,2018,528.6352308,528.6352308,531.5082484,0
OR,Today,2019,36.48794958,565.1231804,565.3132218,5.26E-07
OR,Today,2020,36.48794958,601.61113,600.2053871,8.39E-05
OR,Today,2021,35.28009975,636.8912297,633.7835266,0.001702168
OR,Today,2022,35.28009975,672.1713295,667.1917029,0.015007514
OR,Today,2023,37.96525051,710.13658,703.1268324,0.083286539
OR,Today,2024,37.96525051,748.1018305,738.8769181,0.343212167
OR,Today,2025,64.45720017,812.5590307,801.0460872,1.148221487
OR,Today,2026,64.45720017,877.0162308,862.8900899,3.291658077
OR,Today,2027,825.3261986,1702.342429,1688.583667,8.37616602
OR,Today,2028,825.3261986,2527.668628,2510.486719,19.38571416
OR,Today,2029,118.6897499,2646.358378,2618.38305,41.52536633
OR,Today,2030,118.6897499,2765.048128,2724.916558,83.39866788
OR,Today,2031,139.5394,2904.587528,2851.25698,158.5871829
OR,Today,2032,139.5394,3044.126928,2976.016211,287.6692288
OR,Today,2033,156.2860999,3200.413028,3115.473987,500.6434399
OR,Today,2034,156.2860999,3356.699128,3252.01092,839.5718529
OR,Today,2035,177.4400504,3534.139178,3405.878844,1360.975918
OR,Today,2036,177.4400504,3711.579228,3554.503268,2137.050481
OR,Today,2037,190.3090501,3901.888279,3709.313281,3254.079694
OR,Today,2038,190.3090501,4092.197329,3855.745679,4805.642131
OR,Today,2039,200.2633995,4292.460728,4002.349558,6877.672278
OR,Today,2040,200.2633995,4492.724128,4138.244158,9523.111016
OR,Today,2041,656.8866873,5149.610815,4722.252976,12727.21524
OR,Today,2042,656.8866873,5806.497502,5296.134458,16372.00821
OR,Today,2043,189.3086001,5995.806102,5394.180583,20218.97625
OR,Today,2044,189.3086001,6185.114702,5493.522935,23936.27845
OR,Today,2045,2550.053664,8735.168366,7970.642852,27186.81835
OR,Today,2046,2550.053664,11285.22203,10449.27554,29755.82562
