year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,12.5,12.5,16,21,0.55,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,9.7,12.7,16,21,0.55,10,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,11.583,12.88,19,23,0.55,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,11.781,13.06,19,23,0.55,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,16.856,13.24,19,23,0.55,15,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,20.855,13.42,19,23,0.6,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,27.84,13.6,19,23,0.6,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,42.624,13.72222222,19,23,0.6,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,59.85,13.84444444,19,23,0.6,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,94.752,13.96666667,19,23,0.6,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,96.82,14.08888889,19,24,0.6,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,98.7,14.21111111,20,25,0.6,20,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,323.175,14.33333333,20,25,0.6,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,314.34,14.45555556,21,26,0.6,21.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,431.985,14.57777778,24,29,0.6,21.6,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,721.2998,14.7,25,30,0.3,22.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,1786.0743,15.1,25,30,0.3,23,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,3069.81857,15.4,25,30,0.3,23.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,4050.9317,16,28,33,0.3,24.2,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,3746.3238,16.3,28,33,0.3,26,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,6825.58422,17,28,33,0.3,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,12831.294,17.5,28,33,0.3,28.7,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,9762.4901,17.7,28,33,0.3,29.5,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,9344.1306,18.4,28,33,0.3,31,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,10976.438,19.2,28,33,0.3,32.4,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,15569.01,20,33,38,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,0,20.9,33,38,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,12600,21.48042537,33,38,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,19821.25233,21.88587403,33,38,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,19821.25233,22.20562728,33,38,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,20358.58941,22.47034948,33,38,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,20358.58941,22.6966295,33,38,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,22056.97311,22.89448321,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,22056.97311,23.07043369,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,24875.75441,23.22897228,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,24875.75441,23.3733262,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,29571.04679,23.50589418,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,29571.04679,23.62850877,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,42868.35507,23.7426023,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,42868.35507,23.84931597,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,48217.09331,23.94957409,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,48217.09331,24.04413599,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,50346.11838,24.13363324,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,50346.11838,24.21859695,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,55450.1319,24.29947807,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,55450.1319,24.3766628,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,56313.05527,24.45048453,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,56313.05527,24.52123306,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,62282.71433,24.5891619,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,62282.71433,24.65449415,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,65984.76179,24.71742718,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,65984.76179,24.77813646,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2047,68206.30867,24.8367787,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2048,68206.30867,24.89349446,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2049,73438.59158,24.94841027,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2050,73438.59158,25.00164048,40,44,0.5,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
