year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,3.6300663,12.5,16,21,1.6,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,4.0917252,12.7,16,21,1.6,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,5.944804799999999,12.88,18,20,1.6,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,7.1687352,13.06,18,20,1.6,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,9.6302895,13.24,18,20,1.6,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,13.430907,13.42,22.5,24,1.6,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,14.770881489,13.6,22.5,24,1.6,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,20.343794994,13.72222222,22.5,24,1.6,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,25.700234669999997,13.84444444,22.5,24,1.6,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,53.970554025,13.96666667,22.5,24,1.6,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,66.117295872,14.08888889,22.5,24,1.6,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,67.92984808199999,14.21111111,22.5,24,1.6,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,115.56997384799999,14.33333333,24,26,1.6,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,286.40144789519996,14.45555556,24,26,1.6,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,316.4020205586,14.57777778,24,26,1.6,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,753.173671239,14.7,25,27,1.6,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,1345.0049336969998,15.1,26.5,29,1.6,23,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,1411.7887255079997,15.4,25,30,1.6,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,1795.4643329999997,16,27.6,30.2,1.6,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,1947.679668,16.3,29.5,32,1.6,26,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,2499.198,17,32.4,35,1.6,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
