year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0.3988341,12.5,16,21,4.2,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,0.44955639999999997,12.7,16,21,4.2,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,0.6531536,12.88,18,20,4.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,0.7876264000000001,13.06,18,20,4.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,1.0580765,13.24,18,20,4.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,1.475649,13.42,22.5,24,4.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,1.622871523,13.6,22.5,24,4.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,2.235165558,13.72222222,22.5,24,4.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,2.82367569,13.84444444,22.5,24,4.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,5.929725674999999,13.96666667,22.5,24,4.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,7.264283904,14.08888889,22.5,24,4.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,7.463428373999999,14.21111111,22.5,24,4.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,12.697632136,14.33333333,24,26,4.2,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,31.466825746399998,14.45555556,24,26,4.2,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,34.7629780502,14.57777778,24,26,4.2,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,82.75092477300001,14.7,25,27,4.2,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,147.77521617899998,15.1,26.5,29,4.2,23,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,155.112727756,15.4,25,30,4.2,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,197.26703099999997,16,27.6,30.2,4.2,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,213.990876,16.3,29.5,32,4.2,26,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,274.586,17,32.4,35,4.2,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,421.193448,17.5,32.4,35,4.2,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,557.3269799999999,17.7,32.6,35,4.2,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,565.067367,18.4,33.8,36,4.2,31,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,640.3683,19.2,35,37,4.2,32.4,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,822.4700300000001,20,39,42,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,987.95618,20.9,39,42,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,1345.448862,21.1,39,42,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,2687.25825,21.86075153,39,42,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,3478.17331,22.31841513,39,42,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,4035.836,22.64893163,39,42,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,6360.2,22.90866717,39,42,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,7734.9,23.1230961,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,9263.0,23.3059583,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,10926.8,23.46552924,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,12690.9,23.6071874,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,14514.0,23.73462942,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,16348.9,23.85050733,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,18124.8,23.9567895,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,19788.6,24.05497781,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,21281.3,24.14624472,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,22526.2,24.23152341,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,23487.899999999998,24.31156892,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,24101.5,24.38700095,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,24367.0,24.4583345,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,24249.0,24.52600228,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,23771.1,24.5903714,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,22933.3,24.65175604,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,21794.6,24.71042724,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,20390.399999999998,24.7666204,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,18785.6,24.82054137,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,17045.1,24.87237115,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2047,15227.9,24.92226981,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2048,13393.0,24.97037955,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2049,11599.4,25.01682731,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2050,11599.4,25.06172689,41,44,4.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
