year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,5.7526749,12.5,16,21,1.2,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,6.4842796,12.7,16,21,1.2,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,9.420910399999999,12.88,18,20,1.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,11.3605096,13.06,18,20,1.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,15.2614085,13.24,18,20,1.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,21.284361,13.42,22.5,24,1.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,23.407858747,13.6,22.5,24,1.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,32.23942186199999,13.72222222,22.5,24,1.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,40.727932409999994,13.84444444,22.5,24,1.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,85.52875507499999,13.96666667,22.5,24,1.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,104.778061056,14.08888889,22.5,24,1.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,107.65046688599999,14.21111111,22.5,24,1.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,183.14720250399998,14.33333333,24,26,1.2,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,453.8689611896,14.45555556,24,26,1.2,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,501.4117681478,14.57777778,24,26,1.2,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,1193.576897997,14.7,25,27,1.2,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,2131.4696435309997,15.1,26.5,29,1.2,23,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,2237.303920684,15.4,25,30,1.2,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,2845.3261589999997,16,27.6,30.2,1.2,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,3086.546364,16.3,29.5,32,1.2,26,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,3960.5539999999996,17,32.4,35,1.2,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,6075.180072,17.5,32.4,35,1.2,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,8038.733219999999,17.7,32.6,35,1.2,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,8150.378463,18.4,33.8,36,1.2,31,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,9236.4987,19.2,35,37,1.2,32.4,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,11863.08467,20,39,42,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,14250.01202,20.9,39,42,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,19406.389518,21.1,39,42,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,38760.28425,21.86075153,39,42,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,50168.22859,22.31841513,39,42,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,58211.804,22.64893163,39,42,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,91737.79999999999,22.90866717,39,42,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,111566.09999999999,23.1230961,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,133607.0,23.3059583,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,157605.19999999998,23.46552924,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,183050.09999999998,23.6071874,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,209346.0,23.73462942,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,235812.09999999998,23.85050733,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,261427.19999999998,23.9567895,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,285425.39999999997,24.05497781,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,306955.69999999995,24.14624472,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,324911.8,24.23152341,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,338783.1,24.31156892,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,347633.5,24.38700095,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,351463.0,24.4583345,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,349761.0,24.52600228,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,342867.89999999997,24.5903714,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,330783.69999999995,24.65175604,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,314359.39999999997,24.71042724,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,294105.6,24.7666204,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,270958.39999999997,24.82054137,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,245853.9,24.87237115,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2047,219643.09999999998,24.92226981,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2048,193177.0,24.97037955,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2049,167306.59999999998,25.01682731,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2050,167306.59999999998,25.06172689,41,44,1.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
