year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0.30419550000000006,12.5,16,21,3.2,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,0.342882,12.7,16,21,3.2,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,0.49816800000000006,12.88,18,20,3.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,0.6007320000000002,13.06,18,20,3.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,0.8070075000000001,13.24,18,20,3.2,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,1.1254950000000001,13.42,22.5,24,3.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,1.237783365,13.6,22.5,24,3.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,1.70478729,13.72222222,22.5,24,3.2,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,2.1536509500000003,13.84444444,22.5,24,3.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,4.522672125000001,13.96666667,22.5,24,3.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,5.540555520000001,14.08888889,22.5,24,3.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,5.692445370000001,14.21111111,22.5,24,3.2,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
