year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0.9193464000000001,12.5,16,21,2.4,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,1.0362656000000001,12.7,16,21,2.4,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,1.5055744,12.88,18,20,2.4,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,1.8155456000000003,13.06,18,20,2.4,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,2.438956,13.24,18,20,2.4,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,3.4014960000000003,13.42,22.5,24,2.4,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,3.7408563920000004,13.6,22.5,24,2.4,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,5.152246032,13.72222222,22.5,24,2.4,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,6.50881176,13.84444444,22.5,24,2.4,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,13.6685202,13.96666667,22.5,24,2.4,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,16.744790016000003,14.08888889,22.5,24,2.4,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,17.203834896,14.21111111,22.5,24,2.4,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,29.269118144,14.33333333,24,26,2.4,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,72.5337000256,14.45555556,24,26,2.4,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,80.1316104208,14.57777778,24,26,2.4,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
