year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0.3853143,12.5,16,21,3.0,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,0.43431719999999996,12.7,16,21,3.0,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,0.6310127999999999,12.88,18,20,3.0,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,0.7609271999999999,13.06,18,20,3.0,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,1.0222095,13.24,18,20,3.0,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,1.425627,13.42,22.5,24,3.0,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,1.5678589289999998,13.6,22.5,24,3.0,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,2.1593972339999996,13.72222222,22.5,24,3.0,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,2.7279578699999996,13.84444444,22.5,24,3.0,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,5.728718024999999,13.96666667,22.5,24,3.0,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,7.018036992,14.08888889,22.5,24,3.0,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,7.2104308019999985,14.21111111,22.5,24,3.0,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,12.267203927999999,14.33333333,24,26,3.0,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,30.400153687199996,14.45555556,24,26,3.0,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,33.5845720146,14.57777778,24,26,3.0,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,79.945808679,14.7,25,27,3.0,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,142.76588681699997,15.1,26.5,29,3.0,23,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,149.85466918799997,15.4,25,30,3.0,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,190.58001299999995,16,27.6,30.2,3.0,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
