year,State,New Installs,Type
2043,DE,2.714049745,PV
2044,DE,2.714049745,PV
2045,DE,432.5805616,PV
2046,DE,432.5805616,PV
2047,DE,523.4558273,PV
2048,DE,523.4558273,PV
2049,DE,2439.403243,PV
2050,DE,2439.403243,PV
2018,FL,1897.690025,PV
2019,FL,181.6786603,PV
2020,FL,181.6786603,PV
2021,FL,3988.252202,PV
2022,FL,3988.252202,PV
2023,FL,1328.89102,PV
2024,FL,1328.89102,PV
2025,FL,554.0181007,PV
2026,FL,554.0181007,PV
2027,FL,924.1198291,PV
2028,FL,924.1198291,PV
2029,FL,1074.53311,PV
2030,FL,1074.53311,PV
2031,FL,8241.850959,PV
2032,FL,8241.850959,PV
2033,FL,9773.718777,PV
2034,FL,9773.718777,PV
2035,FL,5494.713066,PV
2036,FL,5494.713066,PV
2037,FL,642.5481503,PV
2038,FL,642.5481503,PV
2039,FL,593.9799997,PV
2040,FL,593.9799997,PV
2041,FL,389.4869997,PV
2042,FL,389.4869997,PV
2043,FL,2788.57153,PV
2044,FL,2788.57153,PV
2045,FL,3298.372607,PV
2046,FL,3298.372607,PV
2047,FL,979.6194192,PV
2048,FL,979.6194192,PV
2049,FL,7229.998376,PV
2050,FL,7229.998376,PV
2018,GA,1230.519245,PV
2019,GA,10.83580009,PV
2020,GA,10.83580009,PV
2021,GA,592.8795057,PV
2022,GA,592.8795057,PV
2023,GA,7.65765,PV
2024,GA,7.65765,PV
2025,GA,12.19579966,PV
2026,GA,12.19579966,PV
2027,GA,18.13645026,PV
2028,GA,18.13645026,PV
2029,GA,793.2722137,PV
2030,GA,793.2722137,PV
2031,GA,3102.448757,PV
2032,GA,3102.448757,PV
2033,GA,19.01535026,PV
2034,GA,19.01535026,PV
2035,GA,120.2422959,PV
2036,GA,120.2422959,PV
2037,GA,3608.579181,PV
2038,GA,3608.579181,PV
2039,GA,3792.984561,PV
2040,GA,3792.984561,PV
2041,GA,2898.247391,PV
2042,GA,2898.247391,PV
2043,GA,3180.914773,PV
2044,GA,3180.914773,PV
2045,GA,49.10365026,PV
2046,GA,49.10365026,PV
2047,GA,59.43029983,PV
2048,GA,59.43029983,PV
2049,GA,67.52485009,PV
2050,GA,67.52485009,PV
2018,IA,66.32788051,PV
2019,IA,26.07884983,PV
2020,IA,26.07884983,PV
2021,IA,27.44394983,PV
2022,IA,27.44394983,PV
2023,IA,35.84110068,PV
2024,IA,35.84110068,PV
2025,IA,75.28109958,PV
2026,IA,75.28109958,PV
2027,IA,1212.836235,PV
2028,IA,1212.836235,PV
2029,IA,112.7643997,PV
2030,IA,112.7643997,PV
2031,IA,1256.531239,PV
2032,IA,1256.531239,PV
2033,IA,136.6009503,PV
2034,IA,136.6009503,PV
2035,IA,122.5071006,PV
2036,IA,122.5071006,PV
2037,IA,206.4794497,PV
2038,IA,206.4794497,PV
2039,IA,1063.865844,PV
2040,IA,1063.865844,PV
2041,IA,177.4842507,PV
2042,IA,177.4842507,PV
2043,IA,1632.487899,PV
2044,IA,1632.487899,PV
2045,IA,177.6729496,PV
2046,IA,177.6729496,PV
2047,IA,173.8420003,PV
2048,IA,173.8420003,PV
2049,IA,180.7839498,PV
2050,IA,180.7839498,PV
2018,ID,358.9928248,PV
2019,ID,10.86130034,PV
2020,ID,10.86130034,PV
2021,ID,8.806850085,PV
2022,ID,8.806850085,PV
2023,ID,4.69114932,PV
2024,ID,4.69114932,PV
2025,ID,6.509300765,PV
2026,ID,6.509300765,PV
2027,ID,1826.12014,PV
2028,ID,1826.12014,PV
2029,ID,10.57400009,PV
2030,ID,10.57400009,PV
2031,ID,8.59520068,PV
2032,ID,8.59520068,PV
2033,ID,7.557349745,PV
2034,ID,7.557349745,PV
2035,ID,6.562850085,PV
2036,ID,6.562850085,PV
2037,ID,6.924949405,PV
2038,ID,6.924949405,PV
2039,ID,7.616000425,PV
2040,ID,7.616000425,PV
2041,ID,4.59850017,PV
2042,ID,4.59850017,PV
2043,ID,6.028200255,PV
2044,ID,6.028200255,PV
2045,ID,1677.068955,PV
2046,ID,1677.068955,PV
2047,ID,5.448500255,PV
2048,ID,5.448500255,PV
2049,ID,5.81739983,PV
2050,ID,5.81739983,PV
2018,IL,98.45303475,PV
2019,IL,1016.225593,PV
2020,IL,1016.225593,PV
2021,IL,44.06909975,PV
2022,IL,44.06909975,PV
2023,IL,556.3728248,PV
2024,IL,556.3728248,PV
2025,IL,81.51160017,PV
2026,IL,81.51160017,PV
2027,IL,213.5164297,PV
2028,IL,213.5164297,PV
2029,IL,556.4943401,PV
2030,IL,556.4943401,PV
2031,IL,331.09285,PV
2032,IL,331.09285,PV
2033,IL,284.7227994,PV
2034,IL,284.7227994,PV
2035,IL,309.6601003,PV
2036,IL,309.6601003,PV
2037,IL,373.9396495,PV
2038,IL,373.9396495,PV
2039,IL,377.7782494,PV
2040,IL,377.7782494,PV
2041,IL,227.8110502,PV
2042,IL,227.8110502,PV
2043,IL,2093.99965,PV
2044,IL,2093.99965,PV
2045,IL,199.8477499,PV
2046,IL,199.8477499,PV
2047,IL,21.68519975,PV
2048,IL,21.68519975,PV
2049,IL,27.40060042,PV
2050,IL,27.40060042,PV
2018,IN,273.8382947,PV
2019,IN,15.71310043,PV
2020,IN,15.71310043,PV
2021,IN,22.30484949,PV
2022,IN,22.30484949,PV
2023,IN,8.186350425,PV
2024,IN,8.186350425,PV
2025,IN,12.92509966,PV
2026,IN,12.92509966,PV
2027,IN,575.9719003,PV
2028,IN,575.9719003,PV
2029,IN,3576.135725,PV
2030,IN,3576.135725,PV
2031,IN,8016.675233,PV
2032,IN,8016.675233,PV
2033,IN,48.76194983,PV
2034,IN,48.76194983,PV
2035,IN,54.76295,PV
2036,IN,54.76295,PV
2037,IN,59.30535017,PV
2038,IN,59.30535017,PV
2039,IN,12369.82393,PV
2040,IN,12369.82393,PV
2041,IN,60.97815026,PV
2042,IN,60.97815026,PV
2043,IN,2296.02603,PV
2044,IN,2296.02603,PV
2045,IN,74.48890026,PV
2046,IN,74.48890026,PV
2047,IN,173.0749594,PV
2048,IN,173.0749594,PV
2049,IN,83.18950068,PV
2050,IN,83.18950068,PV
2018,KS,55.53475026,PV
2019,KS,10.43375009,PV
2020,KS,10.43375009,PV
2021,KS,8.1719,PV
2022,KS,8.1719,PV
2023,KS,9.569299575,PV
2024,KS,9.569299575,PV
2025,KS,76.93961958,PV
2026,KS,76.93961958,PV
2027,KS,1929.1277,PV
2028,KS,1929.1277,PV
2029,KS,3204.871324,PV
2030,KS,3204.871324,PV
2031,KS,6833.315987,PV
2032,KS,6833.315987,PV
2033,KS,63.56810026,PV
2034,KS,63.56810026,PV
2035,KS,35.37955009,PV
2036,KS,35.37955009,PV
2037,KS,125.91645,PV
2038,KS,125.91645,PV
2039,KS,84.09729966,PV
2040,KS,84.09729966,PV
2041,KS,61.8162506,PV
2042,KS,61.8162506,PV
2043,KS,56.72389932,PV
2044,KS,56.72389932,PV
2045,KS,62.46905077,PV
2046,KS,62.46905077,PV
2047,KS,66.08579924,PV
2048,KS,66.08579924,PV
2049,KS,3286.883869,PV
2050,KS,3286.883869,PV
2018,KY,50.93369966,PV
2019,KY,539.2150228,PV
2020,KY,539.2150228,PV
2021,KY,536.3289926,PV
2022,KY,536.3289926,PV
2023,KY,391.3469616,PV
2024,KY,391.3469616,PV
2025,KY,2.43439966,PV
2026,KY,2.43439966,PV
2027,KY,1144.858889,PV
2028,KY,1144.858889,PV
2029,KY,1410.54678,PV
2030,KY,1410.54678,PV
2031,KY,9.51064983,PV
2032,KY,9.51064983,PV
2033,KY,13.02965043,PV
2034,KY,13.02965043,PV
2035,KY,17.51085017,PV
2036,KY,17.51085017,PV
2037,KY,22.53859949,PV
2038,KY,22.53859949,PV
2039,KY,3215.618,PV
2040,KY,3215.618,PV
2041,KY,32.60430085,PV
2042,KY,32.60430085,PV
2043,KY,607.8891877,PV
2044,KY,607.8891877,PV
2045,KY,40.00695017,PV
2046,KY,40.00695017,PV
2047,KY,3372.52205,PV
2048,KY,3372.52205,PV
2049,KY,47.11210026,PV
2050,KY,47.11210026,PV
2018,LA,69.70935034,PV
2019,LA,46.34539932,PV
2020,LA,46.34539932,PV
2021,LA,751.4425007,PV
2022,LA,751.4425007,PV
2023,LA,5.841200255,PV
2024,LA,5.841200255,PV
2025,LA,578.3104195,PV
2026,LA,578.3104195,PV
2027,LA,1343.12257,PV
2028,LA,1343.12257,PV
2029,LA,3528.182823,PV
2030,LA,3528.182823,PV
2031,LA,53.71660085,PV
2032,LA,53.71660085,PV
2033,LA,60.18934966,PV
2034,LA,60.18934966,PV
2035,LA,111.3686999,PV
2036,LA,111.3686999,PV
2037,LA,135.8716503,PV
2038,LA,135.8716503,PV
2039,LA,131.73215,PV
2040,LA,131.73215,PV
2041,LA,79.14094975,PV
2042,LA,79.14094975,PV
2043,LA,59.78900043,PV
2044,LA,59.78900043,PV
2045,LA,812.1741502,PV
2046,LA,812.1741502,PV
2047,LA,1126.62825,PV
2048,LA,1126.62825,PV
2049,LA,8610.690129,PV
2050,LA,8610.690129,PV
2018,MA,2454.70106,PV
2019,MA,942.6241612,PV
2020,MA,942.6241612,PV
2021,MA,412.9918382,PV
2022,MA,412.9918382,PV
2023,MA,169.3225497,PV
2024,MA,169.3225497,PV
2025,MA,187.7803005,PV
2026,MA,187.7803005,PV
2027,MA,224.6464997,PV
2028,MA,224.6464997,PV
2029,MA,230.1995507,PV
2030,MA,230.1995507,PV
2031,MA,203.4228496,PV
2032,MA,203.4228496,PV
2033,MA,168.3756499,PV
2034,MA,168.3756499,PV
2035,MA,127.5382505,PV
2036,MA,127.5382505,PV
2037,MA,98.15459923,PV
2038,MA,98.15459923,PV
2039,MA,80.00795,PV
2040,MA,80.00795,PV
2041,MA,57.69800009,PV
2042,MA,57.69800009,PV
2043,MA,92.42160551,PV
2044,MA,92.42160551,PV
2045,MA,885.7354445,PV
2046,MA,885.7354445,PV
2047,MA,31.09044983,PV
2048,MA,31.09044983,PV
2049,MA,851.1197883,PV
2050,MA,851.1197883,PV
2018,MD,1207.21879,PV
2019,MD,392.5123016,PV
2020,MD,392.5123016,PV
2021,MD,310.8815497,PV
2022,MD,310.8815497,PV
2023,MD,181.94165,PV
2024,MD,181.94165,PV
2025,MD,76.23309975,PV
2026,MD,76.23309975,PV
2027,MD,79.03385017,PV
2028,MD,79.03385017,PV
2029,MD,97.40064983,PV
2030,MD,97.40064983,PV
2031,MD,84.41690042,PV
2032,MD,84.41690042,PV
2033,MD,79.96204992,PV
2034,MD,79.96204992,PV
2035,MD,84.17550026,PV
2036,MD,84.17550026,PV
2037,MD,84.08285017,PV
2038,MD,84.08285017,PV
2039,MD,824.0826497,PV
2040,MD,824.0826497,PV
2041,MD,73.41025059,PV
2042,MD,73.41025059,PV
2043,MD,72.25934975,PV
2044,MD,72.25934975,PV
2045,MD,75.46980034,PV
2046,MD,75.46980034,PV
2047,MD,331.0959944,PV
2048,MD,331.0959944,PV
2049,MD,2072.849799,PV
2050,MD,2072.849799,PV
2018,ME,44.37093466,PV
2019,ME,9.171500085,PV
2020,ME,9.171500085,PV
2021,ME,8.47365068,PV
2022,ME,8.47365068,PV
2023,ME,9.74949932,PV
2024,ME,9.74949932,PV
2025,ME,11.8124506,PV
2026,ME,11.8124506,PV
2027,ME,5.6287,PV
2028,ME,5.6287,PV
2029,ME,6.84164932,PV
2030,ME,6.84164932,PV
2031,ME,8.144699915,PV
2032,ME,8.144699915,PV
2033,ME,8.575650765,PV
2034,ME,8.575650765,PV
2035,ME,7.38224949,PV
2036,ME,7.38224949,PV
2037,ME,7.38310034,PV
2038,ME,7.38310034,PV
2039,ME,7.443449915,PV
2040,ME,7.443449915,PV
2041,ME,6.626600255,PV
2042,ME,6.626600255,PV
2043,ME,5.54794966,PV
2044,ME,5.54794966,PV
2045,ME,809.8318902,PV
2046,ME,809.8318902,PV
2047,ME,4.309500085,PV
2048,ME,4.309500085,PV
2049,ME,1148.652744,PV
2050,ME,1148.652744,PV
2018,MI,261.1909753,PV
2019,MI,8.130250425,PV
2020,MI,8.130250425,PV
2021,MI,1160.130149,PV
2022,MI,1160.130149,PV
2023,MI,306.0810292,PV
2024,MI,306.0810292,PV
2025,MI,295.0148538,PV
2026,MI,295.0148538,PV
2027,MI,1372.956549,PV
2028,MI,1372.956549,PV
2029,MI,2100.978638,PV
2030,MI,2100.978638,PV
2031,MI,1051.560177,PV
2032,MI,1051.560177,PV
2033,MI,56.74940051,PV
2034,MI,56.74940051,PV
2035,MI,64.34414932,PV
2036,MI,64.34414932,PV
2037,MI,70.1811,PV
2038,MI,70.1811,PV
2039,MI,3969.546052,PV
2040,MI,3969.546052,PV
2041,MI,61.95650059,PV
2042,MI,61.95650059,PV
2043,MI,6779.796317,PV
2044,MI,6779.796317,PV
2045,MI,58.52760034,PV
2046,MI,58.52760034,PV
2047,MI,1271.740256,PV
2048,MI,1271.740256,PV
2049,MI,66.78109966,PV
2050,MI,66.78109966,PV
2018,MN,893.5942904,PV
2019,MN,13.06109915,PV
2020,MN,13.06109915,PV
2021,MN,8.055450425,PV
2022,MN,8.055450425,PV
2023,MN,14.92005026,PV
2024,MN,14.92005026,PV
2025,MN,54.79354975,PV
2026,MN,54.79354975,PV
2027,MN,86.10669975,PV
2028,MN,86.10669975,PV
2029,MN,145.0559,PV
2030,MN,145.0559,PV
2031,MN,1628.033688,PV
2032,MN,1628.033688,PV
2033,MN,2651.507,PV
2034,MN,2651.507,PV
2035,MN,389.9051999,PV
2036,MN,389.9051999,PV
2037,MN,597.1513505,PV
2038,MN,597.1513505,PV
2039,MN,621.8293992,PV
2040,MN,621.8293992,PV
2041,MN,609.1346499,PV
2042,MN,609.1346499,PV
2043,MN,481.6525003,PV
2044,MN,481.6525003,PV
2045,MN,339.1891001,PV
2046,MN,339.1891001,PV
2047,MN,111.2785996,PV
2048,MN,111.2785996,PV
2049,MN,842.5696642,PV
2050,MN,842.5696642,PV
2018,MO,186.1308746,PV
2019,MO,16.81045009,PV
2020,MO,16.81045009,PV
2021,MO,8.98025051,PV
2022,MO,8.98025051,PV
2023,MO,9.75714949,PV
2024,MO,9.75714949,PV
2025,MO,57.03245026,PV
2026,MO,57.03245026,PV
2027,MO,175.24229,PV
2028,MO,175.24229,PV
2029,MO,1762.072616,PV
2030,MO,1762.072616,PV
2031,MO,1250.06355,PV
2032,MO,1250.06355,PV
2033,MO,120.0718501,PV
2034,MO,120.0718501,PV
2035,MO,84.31319958,PV
2036,MO,84.31319958,PV
2037,MO,251.0517505,PV
2038,MO,251.0517505,PV
2039,MO,255.39236,PV
2040,MO,255.39236,PV
2041,MO,157.2644503,PV
2042,MO,157.2644503,PV
2043,MO,2634.079597,PV
2044,MO,2634.079597,PV
2045,MO,148.9234003,PV
2046,MO,148.9234003,PV
2047,MO,136.8449002,PV
2048,MO,136.8449002,PV
2049,MO,248.9173408,PV
2050,MO,248.9173408,PV
2018,MS,180.3122001,PV
2019,MS,2.026400255,PV
2020,MS,2.026400255,PV
2021,MS,2.69449983,PV
2022,MS,2.69449983,PV
2023,MS,3.43145,PV
2024,MS,3.43145,PV
2025,MS,5.15780034,PV
2026,MS,5.15780034,PV
2027,MS,742.9790488,PV
2028,MS,742.9790488,PV
2029,MS,1668.763351,PV
2030,MS,1668.763351,PV
2031,MS,34.06205,PV
2032,MS,34.06205,PV
2033,MS,68.77010085,PV
2034,MS,68.77010085,PV
2035,MS,126.57095,PV
2036,MS,126.57095,PV
2037,MS,181.0550998,PV
2038,MS,181.0550998,PV
2039,MS,212.7056997,PV
2040,MS,212.7056997,PV
2041,MS,60.22845043,PV
2042,MS,60.22845043,PV
2043,MS,52.94905,PV
2044,MS,52.94905,PV
2045,MS,563.4405199,PV
2046,MS,563.4405199,PV
2047,MS,41.10599966,PV
2048,MS,41.10599966,PV
2049,MS,2165.236619,PV
2050,MS,2165.236619,PV
2018,MT,33.82234992,PV
2019,MT,7.84634983,PV
2020,MT,7.84634983,PV
2021,MT,10.49154992,PV
2022,MT,10.49154992,PV
2023,MT,11.83030068,PV
2024,MT,11.83030068,PV
2025,MT,20.29204975,PV
2026,MT,20.29204975,PV
2027,MT,27.70150026,PV
2028,MT,27.70150026,PV
2029,MT,765.9758003,PV
2030,MT,765.9758003,PV
2031,MT,30.16394992,PV
2032,MT,30.16394992,PV
2033,MT,25.19144975,PV
2034,MT,25.19144975,PV
2035,MT,21.12504966,PV
2036,MT,21.12504966,PV
2037,MT,264.3011327,PV
2038,MT,264.3011327,PV
2039,MT,16.66339983,PV
2040,MT,16.66339983,PV
2041,MT,11.84305034,PV
2042,MT,11.84305034,PV
2043,MT,11.88385,PV
2044,MT,11.88385,PV
2045,MT,10.93184983,PV
2046,MT,10.93184983,PV
2047,MT,1873.16625,PV
2048,MT,1873.16625,PV
2049,MT,3066.077986,PV
2050,MT,3066.077986,PV
2018,NC,4754.272954,PV
2019,NC,155.3094503,PV
2020,NC,155.3094503,PV
2021,NC,130.08655,PV
2022,NC,130.08655,PV
2023,NC,194.5798735,PV
2024,NC,194.5798735,PV
2025,NC,145.3253502,PV
2026,NC,145.3253502,PV
2027,NC,201.3964503,PV
2028,NC,201.3964503,PV
2029,NC,297.4693992,PV
2030,NC,297.4693992,PV
2031,NC,351.6229003,PV
2032,NC,351.6229003,PV
2033,NC,435.1685499,PV
2034,NC,435.1685499,PV
2035,NC,536.9084506,PV
2036,NC,536.9084506,PV
2037,NC,587.7256997,PV
2038,NC,587.7256997,PV
2039,NC,601.1744003,PV
2040,NC,601.1744003,PV
2041,NC,1042.135614,PV
2042,NC,1042.135614,PV
2043,NC,448.1191498,PV
2044,NC,448.1191498,PV
2045,NC,375.3999503,PV
2046,NC,375.3999503,PV
2047,NC,327.5058497,PV
2048,NC,327.5058497,PV
2049,NC,589.3145202,PV
2050,NC,589.3145202,PV
2018,ND,45.17070179,PV
2019,ND,0.221850255,PV
2020,ND,0.221850255,PV
2021,ND,0.38844949,PV
2022,ND,0.38844949,PV
2023,ND,0.717400255,PV
2024,ND,0.717400255,PV
2025,ND,1.93375017,PV
2026,ND,1.93375017,PV
2027,ND,3.660099575,PV
2028,ND,3.660099575,PV
2029,ND,416.6217963,PV
2030,ND,416.6217963,PV
2031,ND,11.04404983,PV
2032,ND,11.04404983,PV
2033,ND,752.1990008,PV
2034,ND,752.1990008,PV
2035,ND,26.15790034,PV
2036,ND,26.15790034,PV
2037,ND,653.5578087,PV
2038,ND,653.5578087,PV
2039,ND,55.5577,PV
2040,ND,55.5577,PV
2041,ND,64.25745051,PV
2042,ND,64.25745051,PV
2043,ND,65.35395026,PV
2044,ND,65.35395026,PV
2045,ND,63.95144932,PV
2046,ND,63.95144932,PV
2047,ND,52.45860043,PV
2048,ND,52.45860043,PV
2049,ND,1190.8551,PV
2050,ND,1190.8551,PV
2018,NE,71.48746483,PV
2019,NE,11.2234006,PV
2020,NE,11.2234006,PV
2021,NE,8.743099915,PV
2022,NE,8.743099915,PV
2023,NE,10.75759949,PV
2024,NE,10.75759949,PV
2025,NE,39.91599992,PV
2026,NE,39.91599992,PV
2027,NE,71.32775,PV
2028,NE,71.32775,PV
2029,NE,28.86260009,PV
2030,NE,28.86260009,PV
2031,NE,2365.985709,PV
2032,NE,2365.985709,PV
2033,NE,40.47105051,PV
2034,NE,40.47105051,PV
2035,NE,16.3251,PV
2036,NE,16.3251,PV
2037,NE,90.58789949,PV
2038,NE,90.58789949,PV
2039,NE,54.06085009,PV
2040,NE,54.06085009,PV
2041,NE,31.18820034,PV
2042,NE,31.18820034,PV
2043,NE,28.97395017,PV
2044,NE,28.97395017,PV
2045,NE,32.59919949,PV
2046,NE,32.59919949,PV
2047,NE,39.20030043,PV
2048,NE,39.20030043,PV
2049,NE,1197.070216,PV
2050,NE,1197.070216,PV
2018,NH,234.6500845,PV
2019,NH,32.09685017,PV
2020,NH,32.09685017,PV
2021,NH,11.15115034,PV
2022,NH,11.15115034,PV
2023,NH,12.31904949,PV
2024,NH,12.31904949,PV
2025,NH,14.65229992,PV
2026,NH,14.65229992,PV
2027,NH,24.82594983,PV
2028,NH,24.82594983,PV
2029,NH,27.15920026,PV
2030,NH,27.15920026,PV
2031,NH,24.48595017,PV
2032,NH,24.48595017,PV
2033,NH,19.74209958,PV
2034,NH,19.74209958,PV
2035,NH,10.73635068,PV
2036,NH,10.73635068,PV
2037,NH,8.467699405,PV
2038,NH,8.467699405,PV
2039,NH,7.67125051,PV
2040,NH,7.67125051,PV
2041,NH,4.31204983,PV
2042,NH,4.31204983,PV
2043,NH,2.15985,PV
2044,NH,2.15985,PV
2045,NH,3.456950255,PV
2046,NH,3.456950255,PV
2047,NH,2.13519966,PV
2048,NH,2.13519966,PV
2049,NH,736.7120002,PV
2050,NH,736.7120002,PV
2018,NJ,6104.650269,PV
2019,NJ,5600.612688,PV
2020,NJ,5600.612688,PV
2021,NJ,2319.911368,PV
2022,NJ,2319.911368,PV
2023,NJ,186.9880993,PV
2024,NJ,186.9880993,PV
2025,NJ,210.7524006,PV
2026,NJ,210.7524006,PV
