,,year,Residential,Commercial,Utility,All Sector All Tech Installs_[MWdc],Residential c-Si,Commercial c-Si,Utility c-Si,All Sector c-Si Installs_[MWdc]
yearly,1.6m$^2$,2030,807743.0018654503,1070460.8481280687,824497.1629366741,2702701.0129301935,807743.0018654503,1070274.9291716977,514288.02979641163,2392305.9608335597
yearly,1.6m$^2$,2050,8662753.394737946,6213090.031057813,37881502.671268195,52757346.097063996,8662753.394737946,6200102.84035581,26810552.702379625,41673408.937473364
yearly,2m$^2$,2030,646194.4014923603,856368.678502455,659597.7303493393,2162160.810344155,646194.4014923603,856219.9433373582,411430.4238371293,1913844.7686668478
yearly,2m$^2$,2050,6930202.715790357,4970472.024846251,30305202.13701456,42205876.8776512,6930202.715790357,4960082.272284648,21448442.1619037,33338727.149978694
cumulative,1.6m$^2$,2030,2628649.5170457484,4118907.964357521,2355790.7331123403,9103348.21451561,2628649.5170457484,4118475.6082648984,1507143.5180280863,8254268.643338732
cumulative,1.6m$^2$,2050,69839673.78462295,62637042.29430811,218852202.52077243,351328918.5997035,69839673.78462295,62455247.15077097,152374393.29197145,284669314.2273654
cumulative,2m$^2$,2030,2102919.613636599,3295126.371486017,1884632.5864898725,7282678.5716124885,2102919.613636599,3294780.486611919,1205714.8144224691,6603414.914670986
cumulative,2m$^2$,2050,55871739.02769837,50109633.83544649,175081762.01661795,281063134.8797628,55871739.02769837,49964197.72061678,121899514.63357717,227735451.3818923
