,year,Arizona,California,Florida,Nevada,North Carolina,Texas
yearly,2024,12921.793251998284,249246.02054489736,578.6599238472384,3744.627255234346,2354.848174916567,949.5509966231872
yearly,2035,3863601.172358684,6304185.332660065,132988.95601919893,1022840.7122328485,733101.3223887857,290578.05140770145
yearly,2045,69514.21042066434,457123.28907707735,144818.89684486826,71668.72377426307,181999.72056513975,150742.09932374585
yearly,2050,2523789.666321667,18396516.927225765,14133842.639269356,1592553.9905407436,4879755.079580266,15686716.266018344
cumulative,2024,91480.64548206227,498221.76882262895,1205.2290967822992,8278.398649324496,5307.580145556338,2147.6236015910126
cumulative,2035,8746656.597085737,18732917.10801003,1423458.9258758472,2599269.8317542067,2046644.5158385301,902673.02088223
cumulative,2045,19617923.445030447,107702664.72930822,4747296.696741278,13016086.493816763,20937136.66147662,7064983.707034202
cumulative,2050,29676145.641913354,173333689.69615078,35244569.94377721,21097572.788829364,41460277.633177236,40258798.06987103
