year,newInstalledCapacity_sim1_Residential_[MW],newInstalledCapacity_sim1_Commercial_[MW],newInstalledCapacity_sim1_Utility_[MW],newInstalledCapacity_sim1_All Sector All Tech Installs_[MWdc]_[MW],newInstalledCapacity_sim1_Residential c-Si_[MW],newInstalledCapacity_sim1_Commercial c-Si_[MW],newInstalledCapacity_sim1_Utility c-Si_[MW],newInstalledCapacity_sim1_All Sector c-Si Installs_[MWdc]_[MW],ActiveCapacity_sim1_Residential_[MW],DecommisionedCapacity_sim1_Residential_[MW],ActiveCapacity_sim1_Commercial_[MW],DecommisionedCapacity_sim1_Commercial_[MW],ActiveCapacity_sim1_Utility_[MW],DecommisionedCapacity_sim1_Utility_[MW],ActiveCapacity_sim1_All Sector All Tech Installs_[MWdc]_[MW],DecommisionedCapacity_sim1_All Sector All Tech Installs_[MWdc]_[MW],ActiveCapacity_sim1_Residential c-Si_[MW],DecommisionedCapacity_sim1_Residential c-Si_[MW],ActiveCapacity_sim1_Commercial c-Si_[MW],DecommisionedCapacity_sim1_Commercial c-Si_[MW],ActiveCapacity_sim1_Utility c-Si_[MW],DecommisionedCapacity_sim1_Utility c-Si_[MW],ActiveCapacity_sim1_All Sector c-Si Installs_[MWdc]_[MW],DecommisionedCapacity_sim1_All Sector c-Si Installs_[MWdc]_[MW],Annual_DecommisionedCapacity_sim1_Residential_[MW],Annual_DecommisionedCapacity_sim1_Commercial_[MW],Annual_DecommisionedCapacity_sim1_Utility_[MW],Annual_DecommisionedCapacity_sim1_All Sector All Tech Installs_[MWdc]_[MW],Annual_DecommisionedCapacity_sim1_Residential c-Si_[MW],Annual_DecommisionedCapacity_sim1_Commercial c-Si_[MW],Annual_DecommisionedCapacity_sim1_Utility c-Si_[MW],Annual_DecommisionedCapacity_sim1_All Sector c-Si Installs_[MWdc]_[MW]
2005,27.6,50.99999999999999,0.0,78.6,27.6,50.99999999999999,0.0,78.6,89.83649981765772,10.963500182342287,125.05152435599288,1.1484756440071067,12.438234482122159,12.261765517877826,227.32625865577282,24.37374134422717,89.83649981765772,10.963500182342287,125.05152435599288,1.1484756440071067,12.438234482122159,12.261765517877826,227.32625865577282,24.37374134422717,9.078830105777797,0.5595897174993496,10.711390935164125,20.34981075844121,9.078830105777797,0.5595897174993496,10.711390935164125,20.34981075844121
2006,37.5,66.7,0.0,104.2,37.5,66.7,0.0,104.2,125.5205457713097,12.779454228690312,190.81360333293574,2.0863966670642355,12.344947723496446,12.355052276503539,328.67909682774194,27.220903172258033,125.5205457713097,12.779454228690312,190.81360333293574,2.0863966670642355,12.344947723496446,12.355052276503539,328.67909682774194,27.220903172258033,1.8159540463480255,0.9379210230571289,0.09328675862571245,2.8471618280308633,1.8159540463480255,0.9379210230571289,0.09328675862571245,2.8471618280308633
2007,57.8,93.2,9.400000000000006,160.4,57.8,93.2,9.400000000000006,160.4,182.37725461272217,13.722745387277854,282.5823527896369,3.517647210363066,21.652360615381873,12.447639384618121,486.6119680177409,29.688031982259076,182.37725461272217,13.722745387277854,282.5823527896369,3.517647210363066,21.652360615381873,12.447639384618121,486.6119680177409,29.688031982259076,0.9432911585875416,1.4312505432988303,0.09258710811458215,2.467128810001043,0.9432911585875416,1.4312505432988303,0.09258710811458215,2.467128810001043
2008,77.6,189.6,22.900000000000034,290.1,77.6,189.6,0.0,267.2,258.6040417034289,15.095958296571155,470.0624520563432,5.6375479436567275,44.38996790829301,12.61003209170702,773.056461668065,33.34353833193495,258.6040417034289,15.095958296571155,470.0624520563432,5.6375479436567275,21.489967908292975,12.61003209170702,750.156461668065,33.34353833193495,1.3732129092933008,2.1199007332936617,0.1623927070888982,3.655506349675875,1.3732129092933008,2.1199007332936617,0.1623927070888982,3.655506349675875
2009,168.5,208.2,59.60000000000002,436.3,168.5,208.2,29.80000000000001,406.5,425.15057297167687,17.04942702832318,674.7353212096203,9.164678790379526,103.65704312485373,12.942956875146322,1203.5429373061509,39.157062693849184,425.15057297167687,17.04942702832318,674.7353212096203,9.164678790379526,51.12879312485368,12.771206875146326,1151.014687306151,38.98531269384898,1.9534687317520252,3.527130846722798,0.332924783439303,5.813524361914233,1.9534687317520252,3.527130846722798,0.16117478343930713,5.641774361914031
2010,246.0,337.0,267.0,850.0,246.0,337.0,89.00000000000001,672.0,667.9287452103355,20.271254789664567,1006.6701786120043,14.229821387995571,369.8796151160348,13.72038488396521,2044.4785389383744,48.221461061625405,667.9287452103355,20.271254789664567,1006.6701786120043,14.229821387995571,139.74532699103477,13.154673008965261,1814.3442508133746,47.65574918662537,3.2218277613413875,5.065142597616045,0.7774280088188874,9.06439836777622,3.2218277613413875,5.065142597616045,0.3834661338189349,8.670436492776389
2011,305.0,850.0,786.0,1941.0,305.0,850.0,589.5,1744.5,967.8459557501809,25.35404424981914,1849.1084321057801,21.791567894219725,1153.1055168310543,16.494483168945635,3970.0599046870157,63.64009531298416,967.8459557501809,25.35404424981914,1849.1084321057801,21.791567894219725,728.1972358669921,14.202764133008031,3545.1516237229534,61.348376277046555,5.082789460154572,7.561746506224154,2.7740982849804254,15.418634251358753,5.082789460154572,7.561746506224154,1.0480911240427702,13.692627090421183
2012,496.0,1075.0,1803.0,3374.0,496.0,1075.0,1357.0967741935483,2928.0967741935483,1454.225530177026,34.974469822974015,2910.2127618647914,35.68723813520819,2947.457219161444,25.142780838556064,7311.895511203261,95.80448879673895,1454.225530177026,34.974469822974015,2910.2127618647914,35.68723813520819,2079.8325244981934,19.66424969535501,6444.270816540011,90.32595765353744,9.620425573154876,13.895670240988466,8.648297669610429,32.16439348375479,9.620425573154876,13.895670240988466,5.461485562346979,28.97758137649089
2013,799.0,1109.0,2858.0,4766.0,799.0,1108.3045641497172,1791.5820895522388,3698.8866537019558,2240.4299253548224,47.770074645177374,3997.3268952103663,57.57310478963336,5783.351259772432,47.248740227568305,12021.108080337619,152.59191966238177,2240.4299253548224,47.770074645177374,3996.6314593600837,57.57310478963336,3855.8158400636175,35.26302368216966,10092.877224778522,140.60620311698221,12.795604822203359,21.885866654425172,22.10595938901224,56.78743086564282,12.795604822203359,21.885866654425172,15.598773986814649,50.28024546344477
2014,1268.0,1055.0,3922.0,6245.0,1268.0,1054.5751435912157,1175.3627760252361,3497.937919616452,3491.6265108601474,64.57348913985243,5019.770840420032,90.12915957996756,9661.975929644628,90.62407035537217,18173.373280924807,245.32671907519398,3491.6265108601474,64.57348913985243,5018.655763929842,90.12394381109061,5002.259819656825,64.18182011419776,13512.542094446815,218.8792530651408,16.803414494675053,32.5560547903342,43.37533012780386,92.73479941281221,16.803414494675053,32.55083902145725,28.918796432028103,78.27304994815859
2015,2171.0,1070.0,4268.0,7509.0,2171.0,1069.390581300189,3464.9616724738676,6705.352253774057,5636.438348306214,90.761651693786,6052.120770439807,127.77922956019302,13857.509665191677,163.09033480832295,25546.0687839377,381.631216062302,5636.438348306214,90.761651693786,6050.404638323483,127.76565071763889,8429.703341707012,101.69997053787847,20116.546328336713,320.2272729492979,26.18816255393358,37.65006998022545,72.46626445295078,136.304496987108,26.18816255393358,37.64170690654828,37.51815042368071,101.34801988415711
2016,2638.0,1715.0,10751.0,15104.0,2638.0,1708.7165741165356,8265.55376344086,12612.270337557395,8232.160860512968,133.03913948703303,7721.722152769743,173.1778472302567,24504.570830219083,267.02916978091525,40458.45384350179,573.2461564982077,8232.160860512968,133.03913948703303,7713.735465760826,173.15139739683127,16632.028282600102,164.92879308564807,32577.924608873895,471.1193299695078,42.27748779324702,45.398617670063686,103.9388349725923,191.61494043590574,42.27748779324702,45.38574667919238,63.228822547769596,150.8920570202099
2017,2239.0,2366.0,6476.0,11081.0,2239.0,2349.7503187228353,5035.1295843520775,9623.879903074914,10409.404509515212,194.7954904847884,10029.781869404702,231.11813059529777,30796.75832686727,450.841673132727,51235.94470578719,876.7552942128095,10409.404509515212,194.7954904847884,10005.605401271188,231.0317806093044,21542.395162233366,289.6914978044624,41957.40507301978,715.5187688985388,61.75635099775536,57.94028336504107,183.81250335181176,303.5091377146018,61.75635099775536,57.880383212473134,124.76270471881435,244.39943892903102
2018,2418.0,2196.0,6119.0,10733.0,2418.0,2173.5426441700533,4593.103274559194,9184.645918729246,12749.287087985855,272.91291201414606,12150.475880670674,306.42411932932555,36684.698258882076,681.9017411179229,61584.4612275386,1261.2387724613945,12749.287087985855,272.91291201414606,12104.023380218276,306.15644583227004,25973.863255280325,451.3266793166986,50827.17372348446,1030.3960371630965,78.11742152935767,75.30598873402778,231.06006798519593,384.483478248585,78.11742152935767,75.12466522296563,161.63518151223616,314.87726826455764
2019,2865.0,2184.0,8462.0,13511.0,2865.0,2183.10171413047,5353.134782608696,10401.236496739166,15518.537287378542,368.6627126214589,14243.125557040485,397.774442959515,44871.34781156475,957.2521884352464,74633.01065598376,1723.6893440162385,15518.537287378542,368.6627126214589,14196.123164472561,397.1583757084536,31132.021791640625,646.3029255650945,60846.68224349173,1412.1240138949943,95.74980060731286,91.35032363018945,275.3504473173234,462.4505715548439,95.74980060731286,91.00192987618357,194.9762462483959,381.7279767318978
2020,3260.532312709536,2383.127517679117,13676.83028,19320.49011038865,3260.532312709536,2366.4504261182765,9799.598019937695,15426.580758765507,18662.346238023914,485.3860746856226,16516.494496278516,507.5330214006026,58210.67539839228,1294.7548816077178,93389.51613269471,2287.6739776939357,18662.346238023914,485.3860746856226,16453.167530098548,506.56443620074424,40697.25647299486,880.66626414856,75812.77024111731,1872.6167750349268,116.72336206416367,109.7585784410876,337.5026931724715,563.9846336776973,116.72336206416367,109.40606049229064,234.36333858346552,460.49276113993255
2021,4229.398911303894,2654.7819096174876,16938.966064400003,23823.146885321377,4229.398911303894,2650.006484935553,11581.96718894924,18461.37258518869,22746.43087830426,630.7003457091705,19044.32685987957,634.4825674170352,74709.14307042203,1735.2532739779854,116499.90080860586,3000.436187104162,22746.43087830426,630.7003457091705,18976.69942128956,633.0390299452847,51970.26439335586,1189.625532736798,93693.39469294966,2453.3649083912605,145.31427102354792,126.94954601643258,440.49839237026754,712.7622094102262,145.31427102354792,126.47459374454047,308.95926858823805,580.7481333563337
2022,6002.96213379584,2695.8963901724246,14090.304544999999,22789.163068968264,6002.96213379584,2662.2972853884116,9135.621347577071,17800.880766761322,28568.27847857917,811.8148792301035,21588.35915167597,786.3466657930585,88235.40190106741,2299.2989883325936,138392.03953132255,3897.460533355741,28568.27847857917,811.8148792301035,21487.639814207912,784.3959224153441,60712.73106045645,1582.7802132132783,110768.64935324354,3178.9910148586932,181.11453352093304,151.86409837602332,564.0457143546082,897.0243462515791,181.11453352093304,151.3568924700594,393.1546804764803,725.6261064674327
2023,6880.404438151638,3250.0086510073784,31106.189683970002,41236.602773129,6880.404438151638,3166.930171763513,22278.995098694173,32326.329708609323,35219.97949583016,1040.5183001307523,24651.657659528926,973.05680894748,118674.34568525673,2966.544888113276,178545.9828406158,4980.119997191505,35219.97949583016,1040.5183001307523,24468.615238298902,970.3506700878679,82531.51198324886,2042.994389115047,142220.10671737793,4053.863359333627,228.70342090064878,186.71014315442153,667.2458997806825,1082.6594638357637,228.70342090064878,185.9547476725238,460.2141759017686,874.8723444749339
2024,4742.236269679419,3862.982220093973,41380.159676174,49985.37816594738,4742.236269679419,3807.8728324674476,26897.1037895131,35447.21289165997,39675.5794049879,1327.154660652428,28299.640571035354,1188.0561175350267,159158.64191912123,3862.408330422768,227133.86189514448,6377.619108610204,39675.5794049879,1327.154660652428,28062.861581866113,1183.9771589881057,108804.84782686972,2666.7623350072827,176543.28881372375,5177.894154647773,286.63636052167567,214.9993085875467,895.8634423094918,1397.4991114186996,286.63636052167567,213.62648890023775,623.7679458922357,1124.0307953141455
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39352.01741502068,1650.7166506196445,28038.908083504142,1448.7886050662382,157958.47422869006,5062.576020853943,225349.3997272149,8162.081276539771,39352.01741502068,1650.7166506196445,27803.904941399305,1442.9337994549132,107983.99223247326,3487.617929403743,175139.9145888933,6581.268379478221,323.5619899672165,260.7324875312115,1200.1676904311753,1784.462167929567,323.5619899672165,258.9566404668076,820.8555943964602,1403.374224830448
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39021.53235371013,1981.2017119301963,27764.77170186128,1722.924986709102,156763.73515187114,6257.315097672865,223550.03920744246,9961.441796312225,39021.53235371013,1981.2017119301963,27531.531096222767,1715.3076446314517,107166.68479383514,4304.925368041862,173719.74824376803,8001.434724603489,330.4850613105518,274.13638164286385,1194.7390768189216,1799.3605197724537,330.4850613105518,272.37384517653845,817.3074386381195,1420.166345125268
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38721.96284057641,2280.771225063916,27542.853988383675,1944.8427001867058,155572.7644554159,7448.285794128111,221837.58128437592,11673.899719378765,38721.96284057641,2280.771225063916,27311.362720471727,1935.4760203824917,106351.77854789287,5119.831613984134,172385.104108941,9336.078859430505,299.56951313371974,221.91771347760368,1190.970696455246,1712.4579230665404,299.56951313371974,220.16837575104,814.9062459422712,1334.6441348270164
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38374.829612698326,2627.904452941999,27240.978266639384,2246.7184219309966,154375.9228523028,8645.127397241187,219991.7307316405,13519.75027211418,38374.829612698326,2627.904452941999,27011.223263192376,2235.6154776618423,105530.41375009819,5941.196411778816,170916.4666259889,10804.716342382628,347.13322787808283,301.8757217442908,1196.8416031130764,1845.8505527354137,347.13322787808283,300.1394572793506,821.3647977946821,1468.6374829521228
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38010.84037034558,2991.893695294748,26858.00377117321,2629.6929173971694,153167.42717080683,9853.623078737175,218036.27131232552,15475.209691429161,38010.84037034558,2991.893695294748,26629.972112326195,2616.8666285280233,104715.81464816707,6755.795513709934,169356.62713083887,12364.555837532651,363.989242352749,382.9744954661728,1208.4956814959878,1955.4594193149824,363.989242352749,381.251150866181,814.5991019311186,1559.8394951500231
2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37574.05777126773,3428.6762943725917,26457.602728743062,3030.093959827318,151925.99652467755,11095.053724866448,215957.6570246883,17553.823979066394,37574.05777126773,3428.6762943725917,26231.28170206712,3015.5570387870976,103874.37417048213,7597.235991394875,167679.713643817,14041.46932455452,436.78259907784377,400.40104243014866,1241.4306461292726,2078.6142876372323,436.78259907784377,398.69041025907427,841.4404776849406,1676.9134870218695
2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37270.896435712464,3731.8376299278607,26216.41374199206,3271.2829465783216,150723.88574503796,12297.164504506043,214211.19592274242,19300.28508101226,37270.896435712464,3731.8376299278607,25991.79094260298,3255.0477982512384,103050.98617270424,8420.62398917276,166313.67355101972,15407.509417351801,303.16133555526903,241.18898675100354,1202.1107796395954,1746.461101945868,303.16133555526903,239.49075946414087,823.3879977778852,1366.0400927972805
2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36769.35835035413,4233.3757152861945,25696.879408132718,3790.8172804376627,149298.54750047272,13722.502749071282,211764.78525895948,21746.6957447952,36769.35835035413,4233.3757152861945,25473.942917440865,3772.8958234133534,102147.97067027325,9323.639491603753,164391.27193806827,17329.91103030325,501.5380853583338,519.5343338593411,1425.3382445652387,2446.410663782939,501.5380853583338,517.8480251621149,903.0155024309934,1922.4016129514494
2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36461.82224527315,4540.911820367175,25434.74091018653,4052.95577838385,148071.01047004742,14950.039779496583,209967.57362550707,23543.90737824762,36461.82224527315,4540.911820367175,25213.479604508666,4033.3591363455525,101303.08152217486,10168.528639702141,162978.3833719567,18742.799596414814,307.53610508098063,262.1384979461873,1227.537030425301,1797.211633452418,307.53610508098063,260.4633129321992,844.8891480983875,1412.8885661115637
2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35913.349711355644,5089.384354284681,24504.749404469418,4982.947284100963,146218.17706995187,16802.873179592134,206636.2761857769,26875.204817977792,35913.349711355644,5089.384354284681,24285.153470085435,4961.685270768783,99990.67091971103,11480.939242165972,160189.1741011521,21532.00886721941,548.4725339175056,929.9915057171129,1852.833400095551,3331.297439730173,548.4725339175056,928.3261344232305,1312.4106024638313,2789.2092708045966
2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35321.10213094949,5681.631934690835,23633.58133082123,5854.11535774915,143950.34457831067,19070.70567123333,202905.02804008132,30606.452963673364,35321.10213094949,5681.631934690835,23415.6430912799,5831.195649574318,98367.32274056917,13104.287421307832,157104.06796279858,24617.115005572938,592.2475804061542,871.1680736481867,2267.832491641195,3731.248145695572,592.2475804061542,869.5103788055349,1623.3481791418599,3085.106138353527
2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35032.50990949911,5970.224156141216,23427.251970757126,6060.444717813254,142789.46633263736,20231.583916906646,201249.2282128936,32262.252790861094,35032.50990949911,5970.224156141216,23210.96715278942,6035.871588064798,97582.92464280843,13888.685519068575,155826.40170509694,25894.781263274577,288.59222145038075,206.32936006410455,1160.878245673317,1655.7998271877295,288.59222145038075,204.6759384904799,784.3980977607425,1277.6662577016396
2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34130.56720408965,6872.1668615506715,22371.525703543306,7116.1709850270745,139438.69217071118,23582.358078832825,195940.78507834408,37570.695925410604,34130.56720408965,6872.1668615506715,22157.41656757776,7089.42217327646,95429.66993986463,16041.940222012374,151717.653711532,30003.52925683951,901.9427054094558,1055.7262672138204,3350.7741619261797,5308.44313454951,901.9427054094558,1053.550585211662,2153.254702943799,4108.747993564932
2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33853.23206978855,7149.501995851773,22187.25802995175,7300.43865861863,138328.49274256418,24692.55750697982,194368.98284230445,39142.49816145023,33853.23206978855,7149.501995851773,21974.769114037725,7272.069626816494,94687.20084801133,16784.409313865675,150515.2020318376,31205.980936533917,277.3351343011018,184.26767359155565,1110.199428146996,1571.802236039628,277.3351343011018,182.6474535400339,742.4690918533015,1202.451679694408
2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33561.54275776868,7441.191307871646,21991.80264081887,7495.89404775151,137177.1311849202,25843.9190646238,192730.4765835077,40781.00442024699,33561.54275776868,7441.191307871646,21780.934761716897,7465.903979137322,93928.65739042575,17542.95277145125,149271.13490991134,32450.048058460176,291.6893120198729,195.45538913287965,1151.361557643977,1638.506258796755,291.6893120198729,193.83435232082775,758.5434575855761,1244.0671219262586
2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32308.80989460982,8693.924171030503,20998.308830032416,8489.387858537964,133057.36944692783,29963.680802616174,186364.48817157003,47146.99283218465,32308.80989460982,8693.924171030503,20789.386876699078,8457.45186415514,92271.33948276732,19200.270679109686,145369.53625407623,36351.64671429529,1252.732863158857,993.4938107864546,4119.761737992376,6365.988411937666,1252.732863158857,991.5478850178188,1657.3179076584347,3901.598655835114
2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32031.45161773172,8971.282447908605,20819.22685010496,8668.469838465422,131960.1505227013,31060.899726842705,184810.82899053796,48700.65201321672,32031.45161773172,8971.282447908605,20611.93927866477,8634.899462189449,91501.4162790477,19970.193882829306,144144.8071754442,37576.37579292731,277.3582768781016,179.08197992745772,1097.2189242265304,1553.6591810320679,277.3582768781016,177.4475980343086,769.9232037196198,1224.7290786320227
2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31729.5428244076,9273.191241232726,20624.640512809947,8863.056175760434,130794.91227959364,32226.13796995036,183149.09561681116,50362.385386943526,31729.5428244076,9273.191241232726,20419.032591995227,8827.806148858992,90677.56193719876,20794.04822467825,142826.1373536016,38895.045614769915,301.9087933241208,194.58633729501162,1165.2382431076549,1661.7333737268054,301.9087933241208,192.90668666954298,823.8543418489426,1318.6698218426027
2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29749.091201191066,11253.642864449259,19596.561225732465,9891.135462837916,126293.98653669754,36727.06371284646,175639.63896362102,57871.84204013366,29749.091201191066,11253.642864449259,19393.180705913393,9853.658034940825,87148.47796901249,24323.13219286452,136290.74987611698,45430.433092254534,1980.4516232165333,1028.0792870774821,4500.925742896099,7509.456653190136,1980.4516232165333,1025.851886081833,3529.083968186271,6535.387477484619
2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27443.860928692982,13558.873136947343,18084.83602303241,11402.86066553797,116898.25547364767,46122.79477589633,162426.95242537302,71084.52857838167,27443.860928692982,13558.873136947343,17888.09294171372,11358.745799140499,79999.64811506808,31471.962046808927,125331.60198547483,56389.58098289669,2305.2302724980837,1511.725202700054,9395.731063049869,13212.686538248003,2305.2302724980837,1505.087764199674,7148.829853944408,10959.147890642154
2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27182.716222978223,13820.017842662102,17893.392569578158,11594.304118992222,115862.9997781499,47158.050471394105,160939.10857070624,72572.37243304844,27182.716222978223,13820.017842662102,17698.53199748233,11548.30674337189,79278.2912965677,32193.31886530931,124159.53951702827,57561.64345134325,261.14470571475977,191.44345345425245,1035.2556954977772,1487.8438546667749,261.14470571475977,189.56094423139075,721.3568185003824,1172.0624684465583
