,2024,2035,2045,2050
WasteAll_Module_sim1_Residential c-Si_[Tonnes]_[million Tonnes],0.00699412122486666,0.11960961053599509,0.5884137016226694,1.2396914124561866
WasteAll_Module_sim1_Commercial c-Si_[Tonnes]_[million Tonnes],0.00731179440800158,0.2329380090239642,0.5746929843633295,1.122659272022606
WasteAll_Module_sim1_Utility c-Si_[Tonnes]_[million Tonnes],0.0029554893065735785,0.16607823911025063,1.1582276925061417,2.6527288292623883
WasteAll_Module_sim1_All Sector c-Si Installs_[MWdc]_[Tonnes]_[million Tonnes],0.017261404939441574,0.5186258586702095,2.32133437849214,5.01507951374118
