year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,6.800459400000001,12.5,16,21,0.75,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,7.665317600000001,12.7,16,21,0.75,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,11.1368224,12.88,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,13.429697600000003,13.06,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,18.041101,13.24,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,25.161066000000005,13.42,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,26.056554888000004,13.6,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,32.675739124,13.72222222,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,50.520786820000005,13.84444444,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,103.81864670000002,13.96666667,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,141.277954052,14.08888889,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,143.951987562,14.21111111,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,215.78866895400003,14.33333333,24,26,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,521.4958099820001,14.45555556,24,26,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,662.0204871288,14.57777778,24,26,0.75,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,1495.605846392,14.7,25,27,0.75,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,2792.959915618,15.1,26.5,29,0.75,23,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,2720.614149938,15.4,25,30,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,3389.367451216,16,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,3709.74558419,16.3,29.5,32,0.75,26,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,4522.663766774,17,32.4,35,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,6870.052657128,17.5,32.4,35,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,9224.583251136,17.7,32.6,35,0.4,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,9290.045598632001,18.4,33.8,36,0.4,31,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,9765.387446474,19.2,35,37,0.4,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,10154.564,20,39,42,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,11058.3544,20.9,39,42,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,12042.524200000002,21.1,39,42,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,13114.316600000002,21.86075153,39,42,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,14281.4778,22.31841513,39,42,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,15552.5588,22.64893163,39,42,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,16936.714200000002,22.90866717,39,42,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,18444.104600000002,23.1230961,41,44,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,20085.594800000003,23.3059583,41,44,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,21873.256800000003,23.46552924,41,44,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,23819.9674,23.6071874,41,44,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,25939.911200000002,23.73462942,41,44,0.4,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,28248.5806,23.85050733,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,30762.6752,23.9567895,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,33500.6048,24.05497781,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,36482.08700000001,24.14624472,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,39729.0526,24.23152341,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,43264.9414,24.31156892,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,47115.507000000005,24.38700095,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,51308.7162,24.4583345,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,55875.25200000001,24.52600228,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,60848.11120000001,24.5903714,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,66263.6104,24.65175604,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,72161.08420000001,24.71042724,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,78583.3882,24.7666204,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,85577.30140000001,24.82054137,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,93193.7274,24.87237115,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2047,101487.99620000001,24.92226981,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2048,110520.36720000001,24.97037955,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2049,120356.73340000001,25.01682731,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2050,131068.42020000001,25.06172689,41,44,0.4,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
