year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0.1216782,12.5,16,21,0.75,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,0.1371528,12.7,16,21,0.75,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,0.19926719999999998,12.88,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,0.2402928,13.06,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,0.322803,13.24,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,0.450198,13.42,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,0.466220664,13.6,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,0.584655372,13.72222222,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,0.90395046,13.84444444,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,1.8575901,13.96666667,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,2.527836156,14.08888889,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,2.575681686,14.21111111,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,3.861029862,14.33333333,24,26,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,9.330938946,14.45555556,24,26,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,11.8452969864,14.57777778,24,26,0.75,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,26.760343176,14.7,25,27,0.75,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,49.973437854,15.1,26.5,29,0.75,23,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,48.678980814,15.4,25,30,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,60.644745648,16,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,66.37715757,16.3,29.5,32,0.75,26,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,80.922413322,17,32.4,35,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,122.92340738399999,17.5,32.4,35,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,165.05218540799999,17.7,32.6,35,5.2,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,166.22347989600001,18.4,33.8,36,5.2,31,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,174.728602422,19.2,35,37,5.2,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,181.692,20,39,42,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,197.8632,20.9,39,42,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,215.4726,21.1,39,42,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,234.6498,21.86075153,39,42,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,255.5334,22.31841513,39,42,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,278.27639999999997,22.64893163,39,42,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,303.0426,22.90866717,39,42,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,330.0138,23.1230961,41,44,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,359.38439999999997,23.3059583,41,44,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,391.37039999999996,23.46552924,41,44,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,426.2022,23.6071874,41,44,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,464.1336,23.73462942,41,44,5.2,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,505.4418,23.85050733,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,550.4256,23.9567895,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,599.4144,24.05497781,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,652.761,24.14624472,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,710.8578,24.23152341,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,774.1242,24.31156892,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,843.021,24.38700095,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,918.0486,24.4583345,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,999.756,24.52600228,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,1088.7336,24.5903714,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,1185.6312,24.65175604,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,1291.1526,24.71042724,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,1406.0646,24.7666204,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,1531.2042,24.82054137,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,1667.4822,24.87237115,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2047,1815.8886,24.92226981,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2048,1977.5016,24.97037955,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2049,2153.5002,25.01682731,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2050,2345.1606,25.06172689,41,44,5.2,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
