year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,7.8550038,12.5,16,21,0.75,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1996,8.853975199999999,12.7,16,21,0.75,10,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1997,12.863804799999999,12.88,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1998,15.512235200000001,13.06,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
1999,20.838727000000002,13.24,18,20,0.75,15,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2000,29.062782000000002,13.42,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2001,30.097133976,13.6,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2002,37.742752347999996,13.72222222,22.5,24,0.75,20,95,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2003,58.35502414,13.84444444,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2004,119.9177609,13.96666667,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2005,163.185867404,14.08888889,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2006,166.27456217399998,14.21111111,22.5,24,0.75,20,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2007,249.25092775800002,14.33333333,24,26,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2008,602.3639475140001,14.45555556,24,26,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2009,764.6797276776,14.57777778,24,26,0.75,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2010,1727.528820584,14.7,25,27,0.75,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2011,3226.063043686,15.1,26.5,29,0.75,23,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2012,3142.4986503259997,15.4,25,30,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2013,3914.955246832,16,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2014,4285.01428313,16.3,29.5,32,0.75,26,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2015,5223.991348897999,17,32.4,35,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2016,7935.3888544559995,17.5,32.4,35,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2017,10655.035524672,17.7,32.6,35,0.8,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2018,10730.649091064,18.4,33.8,36,0.8,31,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2019,11279.702000797999,19.2,35,37,0.8,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2020,11729.228,20,39,42,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2021,12773.1688,20.9,39,42,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2022,13909.9534,21.1,39,42,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2023,15147.948199999999,21.86075153,39,42,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2024,16496.100599999998,22.31841513,39,42,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2025,17964.2876,22.64893163,39,42,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2026,19563.0834,22.90866717,39,42,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2027,21304.2242,23.1230961,41,44,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2028,23200.2596,23.3059583,41,44,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2029,25265.1336,23.46552924,41,44,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2030,27513.7198,23.6071874,41,44,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2031,29962.4024,23.73462942,41,44,0.8,35,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2032,32629.0762,23.85050733,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2033,35533.030399999996,23.9567895,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2034,38695.5296,24.05497781,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2035,42139.349,24.14624472,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2036,45889.8202,24.23152341,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2037,49974.0178,24.31156892,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2038,54421.689,24.38700095,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2039,59265.1374,24.4583345,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2040,64539.804,24.52600228,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2041,70283.8024,24.5903714,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2042,76539.0808,24.65175604,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2043,83351.0734,24.71042724,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2044,90769.28139999999,24.7666204,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2045,98847.7378,24.82054137,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2046,107645.2398,24.87237115,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2047,117225.6974,24.92226981,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2048,127658.7144,24.97037955,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2049,139020.4018,25.01682731,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
2050,151393.1454,25.06172689,41,44,0.8,35,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
