year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
year,MW,%,years,years,%,years,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
1995,0,12.5,16,21,0.8,10,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
1996,0,12.7,16,21,0.8,10,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
1997,0,12.88,19,23,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
1998,0,13.06,19,23,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
1999,0,13.24,19,23,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2000,176,13.42,19,23,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2001,97,13.6,19,23,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2002,81,13.72222222,19,23,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2003,234,13.84444444,19,23,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2004,708,13.96666667,19,23,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2005,973,14.08888889,19,24,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2006,951,14.21111111,20,25,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2007,1767,14.33333333,20,25,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2008,5409,14.45555556,21,26,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2009,6392,14.57777778,24,29,0.8,15,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2010,13264,14.7,25,30,0.8,20,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2011,22340,15.1,25,30,0.8,20,98,0,0,15,0,85,0,0,15,0,100,85,0,0,15
2012,16974,15.4,25,30,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2013,8374,16,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2014,3924,16.3,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2015,4103,17,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2016,3810,17.5,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2017,4738,17.7,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2018,7834,18.4,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2019,16177,19.2,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2020,18296,20,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
2021,25735,20.9,28,33,0.8,20,98,0,0,80,0,20,0,0,80,0,100,20,0,0,80
