year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_PG3_ReMFG_target,mat_ReMFG_yield,mat_PG4_Recycling_target,mat_Recycling_yield,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%,%,%
1995,20,848.4214286,45,100,20,0,100,0,50,20,80,0,0
1996,20.4,831.7857143,45,100,20,0,100,0,50,20,80,0,0
1997,20.8,815.15,45,100,20,0,100,0,50,20,80,0,0
1998,21.2,798.5142857,45,100,20,0,100,0,50,20,80,0,0
1999,21.6,781.8785714,45,100,20,0,100,0,50,20,80,0,0
2000,22,765.2428571,45,100,20,0,100,0,50,20,80,0,0
2001,22.4,748.6071429,45,100,20,0,100,0,50,20,80,0,0
2002,22.8,731.9714286,45,100,20,0,100,0,50,20,80,0,0
2003,23.2,715.3357143,45,100,20,0,100,0,50,20,80,0,0
2004,23.6,698.7,49.36565834,100,20,0,100,0,50,20,80,0,0
2005,24,582.25,41.58805731,100,20,0,100,0,50,20,80,0,0
2006,24.4,465.8,33.63841614,100,20,0,100,0,50,20,80,0,0
2007,24.8,442.51,32.3138861,100,20,0,100,0,50,20,80,0,0
2008,25.2,419.22,30.95939478,100,20,0,100,0,50,20,80,0,0
2009,25.6,419.22,31.31355595,100,20,0,100,0,50,20,80,0,0
2010,26,419.22,49.33536239,100,20,0,100,0,50,20,80,0,0
2011,26.4,419.22,49.66181831,100,20,0,100,0,50,20,80,0,0
2012,26.8,419.22,48.63711241,100,20,0,100,0,50,75,80,0,0
2013,27.2,419.22,49.92050096,100,20,0,100,0,50,75,80,0,0
2014,27.6,419.22,50.13317643,100,20,0,100,0,50,75,80,0,0
2015,28,419.22,50.54035646,100,20,0,100,0,50,75,80,0,0
2016,28.4,419.22,53.4170004,100,20,0,100,0,50,75,80,0,0
2017,28.8,419.22,59.32333715,100,20,0,100,0,50,75,80,0,0
2018,29.2,410.8550083,63.60055267,100,20,0,100,0,50,75,80,0,0
2019,29.6,402.1406667,65.06394011,100,20,0,100,0,50,75,80,0,0
2020,30,395.5418334,66.72675976,100,20,0,100,0,50,75,80,0,0
2021,30,388.943,66.18084496,100,20,0,100,0,50,75,80,0,0
2022,30,384.285,65.58767292,100,20,0,100,0,50,75,80,0,0
2023,30,374.969,66.98371616,100,50,50,100,50,50,75,80,20,10
2024,30,365.653,68.78493968,100,50,50,100,50,75,95,80,20,10
2025,30,359.8305,69.37974021,100,50,50,100,50,75,95,80,20,10
2026,30,354.008,69.84836065,100,50,50,100,50,75,95,80,20,10
2027,30,348.5736667,70.19056462,100,50,50,100,50,75,95,80,20,10
2028,30,343.1393333,70.65569711,100,50,50,100,50,75,95,80,20,10
2029,30,337.705,71.12557438,100,50,50,100,50,75,95,80,20,10
2030,30,335.376,71.60023678,100,95,95,100,100,100,95,95,95,75
2031,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2032,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2033,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2034,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2035,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2036,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2037,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2038,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2039,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,75
2040,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2041,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2042,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2043,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2044,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2045,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2046,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2047,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2048,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2049,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2050,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2051,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2052,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2053,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2054,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2055,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2056,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2057,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2058,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2059,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2060,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2061,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2062,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2063,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2064,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2065,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2066,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2067,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2068,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2069,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2070,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2071,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2072,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2073,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2074,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2075,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2076,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2077,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2078,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2079,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2080,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2081,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2082,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2083,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2084,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2085,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2086,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2087,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2088,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2089,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2090,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2091,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2092,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2093,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2094,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2095,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2096,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2097,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2098,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2099,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
2100,30,333.047,71.60023678,100,95,95,100,100,100,95,95,95,95
