,mat_extraction,mat_MFG_virgin,mat_MFG_virgin_fuel,mat_MFGScrap_LQ,mat_MFGScrap_HQ,mat_MFGScrap_HQ_fuel,mat_Landfill,mat_Landfill_fuel,mat_EoL_ReMFG_clean,mat_Recycled_LQ,mat_Recycled_HQ,mat_Recycled_HQ_fuel,mat_Recycled_HQ_elec
0,49496511.61422714,21994287278.96353,17604152852.081097,523474671.6897499,52347467.168974996,26173733.584487498,25238957.385041513,19686386.76033238,0.0,0.0,0.0,0.0,0.0
1,54912698.41696363,24401025948.233234,19530498310.40207,580756216.1101058,58075621.611010574,29037810.805505287,28002021.691648487,21841576.919485822,0.0,1095.1231862717618,65.70739117630572,32.85369558815286,32.85369558815286
2,78666853.42694716,34956430608.476715,27979008357.473347,831979959.0509443,83197995.90509443,41598997.952547215,40140666.38653158,31309719.781494632,0.0,23478.56001970717,1408.7136011824302,704.3568005912151,704.3568005912151
3,93555513.41130504,41098295887.54538,32889602812.154453,989442340.2748005,98944234.02748005,49472117.013740025,47869756.583349496,37338410.13501261,0.0,141231.34595682676,8473.880757409606,4236.940378704803,4236.940378704803
4,123971354.18566146,53831578116.26972,43073573001.27905,1311120134.5708036,131112013.45708036,65556006.72854018,63782291.14462241,49750187.09280548,0.0,487284.45560636796,29237.06733638208,14618.53366819104,14618.53366819104
5,170577899.8137554,73204996253.2793,58568380444.594086,1804030830.075424,180403083.00754237,90201541.50377119,88413920.15141106,68962857.71810062,0.0,1231034.6577377587,73862.07946426552,36931.03973213276,36931.03973213276
6,174310766.40583432,73923720306.52008,59137791033.60076,1843510093.9221094,184351009.39221093,92175504.69610547,91870388.7346321,71658903.21301304,0.0,2564357.8630882483,153861.4717852949,76930.73589264746,76930.73589264746
7,216644162.73318076,90544477206.19981,72616742068.42029,2291228517.554311,229122851.7554311,114561425.87771556,115931999.6265348,90426959.70869716,0.0,4689416.113388853,281364.9668033312,140682.4834016656,140682.4834016656
8,328568529.1922221,135301385343.03021,108795752707.07632,3136118293.1416106,313611829.31416106,156805914.65708053,160293197.7190658,125028694.22087131,0.0,7802018.818254319,468121.1290952592,234060.5645476296,234060.5645476296
9,669289595.5435736,271490578662.41714,218898318895.52063,6388228733.55889,638822873.355889,319411436.6779445,322061070.99531865,251207635.37634853,0.0,12068720.285090625,724123.2171054374,362061.6085527187,362061.6085527187
