,mat_extraction,mat_MFG_virgin,mat_MFG_virgin_fuel,mat_MFGScrap_LQ,mat_MFGScrap_HQ,mat_MFGScrap_HQ_fuel,mat_Landfill,mat_Landfill_fuel,mat_EoL_ReMFG_clean,mat_Recycled_LQ,mat_Recycled_HQ,mat_Recycled_HQ_fuel,mat_Recycled_HQ_elec
0,8498908600.8926735,1173591656.884646,609443400.6289237,0.0,0.0,0.0,4304743.146398633,0.0,0.0,0.0,0.0,0.0,0.0
1,9421986345.919525,1301057004.6241925,675635857.3774238,0.0,0.0,0.0,4738895.343073508,0.0,0.0,0.0,0.0,0.0,0.0
2,13487852891.458208,1862501688.8686385,967192767.8442812,0.0,0.0,0.0,6738629.1209082715,0.0,0.0,0.0,0.0,0.0,0.0
3,16028837716.67868,2213379516.97424,1149402802.7499633,0.0,0.0,0.0,7965349.958484811,0.0,0.0,0.0,0.0,0.0,0.0
4,21224420768.317696,2930823745.2148366,1521969911.2970889,0.0,0.0,0.0,10509508.452967156,0.0,0.0,0.0,0.0,0.0,0.0
5,29182289869.299248,4029704698.2952275,2092616218.3008652,0.0,0.0,0.0,14416718.449172659,0.0,0.0,0.0,0.0,0.0,0.0
6,29799104703.25248,4280914451.8993335,2194000935.5495586,0.0,0.0,0.0,14779974.684460929,0.0,0.0,0.0,0.0,0.0,0.0
7,37009108105.58062,5522905833.410802,2787943108.7193165,0.0,0.0,0.0,18413760.40972255,0.0,0.0,0.0,0.0,0.0,0.0
8,56083788240.41476,8681928360.052248,4308526379.018834,0.0,0.0,0.0,24915311.16131886,0.0,0.0,0.0,0.0,0.0,0.0
9,114158523520.18346,18308132400.654095,8915972021.546038,0.0,0.0,0.0,49824637.80885637,0.0,0.0,0.0,0.0,0.0,0.0
10,153888657974.92386,25537279394.282528,12182936762.454067,0.0,0.0,0.0,104522953.88278644,0.0,0.0,0.0,0.0,0.0,0.0
11,154647359738.66742,26524851501.22922,12374827528.080336,0.0,0.0,0.0,104178855.40922844,0.0,0.0,0.0,0.0,0.0,0.0
12,228659839162.02625,40493398718.53168,18443468035.856293,0.0,0.0,0.0,84245693.23132291,0.0,0.0,0.0,0.0,0.0,0.0
13,545119368308.16876,99572565684.12685,44201107766.17214,0.0,0.0,0.0,186871778.45488572,0.0,0.0,0.0,0.0,0.0,0.0
14,682706787502.9843,128508475372.21149,55502900250.726494,0.0,0.0,0.0,216753293.76607198,0.0,0.0,0.0,0.0,0.0,0.0
15,1506063489077.357,291883539107.49585,122440399183.82735,0.0,0.0,0.0,360212859.4747417,0.0,0.0,0.0,0.0,0.0,0.0
16,2724157744833.0884,543135561951.1193,220888849398.39972,0.0,0.0,0.0,581401630.1218781,0.0,0.0,0.0,0.0,0.0,0.0
17,2601900762378.16,533257618642.1661,209866646095.011,0.0,0.0,0.0,618418675.2603765,0.0,0.0,0.0,0.0,0.0,0.0
18,3119917919881.5713,656808489262.7874,249654738607.66205,0.0,0.0,0.0,739897344.4149771,0.0,0.0,0.0,0.0,0.0,0.0
19,3360257802476.9766,726127873900.513,266022258228.85046,0.0,0.0,0.0,813029474.4764346,0.0,0.0,0.0,0.0,0.0,0.0
