year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_EOL_collected_Recycled,mat_EOL_Recycling_eff,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%
2010,100,846,98.5,0,0,0,0,0,0,0,0
2011,100,846,99,0,0,0,0,0,0,0,0
2012,100,846,99,0,0,0,0,0,0,0,0
2013,100,846,99,0,0,0,0,0,0,0,0
2014,100,848.09,99,0,0,0,0,0,0,0,0
2015,100,850.28,99,0,0,0,0,0,0,0,0
2016,100,852.81,99,0,0,0,0,0,0,0,0
2017,100,847.99,99,0,0,0,0,0,0,0,0
2018,100,848.955,99,0,0,0,0,0,0,0,0
2019,100,851.31,99,0,0,0,0,0,0,0,0
2020,100,849.445,99,0,0,0,0,0,0,0,0
2021,100,849.145,99,0,0,0,0,0,0,0,0
2022,100,839.244375,99,0,0,0,0,0,0,0,0
2023,100,829.235,99,0,0,0,0,0,0,0,0
2024,100,801.36775,99,0,0,0,0,0,0,0,0
2025,100,773.917,99,0,0,0,0,0,0,0,0
2026,100,752.614,99,0,0,0,0,0,0,0,0
2027,100,731.4683333,99,0,0,0,0,0,0,0,0
2028,100,710.48,99,0,0,0,0,0,0,0,0
2029,100,710.3586667,99,0,0,0,0,0,0,0,0
2030,100,710.2373333,99,0,0,0,0,0,0,0,0
2031,100,710.116,99,0,0,0,0,0,0,0,0
2032,100,710.116,99,0,0,0,0,0,0,0,0
2033,100,710.116,99,0,0,0,0,0,0,0,0
2034,100,710.116,99,0,0,0,0,0,0,0,0
2035,100,710.116,99,0,0,0,0,0,0,0,0
2036,100,710.116,99,0,0,0,0,0,0,0,0
2037,100,710.116,99,0,0,0,0,0,0,0,0
2038,100,710.116,99,0,0,0,0,0,0,0,0
2039,100,710.116,99,0,0,0,0,0,0,0,0
2040,100,710.116,99,0,0,0,0,0,0,0,0
2041,100,710.116,99,0,0,0,0,0,0,0,0
2042,100,710.116,99,0,0,0,0,0,0,0,0
2043,100,710.116,99,0,0,0,0,0,0,0,0
2044,100,710.116,99,0,0,0,0,0,0,0,0
2045,100,710.116,99,0,0,0,0,0,0,0,0
2046,100,710.116,99,0,0,0,0,0,0,0,0
2047,100,710.116,99,0,0,0,0,0,0,0,0
2048,100,710.116,99,0,0,0,0,0,0,0,0
2049,100,710.116,99,0,0,0,0,0,0,0,0
2050,100,710.116,99,0,0,0,0,0,0,0,0
