year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_EOL_collected_Recycled,mat_EOL_Recycling_eff,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%
2010,100,376.6310634,96.03333333,0,0,0,0,0,0,0,0
2011,100,402.906367,96.5,0,0,0,0,0,0,0,0
2012,100,424.8202585,96.5,0,0,0,0,0,0,0,0
2013,100,446.1403774,96.5,0,0,0,0,0,0,0,0
2014,100,450.12,96.5,0,0,0,0,0,0,0,0
2015,100,469.0487197,96.5,0,0,0,0,0,0,0,0
2016,100,488.5530337,96.5,0,0,0,0,0,0,0,0
2017,100,480.4229167,96.5,0,0,0,0,0,0,0,0
2018,100,472.8983333,96.5,0,0,0,0,0,0,0,0
2019,100,463.212,96.5,0,0,0,0,0,0,0,0
2020,100,432.5328,96.5,0,0,0,0,0,0,0,0
2021,100,410.944,96.5,0,0,0,0,0,0,0,0
2022,100,400.0386,96.5,0,0,0,0,0,0,0,0
2023,100,389.1656,96.5,0,0,0,0,0,0,0,0
2024,100,383.1525,96.5,0,0,0,0,0,0,0,0
2025,100,377.1632,96.5,0,0,0,0,0,0,0,0
2026,100,362.0100667,96.5,0,0,0,0,0,0,0,0
2027,100,346.8453333,96.5,0,0,0,0,0,0,0,0
2028,100,331.669,96.5,0,0,0,0,0,0,0,0
2029,100,314.7302222,96.5,0,0,0,0,0,0,0,0
2030,100,297.7838889,96.5,0,0,0,0,0,0,0,0
2031,100,280.83,96.5,0,0,0,0,0,0,0,0
2032,100,280.83,96.5,0,0,0,0,0,0,0,0
2033,100,280.83,96.5,0,0,0,0,0,0,0,0
2034,100,280.83,96.5,0,0,0,0,0,0,0,0
2035,100,280.83,96.5,0,0,0,0,0,0,0,0
2036,100,280.83,96.5,0,0,0,0,0,0,0,0
2037,100,280.83,96.5,0,0,0,0,0,0,0,0
2038,100,280.83,96.5,0,0,0,0,0,0,0,0
2039,100,280.83,96.5,0,0,0,0,0,0,0,0
2040,100,280.83,96.5,0,0,0,0,0,0,0,0
2041,100,280.83,96.5,0,0,0,0,0,0,0,0
2042,100,280.83,96.5,0,0,0,0,0,0,0,0
2043,100,280.83,96.5,0,0,0,0,0,0,0,0
2044,100,280.83,96.5,0,0,0,0,0,0,0,0
2045,100,280.83,96.5,0,0,0,0,0,0,0,0
2046,100,280.83,96.5,0,0,0,0,0,0,0,0
2047,100,280.83,96.5,0,0,0,0,0,0,0,0
2048,100,280.83,96.5,0,0,0,0,0,0,0,0
2049,100,280.83,96.5,0,0,0,0,0,0,0,0
2050,100,280.83,96.5,0,0,0,0,0,0,0,0
